RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,50.00,IRI,1264984,1:09.58,1984,11,SEYD Seyed Hossein,1,FIS Dizin (IRI),2024-03-03
2,40.00,IRI,1663647,1:10.11,1983,15,KALHOR J Hossein,2,FIS Dizin (IRI),2024-03-03
3,30.00,IRI,9260152,1:11.67,2002,14,SOLGHANI Amirhassan,3,FIS Dizin (IRI),2024-03-03
4,25.00,IRI,9260029,1:16.24,1989,18,JEYRODI Mahdi,4,FIS Dizin (IRI),2024-03-03
5,22.50,IRI,9260003,1:17.43,1977,12,MOGHDID Rahmatollah,5,FIS Dizin (IRI),2024-03-03
6,20.00,IRI,9260138,1:21.19,2002,20,JANI Ilia,6,FIS Dizin (IRI),2024-03-03
7,18.00,IRI,9260078,1:22.02,1988,19,KAVIANI Mahdi,7,FIS Dizin (IRI),2024-03-03
8,16.00,IRI,9260059,1:23.59,1990,16,KIASHEMSHAKI Pooria,8,FIS Dizin (IRI),2024-03-03
9,14.50,IRI,9260072,1:28.82,1993,22,DARBANDSARI Ali,9,FIS Dizin (IRI),2024-03-03
10,13.00,IRI,1264992,1:33.46,1970,23,KALHOR Feyzolah,10,FIS Dizin (IRI),2024-03-03
11,12.00,IRI,9260167,2:03.08,2004,25,PARSIAVASH Mani,11,FIS Dizin (IRI),2024-03-03
12,11.00,IRI,9260168,2:37.76,1993,24,SOHRABI Hossein,12,FIS Dizin (IRI),2024-03-03
13,10.00,IRI,9260159,40.42,2004,17,SOLGHANI Amirmahdi,13,FIS Dizin (IRI),2024-03-03
14,"",IRI,9260064,44.41,1987,13,SAVEHDARBANDSARI Mohammad,14,FIS Dizin (IRI),2024-03-03
15,"",IRI,9260165,"",1986,21,ASADKHANI Amir,"",FIS Dizin (IRI),2024-03-03
