RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Event Name,Date
5,72.00,59.60,ITA,9290515,2007,125,RABANSER Tommy,5,FIS Nova Levante - Welschnofen (ITA),2024-01-28
6,64.00,1:00.95,CZE,9150168,1999,118,POCINEK Adam,6,FIS Nova Levante - Welschnofen (ITA),2024-01-28
7,57.60,1:01.17,ITA,1020634,1973,133,RABANSER Georg,7,FIS Nova Levante - Welschnofen (ITA),2024-01-28
8,51.20,1:01.60,LAT,9550007,1983,140,KORDE Edijs,8,FIS Nova Levante - Welschnofen (ITA),2024-01-28
9,46.40,1:00.36,GER,9200176,2002,120,TANIGUCHI Kaijo,9,FIS Nova Levante - Welschnofen (ITA),2024-01-28
10,41.60,1:00.51,ITA,9290464,2005,127,ZIMMERHOFER Elias,10,FIS Nova Levante - Welschnofen (ITA),2024-01-28
11,38.40,1:00.58,GEO,1684990,1985,142,NAZGAIDZE Revaz,11,FIS Nova Levante - Welschnofen (ITA),2024-01-28
12,35.20,1:00.67,AUT,9050308,2004,124,TREFFLER Julian,12,FIS Nova Levante - Welschnofen (ITA),2024-01-28
13,32.00,1:01.55,UKR,9690175,2005,136,BILOUS Nestor,13,FIS Nova Levante - Welschnofen (ITA),2024-01-28
14,28.80,1:01.61,AUT,9050324,2007,126,GRAVOGL Joachim,14,FIS Nova Levante - Welschnofen (ITA),2024-01-28
15,25.60,1:01.77,AUT,9050318,2006,121,HAMMERSCHMIDT Lion,15,FIS Nova Levante - Welschnofen (ITA),2024-01-28
16,24.00,1:02.06,UKR,9690132,1993,135,HACHAK Stanislav,16,FIS Nova Levante - Welschnofen (ITA),2024-01-28
17,22.40,1:02.07,ITA,9290441,2004,117,DORFMANN Simon,17,FIS Nova Levante - Welschnofen (ITA),2024-01-28
18,20.80,1:02.72,ITA,9290524,2007,137,MUTSCHLECHNER Philipp,18,FIS Nova Levante - Welschnofen (ITA),2024-01-28
19,19.20,1:02.80,UKR,9690174,2005,139,KABALIUK Mykhailo,19,FIS Nova Levante - Welschnofen (ITA),2024-01-28
20,17.60,1:03.77,UKR,9690183,2007,147,BAZHAN Sviatoslav,20,FIS Nova Levante - Welschnofen (ITA),2024-01-28
21,16.00,1:03.93,ITA,9290395,2002,123,LANTSCHNER Fabian,21,FIS Nova Levante - Welschnofen (ITA),2024-01-28
22,14.40,1:04.00,GER,9200201,2004,138,SOBINGER Tim,22,FIS Nova Levante - Welschnofen (ITA),2024-01-28
23,12.80,1:04.21,ITA,9290530,2007,146,DA COL Edoardo Leone,23,FIS Nova Levante - Welschnofen (ITA),2024-01-28
24,11.20,1:05.74,SUI,9510518,2005,153,KATHRINER Arne,24,FIS Nova Levante - Welschnofen (ITA),2024-01-28
25,9.60,1:05.82,TUR,9520020,2005,141,KELESOGLU omer Faruk,25,FIS Nova Levante - Welschnofen (ITA),2024-01-28
26,8.00,1:05.91,SUI,9510546,2006,154,MEISSER Nicola,26,FIS Nova Levante - Welschnofen (ITA),2024-01-28
27,7.20,1:06.63,TUR,1524991,2000,144,BOYDAK Emre,27,FIS Nova Levante - Welschnofen (ITA),2024-01-28
28,6.40,1:07.70,AUT,9050315,2004,131,PAHEINER Andreas,28,FIS Nova Levante - Welschnofen (ITA),2024-01-28
29,5.76,1:09.49,ITA,9290514,2007,145,CRAZZOLARA Kevin,29,FIS Nova Levante - Welschnofen (ITA),2024-01-28
30,5.12,1:14.91,SUI,9510555,2007,156,MOSCA Nuri,30,FIS Nova Levante - Welschnofen (ITA),2024-01-28
31,4.48,1:19.09,ITA,9290554,1999,162,ORLANDO Federico,31,FIS Nova Levante - Welschnofen (ITA),2024-01-28
32,4.16,30.56,GER,9200208,2005,130,RIEL Benedikt,32,FIS Nova Levante - Welschnofen (ITA),2024-01-28
