RowID,Nation,FIS code,Year,Time,Bib,Athlete,Rank,Event Name,Date
33,GER,9200210,2005,"",46,ADLER Felix Nepomuk,"",Qualification Folgaria (ITA),2024-01-12
34,ITA,9290524,2007,"",43,MUTSCHLECHNER Philipp,"",Qualification Folgaria (ITA),2024-01-12
35,ITA,9290514,2007,"",39,CRAZZOLARA Kevin,"",Qualification Folgaria (ITA),2024-01-12
1,CZE,9150333,2006,1:02.32,17,MINARIK Krystof,1,Qualification Folgaria (ITA),2024-01-12
2,GER,9200145,2000,1:02.50,23,ANGENEND Yannik,2,Qualification Folgaria (ITA),2024-01-12
3,AUT,9050316,2005,1:02.90,26,PIETSCH Werner,3,Qualification Folgaria (ITA),2024-01-12
4,GER,9200128,1999,1:03.41,32,HUBER Elias,4,Qualification Folgaria (ITA),2024-01-12
5,GER,9200158,2001,1:03.77,25,PRANTL Ole-Mikkel,5,Qualification Folgaria (ITA),2024-01-12
6,UKR,9690062,1995,1:04.34,41,BELINSKYI Oleksandr,6,Qualification Folgaria (ITA),2024-01-12
7,ITA,9290395,2002,1:04.46,28,LANTSCHNER Fabian,7,Qualification Folgaria (ITA),2024-01-12
8,ITA,9290515,2007,1:04.90,19,RABANSER Tommy,8,Qualification Folgaria (ITA),2024-01-12
9,KOR,9320197,2002,1:04.95,22,MA Junho,9,Qualification Folgaria (ITA),2024-01-12
10,ITA,9290463,2005,1:05.11,20,SANTUARI Mike,10,Qualification Folgaria (ITA),2024-01-12
11,ITA,9290441,2004,1:05.43,36,DORFMANN Simon,11,Qualification Folgaria (ITA),2024-01-12
12,AUS,9040213,1999,1:05.52,31,EDMANSON Harvey,12,Qualification Folgaria (ITA),2024-01-12
13,GER,9200208,2005,1:05.65,33,RIEL Benedikt,13,Qualification Folgaria (ITA),2024-01-12
14,ITA,9290437,2004,1:06.45,35,DA COL Tommaso Felice,14,Qualification Folgaria (ITA),2024-01-12
15,POL,9430169,1999,1:06.88,24,RUTKOWSKI Mikolaj,15,Qualification Folgaria (ITA),2024-01-12
16,KOR,9320222,2005,1:07.03,40,PARK Jisung,16,Qualification Folgaria (ITA),2024-01-12
17,GER,9200176,2002,1:07.04,29,TANIGUCHI Kaijo,17,Qualification Folgaria (ITA),2024-01-12
18,ITA,9290497,2006,1:07.77,27,HALLER Manuel,18,Qualification Folgaria (ITA),2024-01-12
19,LAT,9550007,1983,1:08.00,34,KORDE Edijs,19,Qualification Folgaria (ITA),2024-01-12
20,POL,9430191,2004,1:08.82,45,WILK Michal,20,Qualification Folgaria (ITA),2024-01-12
21,ITA,9290530,2007,1:09.22,44,DA COL Edoardo Leone,21,Qualification Folgaria (ITA),2024-01-12
22,ITA,9290330,1999,1:09.89,47,CASTELLO Jamie Lee,22,Qualification Folgaria (ITA),2024-01-12
23,GER,9200201,2004,1:10.54,38,SOBINGER Tim,23,Qualification Folgaria (ITA),2024-01-12
24,ITA,9290464,2005,1:12.11,21,ZIMMERHOFER Elias,24,Qualification Folgaria (ITA),2024-01-12
25,GER,9200234,2008,1:18.63,48,SCHWERDT Samuel,25,Qualification Folgaria (ITA),2024-01-12
26,POL,9430208,2006,1:19.48,37,KULPINSKI Anatol,26,Qualification Folgaria (ITA),2024-01-12
27,FRA,9190630,1973,1:23.69,50,ABADIE William,27,Qualification Folgaria (ITA),2024-01-12
28,GER,9200191,2003,32.98,18,KUEHNHAUSER Max,28,Qualification Folgaria (ITA),2024-01-12
29,ITA,1020634,1973,33.32,42,RABANSER Georg,29,Qualification Folgaria (ITA),2024-01-12
30,ITA,9290532,2008,36.21,49,APOLLONIO Luca,30,Qualification Folgaria (ITA),2024-01-12
31,ITA,9290547,2008,38.75,51,POMPANIN Alessandro,31,Qualification Folgaria (ITA),2024-01-12
32,GER,9200203,2004,45.80,30,VOJTASEK Samuel,32,Qualification Folgaria (ITA),2024-01-12
