RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,100.00,UKR,9690121,1:07.70,1999,21,KHARUK Mykhailo,1,National Championships Bukovel (UKR),2024-02-14
2,80.00,UKR,9690131,1:11.65,2000,24,KASHELIUK Vasyl,2,National Championships Bukovel (UKR),2024-02-14
3,60.00,UKR,9690174,1:12.11,2005,22,KABALIUK Mykhailo,3,National Championships Bukovel (UKR),2024-02-14
4,50.00,UKR,9690175,1:15.25,2005,23,BILOUS Nestor,4,National Championships Bukovel (UKR),2024-02-14
5,45.00,UKR,9690081,1:17.55,1996,25,HULIY Yevheniy,5,National Championships Bukovel (UKR),2024-02-14
6,40.00,UKR,9690189,1:21.07,2008,37,PAVLIUK Vasyl,6,National Championships Bukovel (UKR),2024-02-14
7,36.00,UKR,9690188,1:24.34,2007,41,SYROTIAN Anton,7,National Championships Bukovel (UKR),2024-02-14
8,32.00,UKR,9690082,1:26.36,1996,39,MAMCHUR Volodymyr,8,National Championships Bukovel (UKR),2024-02-14
9,29.00,UKR,9690177,1:26.83,1999,28,KOCHISH Ivan,9,National Championships Bukovel (UKR),2024-02-14
10,26.00,UKR,9690148,1:29.86,2002,30,DANCHA Roman,10,National Championships Bukovel (UKR),2024-02-14
11,24.00,UKR,9690087,1:34.23,1996,33,LOPUSHNYAK Grygoriy,11,National Championships Bukovel (UKR),2024-02-14
12,22.00,UKR,9690185,1:34.91,2006,40,PODVIRNYI Andrii,12,National Championships Bukovel (UKR),2024-02-14
13,20.00,UKR,9690161,1:37.25,1987,31,LIUKHANOV Oleksandr,13,National Championships Bukovel (UKR),2024-02-14
14,18.00,UKR,9690176,1:37.89,2000,29,BROVDII Pavlo,14,National Championships Bukovel (UKR),2024-02-14
15,16.00,UKR,9690186,1:40.11,2008,34,MAKSYMCHUK Artem,15,National Championships Bukovel (UKR),2024-02-14
16,"",UKR,9690181,1:43.48,2004,38,PRANNYCHUK Oleh,16,National Championships Bukovel (UKR),2024-02-14
17,"",UKR,9690180,"",2006,27,POPADYCH Oleksandr,"",National Championships Bukovel (UKR),2024-02-14
18,"",UKR,9690183,"",2007,26,BAZHAN Sviatoslav,"",National Championships Bukovel (UKR),2024-02-14
19,"",UKR,9690120,"",1998,36,USHAKOV Anton,"",National Championships Bukovel (UKR),2024-02-14
20,"",UKR,9690045,"",1994,35,MELNYKOV Stanislav,"",National Championships Bukovel (UKR),2024-02-14
21,"",UKR,9690187,"",2007,32,KUSHNIR Oleksandr,"",National Championships Bukovel (UKR),2024-02-14
