RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
1,180.00,1:00.24,CZE,9150333,2006,24,MINARIK Krystof,1,100,European Cup Lenzerheide (SUI),2024-03-10
2,144.00,58.58,UKR,9690121,1999,23,KHARUK Mykhailo,2,80,European Cup Lenzerheide (SUI),2024-03-10
3,108.00,59.15,KOR,9320197,2002,19,MA Junho,3,60,European Cup Lenzerheide (SUI),2024-03-10
4,90.00,58.97,ITA,9290463,2005,22,SANTUARI Mike,4,50,European Cup Lenzerheide (SUI),2024-03-10
5,81.00,58.43,ITA,9290464,2005,18,ZIMMERHOFER Elias,5,45,European Cup Lenzerheide (SUI),2024-03-10
6,72.00,59.90,GER,9200176,2002,28,TANIGUCHI Kaijo,6,40,European Cup Lenzerheide (SUI),2024-03-10
7,64.80,1:00.23,ITA,9290395,2002,20,LANTSCHNER Fabian,7,36,European Cup Lenzerheide (SUI),2024-03-10
8,57.60,1:01.46,GER,9200203,2004,26,VOJTASEK Samuel,8,32,European Cup Lenzerheide (SUI),2024-03-10
9,52.20,59.40,GER,9200208,2005,25,RIEL Benedikt,9,29,European Cup Lenzerheide (SUI),2024-03-10
10,46.80,1:00.37,AUT,9050316,2005,17,PIETSCH Werner,10,26,European Cup Lenzerheide (SUI),2024-03-10
11,43.20,1:00.78,UKR,9690175,2005,35,BILOUS Nestor,11,24,European Cup Lenzerheide (SUI),2024-03-10
12,39.60,1:01.09,LAT,9550007,1983,30,KORDE Edijs,12,22,European Cup Lenzerheide (SUI),2024-03-10
13,36.00,1:02.58,UKR,9690183,2007,34,BAZHAN Sviatoslav,13,20,European Cup Lenzerheide (SUI),2024-03-10
14,32.40,1:02.85,POL,9430012,1987,29,GASIENICA-DANIEL Andrzej,14,18,European Cup Lenzerheide (SUI),2024-03-10
15,28.80,1:02.96,UKR,9690174,2005,31,KABALIUK Mykhailo,15,16,European Cup Lenzerheide (SUI),2024-03-10
16,27.00,1:03.48,UKR,9690180,2006,32,POPADYCH Oleksandr,16,15,European Cup Lenzerheide (SUI),2024-03-10
17,25.20,1:03.57,GER,9200191,2003,21,KUEHNHAUSER Max,17,14,European Cup Lenzerheide (SUI),2024-03-10
18,23.40,1:04.58,UKR,9690132,1993,33,HACHAK Stanislav,18,13,European Cup Lenzerheide (SUI),2024-03-10
19,21.60,1:05.76,USA,9530046,1988,37,BOTERO Emilio,19,12,European Cup Lenzerheide (SUI),2024-03-10
20,19.80,1:06.68,USA,9530791,1994,36,ROSENCRANZ Ryan,20,11,European Cup Lenzerheide (SUI),2024-03-10
21,18.00,1:07.85,SUI,9510546,2006,39,MEISSER Nicola,21,10,European Cup Lenzerheide (SUI),2024-03-10
22,16.20,1:08.34,SUI,9510518,2005,40,KATHRINER Arne,22,9,European Cup Lenzerheide (SUI),2024-03-10
23,14.40,1:08.53,POL,9430169,1999,27,RUTKOWSKI Mikolaj,23,8,European Cup Lenzerheide (SUI),2024-03-10
24,12.60,1:09.80,SUI,9510555,2007,38,MOSCA Nuri,24,7,European Cup Lenzerheide (SUI),2024-03-10
25,10.80,1:14.41,SUI,9510576,2008,41,BACCHI Gino,25,6,European Cup Lenzerheide (SUI),2024-03-10
26,"",1:22.82,SUI,9510574,2008,42,SCHIBLI Alec,26,5,European Cup Lenzerheide (SUI),2024-03-10
27,"",1:29.99,SUI,9510572,2008,43,THURNHEER Leon,27,4,European Cup Lenzerheide (SUI),2024-03-10
