RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
33,"","",SUI,9515196,2002,52,HAUSER Ricarda,"","",World Cup Pamporovo (BUL),2024-01-21
34,"","",USA,9535431,1999,50,KIZUKA Kaiya,"","",World Cup Pamporovo (BUL),2024-01-21
35,"","",POL,9435077,2000,46,KWIATKOWSKA Olimpia,"","",World Cup Pamporovo (BUL),2024-01-21
36,"","",SUI,9515213,2004,41,BAETSCHI Laila Ursina,"","",World Cup Pamporovo (BUL),2024-01-21
37,"","",USA,9535569,2003,34,PFLUM Iris,"","",World Cup Pamporovo (BUL),2024-01-21
38,"","",ITA,9295182,2003,53,VALLE Sofia,"","",World Cup Pamporovo (BUL),2024-01-21
1,1000.00,1:04.11,CZE,1159979,1995,1,LEDECKA Ester,1,100,World Cup Pamporovo (BUL),2024-01-21
2,800.00,1:05.04,AUT,9055032,1992,2,SCHOEFFMANN Sabine,2,80,World Cup Pamporovo (BUL),2024-01-21
3,600.00,1:05.69,JPN,9305427,2003,4,MIKI Tsubaki,3,60,World Cup Pamporovo (BUL),2024-01-21
4,500.00,1:05.60,GER,9205050,1994,3,LOCH Cheyenne,4,50,World Cup Pamporovo (BUL),2024-01-21
5,450.00,1:06.13,GER,9205058,1996,5,HOFMEISTER Ramona Theresia,5,45,World Cup Pamporovo (BUL),2024-01-21
6,400.00,1:06.31,SUI,9515082,1992,7,ZOGG Julie,6,40,World Cup Pamporovo (BUL),2024-01-21
7,360.00,1:06.46,ITA,9295145,1997,8,DALMASSO Lucia,7,36,World Cup Pamporovo (BUL),2024-01-21
8,320.00,1:07.52,SLO,1569955,1989,11,KOTNIK Gloria,8,32,World Cup Pamporovo (BUL),2024-01-21
9,290.00,1:06.25,ITA,9295154,2001,6,CORATTI Jasmin,9,29,World Cup Pamporovo (BUL),2024-01-21
10,260.00,1:06.85,CZE,9155072,2003,9,MADEROVA Zuzana,10,26,World Cup Pamporovo (BUL),2024-01-21
11,240.00,1:07.24,NED,9405023,1996,10,DEKKER Michelle,11,24,World Cup Pamporovo (BUL),2024-01-21
12,220.00,1:07.56,AUT,1004920,1973,12,RIEGLER Claudia,12,22,World Cup Pamporovo (BUL),2024-01-21
13,200.00,1:07.77,GER,9205056,1996,13,HOCHREITER Melanie,13,20,World Cup Pamporovo (BUL),2024-01-21
14,180.00,1:08.37,AUT,9055093,2001,14,KAINZ Carmen,14,18,World Cup Pamporovo (BUL),2024-01-21
15,160.00,1:08.55,KOR,9325017,1995,15,JEONG Haerim,15,16,World Cup Pamporovo (BUL),2024-01-21
16,150.00,1:09.03,ITA,9295158,2003,16,FAVA Elisa,16,15,World Cup Pamporovo (BUL),2024-01-21
17,140.00,1:10.17,AUT,9055100,2002,44,PICHELKASTNER Jessica,17,14,World Cup Pamporovo (BUL),2024-01-21
18,130.00,1:10.20,AUS,9045081,1997,38,BONGIORNO Millie,18,13,World Cup Pamporovo (BUL),2024-01-21
19,120.00,1:10.88,AUT,9055101,2002,40,WEIS Miriam,19,12,World Cup Pamporovo (BUL),2024-01-21
20,110.00,1:11.02,POL,9435104,2006,43,DAWIDEK Weronika,20,11,World Cup Pamporovo (BUL),2024-01-21
21,100.00,1:11.27,CAN,9105371,2000,37,BUCK Kaylie,21,10,World Cup Pamporovo (BUL),2024-01-21
22,90.00,1:11.30,UKR,1699945,1990,29,DANCHA Annamari,22,9,World Cup Pamporovo (BUL),2024-01-21
23,80.00,1:11.60,POL,9435070,1999,45,BUKOWSKA-CHYC Maria,23,8,World Cup Pamporovo (BUL),2024-01-21
24,70.00,1:14.06,BUL,1605641,1982,48,PENTCHEVA Teodora,24,7,World Cup Pamporovo (BUL),2024-01-21
25,60.00,1:14.20,ITA,9295200,2004,54,FACHIN Fabiana,25,6,World Cup Pamporovo (BUL),2024-01-21
26,50.00,1:24.07,UKR,9695036,2003,42,HAPATYN Nadiia,26,5,World Cup Pamporovo (BUL),2024-01-21
27,45.00,1:40.08,SUI,9515236,2007,36,VON SIEBENTHAL Xenia,27,4,World Cup Pamporovo (BUL),2024-01-21
28,40.00,"",ITA,9295132,1999,30,CAFFONT Elisa,28,3,World Cup Pamporovo (BUL),2024-01-21
29,36.00,"",SUI,9515154,1997,35,GASSER Larissa,29,2,World Cup Pamporovo (BUL),2024-01-21
30,"","",SUI,9515102,1993,26,JENNY Ladina,30,1,World Cup Pamporovo (BUL),2024-01-21
31,"","",SUI,9515212,2003,39,BAETSCHI Flurina Neva,31,"",World Cup Pamporovo (BUL),2024-01-21
32,"",37.72,JPN,9305265,1994,51,KOSHISAKA Ayana,32,"",World Cup Pamporovo (BUL),2024-01-21
