RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,50.00,GRE,1234963,1:06.37,1994,1,DOUMOS Ioannis,1,National Championships Vorras (GRE),2024-02-28
2,40.00,BUL,9090138,1:12.92,2002,6,KAMBOUROV Vladi,2,National Championships Vorras (GRE),2024-02-28
3,30.00,GRE,1336660,1:13.84,1982,2,ZARKADAS Anastassios,3,National Championships Vorras (GRE),2024-02-28
4,25.00,GRE,9230001,1:16.86,2005,3,KARAFYLLIAS Drosos,4,National Championships Vorras (GRE),2024-02-28
5,22.50,GRE,1234911,1:25.82,1982,10,PAVLOS Dimos,5,National Championships Vorras (GRE),2024-02-28
6,20.00,GRE,9230002,1:32.76,2006,9,ARVANITIDIS Theofilos,6,National Championships Vorras (GRE),2024-02-28
7,18.00,GRE,9230021,2:06.04,2002,7,ALMPANIDIS Georgios,7,National Championships Vorras (GRE),2024-02-28
8,"",GRE,9230028,"",1988,14,KALANTZIS Efstathios,"",National Championships Vorras (GRE),2024-02-28
9,"",GRE,9230014,"",2008,13,ATHANASIOU Dimitrios,"",National Championships Vorras (GRE),2024-02-28
10,"",GRE,9230004,"",2004,8,VASILEIADIS Antonios,"",National Championships Vorras (GRE),2024-02-28
11,"",GRE,9230012,"",2007,4,GIOVANOPOULOS Dimitrios,"",National Championships Vorras (GRE),2024-02-28
12,"",GRE,9230025,"",2006,12,TSIRIDIS Dimitrios,"",National Championships Vorras (GRE),2024-02-28
