RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Event Name,Date
33,5.76,31.46,POL,9435099,2004,38,STOKLOSA Natalia,33,FIS Junior World Championships Lachtal (AUT),2024-03-22
34,5.28,31.77,KOR,9325082,2006,54,JUNG Seo-Yeong,34,FIS Junior World Championships Lachtal (AUT),2024-03-22
35,4.80,31.91,AUT,9055112,2004,52,NEUMANN Lisa,35,FIS Junior World Championships Lachtal (AUT),2024-03-22
36,4.73,32.00,ITA,9295224,2006,51,MAMMONE Anna Victoria,36,FIS Junior World Championships Lachtal (AUT),2024-03-22
37,4.66,32.25,UKR,9695053,2008,43,HORDIICHUK Iryna,37,FIS Junior World Championships Lachtal (AUT),2024-03-22
38,4.58,32.30,CZE,9155117,2007,50,JECHOVA Linda,38,FIS Junior World Championships Lachtal (AUT),2024-03-22
39,"",32.84,AUS,9045159,2004,56,BROSE Georgia,39,FIS Junior World Championships Lachtal (AUT),2024-03-22
40,"",33.37,USA,9535684,2006,49,KIZUKA Akina,40,FIS Junior World Championships Lachtal (AUT),2024-03-22
41,"",33.92,CAN,9105491,2004,39,BETTEZ Anne-Laurie,41,FIS Junior World Championships Lachtal (AUT),2024-03-22
42,"",35.53,KOR,9325092,2007,57,CHO Sumin,42,FIS Junior World Championships Lachtal (AUT),2024-03-22
1,240.00,57.49,CAN,9105518,2005,1,MOISAN Aurelie,1,FIS Junior World Championships Lachtal (AUT),2024-03-22
2,192.00,59.36,POL,9435104,2006,6,DAWIDEK Weronika,2,FIS Junior World Championships Lachtal (AUT),2024-03-22
3,144.00,58.34,SUI,9515236,2007,2,VON SIEBENTHAL Xenia,3,FIS Junior World Championships Lachtal (AUT),2024-03-22
4,120.00,1:00.07,AUT,9055118,2006,13,GAMS Marie,4,FIS Junior World Championships Lachtal (AUT),2024-03-22
5,108.00,58.95,UKR,9695046,2005,3,PAVLIUK Eleonora,5,FIS Junior World Championships Lachtal (AUT),2024-03-22
6,96.00,59.67,ITA,9295234,2008,8,CARNEVALI Giorgia,6,FIS Junior World Championships Lachtal (AUT),2024-03-22
7,86.40,59.78,GER,9205097,2005,10,TANIGUCHI Yuna,7,FIS Junior World Championships Lachtal (AUT),2024-03-22
8,76.80,1:00.06,GER,9205103,2006,12,SCHEID Mathilda,8,FIS Junior World Championships Lachtal (AUT),2024-03-22
9,69.60,59.32,JPN,9305476,2005,4,MAEDA Suzumi,9,FIS Junior World Championships Lachtal (AUT),2024-03-22
10,62.40,59.34,SUI,9515213,2004,5,BAETSCHI Laila Ursina,10,FIS Junior World Championships Lachtal (AUT),2024-03-22
11,57.60,59.45,GER,9205104,2006,7,JANSING Salome,11,FIS Junior World Championships Lachtal (AUT),2024-03-22
12,52.80,59.69,JPN,9305461,2004,9,OSHIMA Hinano,12,FIS Junior World Championships Lachtal (AUT),2024-03-22
13,48.00,59.89,CZE,9155107,2005,11,KECLIKOVA Adela,13,FIS Junior World Championships Lachtal (AUT),2024-03-22
14,43.20,1:00.09,ITA,9295200,2004,14,FACHIN Fabiana,14,FIS Junior World Championships Lachtal (AUT),2024-03-22
15,38.40,1:00.10,ITA,9295211,2005,15,RABANSER Sophie,15,FIS Junior World Championships Lachtal (AUT),2024-03-22
16,36.00,1:00.28,GER,9205100,2005,16,BUCCIONI Aurelia,16,FIS Junior World Championships Lachtal (AUT),2024-03-22
17,33.60,1:00.45,GER,9205105,2006,23,GUNKEL Hannah,17,FIS Junior World Championships Lachtal (AUT),2024-03-22
18,31.20,1:00.68,USA,9535668,2006,19,DOMINO Grace,18,FIS Junior World Championships Lachtal (AUT),2024-03-22
19,28.80,1:01.06,CZE,9155137,2007,46,OTIPKOVA Hana,19,FIS Junior World Championships Lachtal (AUT),2024-03-22
20,26.40,1:01.09,JPN,9305474,2005,37,JIGE Ayane,20,FIS Junior World Championships Lachtal (AUT),2024-03-22
21,24.00,1:01.23,BUL,9095070,2006,55,KOTSINOVA Andrea,21,FIS Junior World Championships Lachtal (AUT),2024-03-22
22,21.60,1:01.52,GER,9205112,2008,18,JANSING Zoe,22,FIS Junior World Championships Lachtal (AUT),2024-03-22
23,19.20,1:01.53,POL,9435098,2004,42,PIWOWARCZYK Natasza,23,FIS Junior World Championships Lachtal (AUT),2024-03-22
24,16.80,1:01.62,AUT,9055128,2008,53,DABRINGER Franziska,24,FIS Junior World Championships Lachtal (AUT),2024-03-22
25,14.40,1:01.92,POL,9435094,2004,31,KACICZAK Olga,25,FIS Junior World Championships Lachtal (AUT),2024-03-22
26,12.00,1:01.98,CZE,9155098,2004,48,ZVIRECI Jana,26,FIS Junior World Championships Lachtal (AUT),2024-03-22
27,10.80,1:01.99,POL,9435097,2004,40,POLTORAK Karolina,27,FIS Junior World Championships Lachtal (AUT),2024-03-22
28,9.60,1:02.25,BUL,9095077,2008,58,GEORGIEVA Aglika,28,FIS Junior World Championships Lachtal (AUT),2024-03-22
29,8.64,1:02.47,CZE,9155116,2006,34,MARESOVA Emma Maya,29,FIS Junior World Championships Lachtal (AUT),2024-03-22
30,7.68,1:02.79,CAN,9105568,2007,45,SWEENEY Rowan,30,FIS Junior World Championships Lachtal (AUT),2024-03-22
31,6.72,1:03.32,CZE,9155110,2006,35,BIEGELOVA Sofie,31,FIS Junior World Championships Lachtal (AUT),2024-03-22
32,6.24,1:06.29,POL,9435100,2005,36,ZAPALA Sonia,32,FIS Junior World Championships Lachtal (AUT),2024-03-22
