RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,290.00,SLO,1659088,1:07.17,1984,19,KOSIR Zan,1,National Championships Krvavec (SLO),2024-03-30
2,232.00,SLO,7560012,1:12.01,1986,25,MARGUC Rok,2,National Championships Krvavec (SLO),2024-03-30
3,174.00,CZE,9150345,1:16.20,2008,12,MARES Filip,3,National Championships Krvavec (SLO),2024-03-30
4,145.00,SLO,7560001,1:17.58,1977,29,SUSTERSIC Izidor,4,National Championships Krvavec (SLO),2024-03-30
5,130.50,POL,9430208,1:19.89,2006,24,KULPINSKI Anatol,5,National Championships Krvavec (SLO),2024-03-30
6,116.00,KOR,9320267,1:20.30,2008,26,LEE Hyunseok,6,National Championships Krvavec (SLO),2024-03-30
7,104.40,KOR,9320246,1:22.45,2006,13,KIM Sangyun,7,National Championships Krvavec (SLO),2024-03-30
8,92.80,POL,9430206,1:24.64,2006,11,KACICZAK Bartlomiej,8,National Championships Krvavec (SLO),2024-03-30
9,84.10,KOR,9320255,1:24.90,2007,15,KIM Minseong,9,National Championships Krvavec (SLO),2024-03-30
10,75.40,FRA,9190630,1:25.81,1973,17,ABADIE William,10,National Championships Krvavec (SLO),2024-03-30
11,69.60,SLO,9560224,1:27.67,1991,28,OBLAK Gasper,11,National Championships Krvavec (SLO),2024-03-30
12,63.80,KOR,9320263,1:30.33,2008,23,CHOI Jiho,12,National Championships Krvavec (SLO),2024-03-30
13,58.00,KOR,9320240,1:30.55,2006,22,KIM Ji Eon,13,National Championships Krvavec (SLO),2024-03-30
14,52.20,SLO,9560053,1:32.24,1991,20,MASTNAK Tim,14,National Championships Krvavec (SLO),2024-03-30
15,46.40,SLO,9560032,1:32.51,1989,30,STEGOVEC Peter,15,National Championships Krvavec (SLO),2024-03-30
16,43.50,SLO,1654238,1:34.15,1984,27,DEMSAR Jernej,16,National Championships Krvavec (SLO),2024-03-30
17,40.60,KOR,9320237,1:34.58,2006,18,PARK Jaemin,17,National Championships Krvavec (SLO),2024-03-30
18,"",CZE,9150015,1:42.12,1984,14,RYS Michal,18,National Championships Krvavec (SLO),2024-03-30
19,"",KOR,9320217,"",2004,16,KIL Geon Ho,"",National Championships Krvavec (SLO),2024-03-30
