RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
1,240.00,1:05.60,ITA,9295200,2004,132,FACHIN Fabiana,1,100,European Cup Lenzerheide (SUI),2024-03-10
2,192.00,1:02.92,UKR,9695036,2003,122,HAPATYN Nadiia,2,80,European Cup Lenzerheide (SUI),2024-03-10
3,144.00,1:04.43,AUT,9055093,2001,121,KAINZ Carmen,3,60,European Cup Lenzerheide (SUI),2024-03-10
4,120.00,1:06.22,UKR,9695046,2005,118,PAVLIUK Eleonora,4,50,European Cup Lenzerheide (SUI),2024-03-10
5,108.00,1:03.15,AUT,9055107,2003,120,SCHOEFFMANN Pia,5,45,European Cup Lenzerheide (SUI),2024-03-10
6,96.00,1:03.65,POL,9435104,2006,128,DAWIDEK Weronika,6,40,European Cup Lenzerheide (SUI),2024-03-10
7,86.40,1:03.98,SUI,9515213,2004,127,BAETSCHI Laila Ursina,7,36,European Cup Lenzerheide (SUI),2024-03-10
8,76.80,1:06.61,UKR,9695023,2001,126,BODNARUK Vita,8,32,European Cup Lenzerheide (SUI),2024-03-10
9,69.60,1:01.89,SUI,9515212,2003,119,BAETSCHI Flurina Neva,9,29,European Cup Lenzerheide (SUI),2024-03-10
10,62.40,1:02.54,SUI,9515236,2007,124,VON SIEBENTHAL Xenia,10,26,European Cup Lenzerheide (SUI),2024-03-10
11,57.60,1:02.98,AUT,9055100,2002,117,PICHELKASTNER Jessica,11,24,European Cup Lenzerheide (SUI),2024-03-10
12,52.80,1:04.16,ITA,9295182,2003,131,VALLE Sofia,12,22,European Cup Lenzerheide (SUI),2024-03-10
13,48.00,1:05.20,AUT,9055101,2002,123,WEIS Miriam,13,20,European Cup Lenzerheide (SUI),2024-03-10
14,43.20,1:05.52,SUI,9515196,2002,125,HAUSER Ricarda,14,18,European Cup Lenzerheide (SUI),2024-03-10
15,38.40,1:05.59,GER,9205104,2006,130,JANSING Salome,15,16,European Cup Lenzerheide (SUI),2024-03-10
16,36.00,1:06.17,CZE,9155107,2005,129,KECLIKOVA Adela,16,15,European Cup Lenzerheide (SUI),2024-03-10
17,33.60,1:07.33,SUI,9515198,2002,134,KLEESATTEL Eliane,17,14,European Cup Lenzerheide (SUI),2024-03-10
18,31.20,1:09.21,GER,9205097,2005,138,TANIGUCHI Yuna,18,13,European Cup Lenzerheide (SUI),2024-03-10
19,28.80,1:09.95,UKR,9695053,2008,137,HORDIICHUK Iryna,19,12,European Cup Lenzerheide (SUI),2024-03-10
20,26.40,1:10.72,UKR,1699984,1997,135,MALOVANNA Oleksandra,20,11,European Cup Lenzerheide (SUI),2024-03-10
21,24.00,1:18.84,JPN,9305291,1996,136,TOYODA Asa,21,10,European Cup Lenzerheide (SUI),2024-03-10
22,21.60,1:20.90,GER,9205112,2008,133,JANSING Zoe,22,9,European Cup Lenzerheide (SUI),2024-03-10
23,"",1:22.87,SUI,9515251,2008,140,DE FILIPPO Giada,23,8,European Cup Lenzerheide (SUI),2024-03-10
24,"",48.84,KOR,9325092,2007,139,CHO Sumin,24,7,European Cup Lenzerheide (SUI),2024-03-10
