RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
1,160.00,46.50,CAN,9100570,1996,155,LEFEBVRE Jules,1,100,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
2,128.00,46.52,USA,9531573,2006,153,OVERSTAKE Walker,2,80,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
3,96.00,47.03,CAN,9101355,2005,157,FREEMAN Luis,3,60,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
4,80.00,47.28,CAN,9100939,2000,160,NAZWASKI Michael,4,50,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
5,72.00,46.14,JPN,9301035,2004,159,SUGIMOTO Shikoh,5,45,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
6,64.00,46.67,USA,9530791,1994,154,ROSENCRANZ Ryan,6,40,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
7,57.60,46.85,CAN,9101030,2001,145,CARPENTIER Justin,7,36,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
8,51.20,50.10,USA,9531571,2004,149,PIERCE Nicholas,8,32,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
9,46.40,46.15,USA,9531730,2006,156,CARR Taggert,9,29,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
10,41.60,47.96,USA,9531136,1990,165,BURNS Robert,10,26,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
11,38.40,48.02,USA,7537128,1987,148,MACCUTCHEON Steven,11,24,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
12,35.20,48.05,USA,9531727,2006,152,SMITH Michael,12,22,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
13,32.00,48.25,USA,9531069,1997,146,UDOLF Dylan,13,20,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
14,28.80,48.31,JPN,9301078,2006,150,YAMADA Rion,14,18,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
15,25.60,49.88,GBR,9220173,2006,161,CARPENTER Samuel,15,16,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
16,24.00,53.75,USA,9531068,1972,158,MCEWAN Everett,16,15,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
17,22.40,56.39,IND,1624962,1997,162,AHMAD LONE Zubair,17,14,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
18,20.80,1:01.51,FRA,9190630,1973,166,ABADIE William,18,13,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
19,19.20,1:01.62,USA,9531835,2007,163,DEVITO Nathan,19,12,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
20,17.60,1:02.13,USA,9532016,1977,168,LOCKWOOD Bill,20,11,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
21,16.00,1:03.11,USA,9531967,2008,167,DIBELER Zachary,21,10,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
22,"",1:06.26,AUT,9050328,1995,172,HAMMERL Julian,22,9,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
23,"",1:15.24,USA,9531945,2008,170,DEVITO Landon,23,8,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
24,"","",USA,9531694,1988,169,LUECK Michael,"","",Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
25,"","",USA,9531492,2003,164,MCALLISTER Owen,"","",Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
26,"","",USA,9531459,1998,151,ELLISON Andrew,"","",Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
27,"","",CAN,9105291,1997,147,GAUDET Emile,"","",Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
28,"","",DEN,1020343,1966,173,KILDEVAELD ROGLER Michael,"","",Nor-Am Cup Afton Alps Ski Area (USA),2024-01-04
