RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,70.00,ROU,1653462,1:22.64,1976,16,MORTILA ZAHARESCU Toma-Andrei,1,FIS Kopaonik (SRB),2024-03-20
2,56.00,MKD,1568975,1:27.60,1979,12,KACARSKI Aleksandar,2,FIS Kopaonik (SRB),2024-03-20
3,42.00,IND,1624963,1:31.68,1997,18,KHAN Mehraj Ud Din,3,FIS Kopaonik (SRB),2024-03-20
4,35.00,GRE,1234963,1:36.24,1994,13,DOUMOS Ioannis,4,FIS Kopaonik (SRB),2024-03-20
5,31.50,ROU,1653656,1:38.17,1973,15,TEODORESCU Adrian,5,FIS Kopaonik (SRB),2024-03-20
6,28.00,GRE,9230001,1:42.39,2005,14,KARAFYLLIAS Drosos,6,FIS Kopaonik (SRB),2024-03-20
7,25.20,SRB,9310055,1:47.61,1981,11,MIJATOVIC Milan,7,FIS Kopaonik (SRB),2024-03-20
8,22.40,SRB,9310054,2:17.27,2008,19,GUKIC Janko,8,FIS Kopaonik (SRB),2024-03-20
9,20.30,SRB,9310061,2:39.12,2007,21,BORIC Luka,9,FIS Kopaonik (SRB),2024-03-20
10,"",SRB,9310060,"",2004,20,MILOVANOVIC David,"",FIS Kopaonik (SRB),2024-03-20
