RowID,Nation,FIS code,Year,Time,Bib,Athlete,Rank,Event Name,Date
33,CAN,9100940,2000,34.60,52,BEHAN Jamie,33,Qualification Winterberg (GER),2024-03-09
34,SUI,9510417,2000,34.69,45,CASANOVA Gian,34,Qualification Winterberg (GER),2024-03-09
35,CZE,9150168,1999,36.76,55,POCINEK Adam,35,Qualification Winterberg (GER),2024-03-09
36,GER,9200145,2000,37.19,51,ANGENEND Yannik,36,Qualification Winterberg (GER),2024-03-09
37,JPN,7300127,1986,"",41,SHIBA Masaki,"",Qualification Winterberg (GER),2024-03-09
38,CAN,9101030,2001,"",54,CARPENTIER Justin,"",Qualification Winterberg (GER),2024-03-09
39,AUT,9050297,2003,"",46,KARNER Christoph,"",Qualification Winterberg (GER),2024-03-09
1,KOR,9320091,1995,1:05.94,32,LEE Sangho,1,Qualification Winterberg (GER),2024-03-09
2,USA,9531244,2000,1:06.31,21,WINTERS Cody,2,Qualification Winterberg (GER),2024-03-09
3,ITA,9290200,1994,1:06.32,18,BORMOLINI Maurizio,3,Qualification Winterberg (GER),2024-03-09
4,AUT,9050217,1996,1:06.37,17,OBMANN Fabian,4,Qualification Winterberg (GER),2024-03-09
5,ITA,9290107,1991,1:06.50,26,CORATTI Edwin,5,Qualification Winterberg (GER),2024-03-09
6,GER,9200128,1999,1:06.53,47,HUBER Elias,6,Qualification Winterberg (GER),2024-03-09
7,AUT,1093190,1980,1:06.58,27,PROMMEGGER Andreas,7,Qualification Winterberg (GER),2024-03-09
8,AUT,9050042,1989,1:06.65,20,PAYER Alexander,8,Qualification Winterberg (GER),2024-03-09
9,ITA,1163127,1980,1:06.69,34,FISCHNALLER Roland,9,Qualification Winterberg (GER),2024-03-09
10,AUT,9050279,2001,1:06.81,35,BURGSTALLER Dominik,10,Qualification Winterberg (GER),2024-03-09
11,AUT,9050238,1997,1:06.82,31,AUNER Arvid,11,Qualification Winterberg (GER),2024-03-09
12,POL,9430120,1996,1:06.86,36,KWIATKOWSKI Oskar,12,Qualification Winterberg (GER),2024-03-09
13,SLO,7560012,1986,1:06.93,39,MARGUC Rok,13,Qualification Winterberg (GER),2024-03-09
14,ITA,9290151,1992,1:06.97,37,FELICETTI Mirko,14,Qualification Winterberg (GER),2024-03-09
15,SLO,1659088,1984,1:07.03,30,KOSIR Zan,15,Qualification Winterberg (GER),2024-03-09
16,ITA,7538766,1986,1:07.04,22,MARCH Aaron,16,Qualification Winterberg (GER),2024-03-09
17,AUT,1054984,1985,1:07.08,25,KARL Benjamin,17,Qualification Winterberg (GER),2024-03-09
18,CAN,9100945,2000,1:07.18,29,GAUDET Arnaud,18,Qualification Winterberg (GER),2024-03-09
19,ITA,9290227,1995,1:07.20,24,BAGOZZA Daniele,19,Qualification Winterberg (GER),2024-03-09
20,BUL,1094969,1990,1:07.28,28,YANKOV Radoslav,20,Qualification Winterberg (GER),2024-03-09
21,GER,9200092,1993,1:07.31,19,BAUMEISTER Stefan,21,Qualification Winterberg (GER),2024-03-09
22,AUT,9050272,2001,1:07.32,40,PINK Matthaeus,22,Qualification Winterberg (GER),2024-03-09
23,SLO,9560053,1991,1:07.32,33,MASTNAK Tim,22,Qualification Winterberg (GER),2024-03-09
24,CAN,9101129,2002,1:07.74,38,HELDMAN Ben,24,Qualification Winterberg (GER),2024-03-09
25,SUI,9510316,1995,1:08.17,23,CAVIEZEL Dario,25,Qualification Winterberg (GER),2024-03-09
26,GER,9200158,2001,1:08.28,49,PRANTL Ole-Mikkel,26,Qualification Winterberg (GER),2024-03-09
27,KOR,9320014,1989,1:08.31,44,KIM Sangkyum,27,Qualification Winterberg (GER),2024-03-09
28,POL,9430124,1996,1:08.39,48,NOWACZYK Michal,28,Qualification Winterberg (GER),2024-03-09
29,AUT,9050196,1995,1:08.50,43,JURITZ Aron,29,Qualification Winterberg (GER),2024-03-09
30,CAN,9100570,1996,1:09.16,50,LEFEBVRE Jules,30,Qualification Winterberg (GER),2024-03-09
31,CAN,9100939,2000,1:09.17,53,NAZWASKI Michael,31,Qualification Winterberg (GER),2024-03-09
32,AUT,9050029,1988,"",42,KISLINGER Sebastian,32,Qualification Winterberg (GER),2024-03-09
