RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,110.00,GER,9205105,1:08.40,2006,29,GUNKEL Hannah,1,FIS Senales - Schnals (ITA),2024-03-10
2,88.00,ITA,9295234,1:09.75,2008,24,CARNEVALI Giorgia,2,FIS Senales - Schnals (ITA),2024-03-10
3,66.00,GER,9205100,1:06.81,2005,31,BUCCIONI Aurelia,3,FIS Senales - Schnals (ITA),2024-03-10
4,55.00,GER,9205103,1:05.95,2006,26,SCHEID Mathilda,4,FIS Senales - Schnals (ITA),2024-03-10
5,49.50,AUT,9055128,1:08.64,2008,19,DABRINGER Franziska,5,FIS Senales - Schnals (ITA),2024-03-10
6,44.00,GER,9205106,1:11.12,2007,28,REICHELMEIR Ina,6,FIS Senales - Schnals (ITA),2024-03-10
7,39.60,AUT,9055118,1:11.50,2006,32,GAMS Marie,7,FIS Senales - Schnals (ITA),2024-03-10
8,35.20,CZE,9155116,1:11.81,2006,25,MARESOVA Emma Maya,8,FIS Senales - Schnals (ITA),2024-03-10
9,31.90,ITA,9295178,1:13.61,2003,21,BOSSA Rachele,9,FIS Senales - Schnals (ITA),2024-03-10
10,28.60,ITA,9295224,1:13.86,2006,22,MAMMONE Anna Victoria,10,FIS Senales - Schnals (ITA),2024-03-10
11,26.40,CZE,9155149,1:14.85,2008,23,KOZELSKA Ivana,11,FIS Senales - Schnals (ITA),2024-03-10
12,24.20,ITA,9295208,1:18.25,2005,34,ZIMMERHOFER Marlis,12,FIS Senales - Schnals (ITA),2024-03-10
13,22.00,CZE,9155110,1:18.91,2006,17,BIEGELOVA Sofie,13,FIS Senales - Schnals (ITA),2024-03-10
14,19.80,AUT,9055126,1:19.36,2008,33,ARZBERGER Valentina,14,FIS Senales - Schnals (ITA),2024-03-10
15,17.60,ITA,9295228,1:20.27,2005,27,LAMBER Viktoria,15,FIS Senales - Schnals (ITA),2024-03-10
16,16.50,ITA,9295238,1:20.41,2007,20,FEDERSPIELER Sofia,16,FIS Senales - Schnals (ITA),2024-03-10
17,15.40,ITA,9295240,1:21.84,2008,38,DORFMANN Emma,17,FIS Senales - Schnals (ITA),2024-03-10
18,14.30,ITA,9295245,1:22.25,2008,39,IRSARA Bettina,18,FIS Senales - Schnals (ITA),2024-03-10
19,13.20,FIN,9185017,1:22.33,1989,40,HANHIKOSKI Cecilia,19,FIS Senales - Schnals (ITA),2024-03-10
20,12.10,CZE,9155148,1:22.36,2008,36,KOZELSKA Adela,20,FIS Senales - Schnals (ITA),2024-03-10
21,11.00,GER,9205107,1:22.80,2007,37,VOJTASEKOVA Simona,21,FIS Senales - Schnals (ITA),2024-03-10
22,9.90,ITA,9295202,1:32.55,2004,35,OCHNER Anna,22,FIS Senales - Schnals (ITA),2024-03-10
23,"",ITA,9295211,32.18,2005,18,RABANSER Sophie,23,FIS Senales - Schnals (ITA),2024-03-10
24,"",CZE,9155137,35.81,2007,30,OTIPKOVA Hana,24,FIS Senales - Schnals (ITA),2024-03-10
