RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Rank,Athlete,Cup Points,Event Name,Date
1,360.00,1:08.62,AUT,1054984,1985,128,1,KARL Benjamin,100,European Cup St. Moritz (SUI),2024-03-16
2,288.00,1:09.13,ITA,9290200,1994,121,2,BORMOLINI Maurizio,80,European Cup St. Moritz (SUI),2024-03-16
3,216.00,1:09.70,KOR,9320091,1995,141,3,LEE Sangho,60,European Cup St. Moritz (SUI),2024-03-16
4,180.00,1:10.38,CAN,9100945,2000,135,4,GAUDET Arnaud,50,European Cup St. Moritz (SUI),2024-03-16
5,162.00,1:09.40,SUI,9510316,1995,134,5,CAVIEZEL Dario,45,European Cup St. Moritz (SUI),2024-03-16
6,144.00,1:10.13,GER,9200128,1999,140,6,HUBER Elias,40,European Cup St. Moritz (SUI),2024-03-16
7,129.60,1:10.16,AUT,9050217,1996,132,7,OBMANN Fabian,36,European Cup St. Moritz (SUI),2024-03-16
8,115.20,1:10.44,ITA,1163127,1980,117,8,FISCHNALLER Roland,32,European Cup St. Moritz (SUI),2024-03-16
9,104.40,1:09.48,AUT,1093190,1980,122,9,PROMMEGGER Andreas,29,European Cup St. Moritz (SUI),2024-03-16
10,93.60,1:09.50,AUT,9050042,1989,133,10,PAYER Alexander,26,European Cup St. Moritz (SUI),2024-03-16
11,86.40,1:09.99,JPN,7300127,1986,153,11,SHIBA Masaki,24,European Cup St. Moritz (SUI),2024-03-16
12,79.20,1:10.15,SLO,9560053,1991,142,12,MASTNAK Tim,22,European Cup St. Moritz (SUI),2024-03-16
13,72.00,1:10.36,BUL,1094969,1990,147,13,YANKOV Radoslav,20,European Cup St. Moritz (SUI),2024-03-16
14,64.80,1:10.58,POL,9430120,1996,124,14,KWIATKOWSKI Oskar,18,European Cup St. Moritz (SUI),2024-03-16
15,57.60,1:10.69,BUL,9090160,2005,158,15,ZAMFIROV Tervel,16,European Cup St. Moritz (SUI),2024-03-16
16,57.60,1:10.69,SUI,9510417,2000,154,15,CASANOVA Gian,16,European Cup St. Moritz (SUI),2024-03-16
17,50.40,1:10.73,POL,9430124,1996,159,17,NOWACZYK Michal,14,European Cup St. Moritz (SUI),2024-03-16
18,46.80,1:10.80,ITA,9290227,1995,131,18,BAGOZZA Daniele,13,European Cup St. Moritz (SUI),2024-03-16
19,43.20,1:10.88,GER,9200092,1993,145,19,BAUMEISTER Stefan,12,European Cup St. Moritz (SUI),2024-03-16
20,39.60,1:11.00,ITA,7538766,1986,144,20,MARCH Aaron,11,European Cup St. Moritz (SUI),2024-03-16
21,36.00,1:11.15,SLO,1659088,1984,148,21,KOSIR Zan,10,European Cup St. Moritz (SUI),2024-03-16
22,32.40,1:11.20,GER,9200158,2001,126,22,PRANTL Ole-Mikkel,9,European Cup St. Moritz (SUI),2024-03-16
23,28.80,1:11.23,ITA,9290107,1991,139,23,CORATTI Edwin,8,European Cup St. Moritz (SUI),2024-03-16
24,25.20,1:11.46,AUT,9050279,2001,150,24,BURGSTALLER Dominik,7,European Cup St. Moritz (SUI),2024-03-16
25,21.60,1:11.49,SLO,7560012,1986,151,25,MARGUC Rok,6,European Cup St. Moritz (SUI),2024-03-16
26,18.00,1:11.69,AUT,9050238,1997,118,26,AUNER Arvid,5,European Cup St. Moritz (SUI),2024-03-16
27,16.20,1:11.72,AUT,9050272,2001,155,27,PINK Matthaeus,4,European Cup St. Moritz (SUI),2024-03-16
28,14.40,1:12.08,UKR,9690121,1999,123,28,KHARUK Mykhailo,3,European Cup St. Moritz (SUI),2024-03-16
29,12.96,1:12.33,GER,9200176,2002,143,29,TANIGUCHI Kaijo,2,European Cup St. Moritz (SUI),2024-03-16
30,11.52,1:12.34,BUL,9090159,2004,165,30,GEORGIEV Kristian,1,European Cup St. Moritz (SUI),2024-03-16
31,10.08,1:12.74,AUT,9050297,2003,156,31,KARNER Christoph,"",European Cup St. Moritz (SUI),2024-03-16
32,9.36,35.19,CAN,9101129,2002,146,32,HELDMAN Ben,"",European Cup St. Moritz (SUI),2024-03-16
33,8.64,36.38,BUL,9090161,2005,138,33,GERGYOVSKI Petar,"",European Cup St. Moritz (SUI),2024-03-16
34,7.92,36.40,CAN,9100940,2000,149,34,BEHAN Jamie,"",European Cup St. Moritz (SUI),2024-03-16
35,7.20,36.58,LAT,9550007,1983,178,35,KORDE Edijs,"",European Cup St. Moritz (SUI),2024-03-16
36,7.09,36.69,BUL,9090158,2004,160,36,KRASHNIAK Alexander,"",European Cup St. Moritz (SUI),2024-03-16
37,6.98,36.87,ITA,9290464,2005,129,37,ZIMMERHOFER Elias,"",European Cup St. Moritz (SUI),2024-03-16
38,6.88,37.03,CAN,9100939,2000,161,38,NAZWASKI Michael,"",European Cup St. Moritz (SUI),2024-03-16
39,6.77,37.05,KOR,9320014,1989,152,39,KIM Sangkyum,"",European Cup St. Moritz (SUI),2024-03-16
40,6.66,37.37,KOR,9320197,2002,120,40,MA Junho,"",European Cup St. Moritz (SUI),2024-03-16
41,6.55,37.40,ITA,9290463,2005,130,41,SANTUARI Mike,"",European Cup St. Moritz (SUI),2024-03-16
42,6.44,37.74,CAN,9101366,2006,175,42,HELDMAN Matthew,"",European Cup St. Moritz (SUI),2024-03-16
43,6.34,37.75,GER,9200191,2003,136,43,KUEHNHAUSER Max,"",European Cup St. Moritz (SUI),2024-03-16
44,6.23,37.76,POL,9430169,1999,169,44,RUTKOWSKI Mikolaj,"",European Cup St. Moritz (SUI),2024-03-16
45,6.12,38.05,ITA,9290395,2002,125,45,LANTSCHNER Fabian,"",European Cup St. Moritz (SUI),2024-03-16
46,6.01,38.18,GBR,9220173,2006,172,46,CARPENTER Samuel,"",European Cup St. Moritz (SUI),2024-03-16
47,5.90,38.57,USA,9531571,2004,171,47,PIERCE Nicholas,"",European Cup St. Moritz (SUI),2024-03-16
48,5.80,39.64,FIN,1656954,1983,186,48,PORKKALA Tuomas,"",European Cup St. Moritz (SUI),2024-03-16
49,5.69,40.14,ITA,9290151,1992,137,49,FELICETTI Mirko,"",European Cup St. Moritz (SUI),2024-03-16
50,5.58,40.22,USA,9530046,1988,174,50,BOTERO Emilio,"",European Cup St. Moritz (SUI),2024-03-16
51,5.47,40.35,UKR,9690132,1993,173,51,HACHAK Stanislav,"",European Cup St. Moritz (SUI),2024-03-16
52,5.36,41.47,CZE,9150395,2008,182,52,MICHAL Tomas,"",European Cup St. Moritz (SUI),2024-03-16
53,5.26,41.73,POL,9430012,1987,163,53,GASIENICA-DANIEL Andrzej,"",European Cup St. Moritz (SUI),2024-03-16
54,5.15,41.83,SUI,9510518,2005,181,54,KATHRINER Arne,"",European Cup St. Moritz (SUI),2024-03-16
55,5.04,42.60,USA,9531573,2006,166,55,OVERSTAKE Walker,"",European Cup St. Moritz (SUI),2024-03-16
56,"",42.70,POL,9430173,1989,180,56,PIEKAJ Lukasz,"",European Cup St. Moritz (SUI),2024-03-16
57,"",44.95,FRA,9190630,1973,176,57,ABADIE William,"",European Cup St. Moritz (SUI),2024-03-16
58,"",46.66,FRA,9190583,1972,183,58,BRUN Jean Christophe,"",European Cup St. Moritz (SUI),2024-03-16
59,"",46.80,SUI,9510555,2007,179,59,MOSCA Nuri,"",European Cup St. Moritz (SUI),2024-03-16
60,"",46.86,SUI,9510576,2008,187,60,BACCHI Gino,"",European Cup St. Moritz (SUI),2024-03-16
61,"",49.12,SUI,9510574,2008,184,61,SCHIBLI Alec,"",European Cup St. Moritz (SUI),2024-03-16
62,"","",SUI,9510546,2006,177,"",MEISSER Nicola,"",European Cup St. Moritz (SUI),2024-03-16
63,"","",USA,9531727,2006,170,"",SMITH Michael,"",European Cup St. Moritz (SUI),2024-03-16
64,"","",CZE,9150168,1999,168,"",POCINEK Adam,"",European Cup St. Moritz (SUI),2024-03-16
65,"","",CAN,9101355,2005,167,"",FREEMAN Luis,"",European Cup St. Moritz (SUI),2024-03-16
66,"","",USA,9530791,1994,164,"",ROSENCRANZ Ryan,"",European Cup St. Moritz (SUI),2024-03-16
67,"","",CAN,9101030,2001,162,"",CARPENTIER Justin,"",European Cup St. Moritz (SUI),2024-03-16
68,"","",CAN,9100570,1996,157,"",LEFEBVRE Jules,"",European Cup St. Moritz (SUI),2024-03-16
69,"","",GER,9200145,2000,119,"",ANGENEND Yannik,"",European Cup St. Moritz (SUI),2024-03-16
