RowID,FIS Points,Nation,FIS code,Year,Bib,Athlete,Rank,Event Name,Date
33,"",CAN,9100748,1998,143,KILMER-CHOI Richard Riley,"","National Championships Copper Mountain, CO (USA)",2024-04-01
34,"",CAN,9100570,1996,138,LEFEBVRE Jules,"","National Championships Copper Mountain, CO (USA)",2024-04-01
1,260.00,CAN,9100945,2000,130,GAUDET Arnaud,1,"National Championships Copper Mountain, CO (USA)",2024-04-01
2,208.00,USA,9531573,2006,149,OVERSTAKE Walker,2,"National Championships Copper Mountain, CO (USA)",2024-04-01
3,156.00,KOR,9320197,2002,172,MA Junho,3,"National Championships Copper Mountain, CO (USA)",2024-04-01
4,130.00,USA,9531136,1990,194,BURNS Robert,4,"National Championships Copper Mountain, CO (USA)",2024-04-01
5,117.00,CAN,9100939,2000,151,NAZWASKI Michael,5,"National Championships Copper Mountain, CO (USA)",2024-04-01
6,104.00,USA,9531730,2006,187,CARR Taggert,6,"National Championships Copper Mountain, CO (USA)",2024-04-01
7,93.60,CAN,9101030,2001,147,CARPENTIER Justin,7,"National Championships Copper Mountain, CO (USA)",2024-04-01
8,83.20,CAN,9101490,2008,183,HUNE Luke,8,"National Championships Copper Mountain, CO (USA)",2024-04-01
9,75.40,USA,9530791,1994,170,ROSENCRANZ Ryan,9,"National Championships Copper Mountain, CO (USA)",2024-04-01
10,67.60,GBR,9220173,2006,174,CARPENTER Samuel,10,"National Championships Copper Mountain, CO (USA)",2024-04-01
11,62.40,JPN,9301035,2004,185,SUGIMOTO Shikoh,11,"National Championships Copper Mountain, CO (USA)",2024-04-01
12,57.20,CAN,9101355,2005,153,FREEMAN Luis,12,"National Championships Copper Mountain, CO (USA)",2024-04-01
13,52.00,JPN,9300973,2001,186,YOGO Ryusho,13,"National Championships Copper Mountain, CO (USA)",2024-04-01
14,46.80,USA,9531727,2006,182,SMITH Michael,14,"National Championships Copper Mountain, CO (USA)",2024-04-01
15,41.60,USA,9530046,1988,192,BOTERO Emilio,15,"National Championships Copper Mountain, CO (USA)",2024-04-01
16,39.00,USA,9531068,1972,167,MCEWAN Everett,16,"National Championships Copper Mountain, CO (USA)",2024-04-01
17,36.40,USA,9531571,2004,173,PIERCE Nicholas,17,"National Championships Copper Mountain, CO (USA)",2024-04-01
18,33.80,CAN,9101331,2005,131,HOWDEN William,18,"National Championships Copper Mountain, CO (USA)",2024-04-01
19,31.20,USA,9531784,2003,159,CALLAWAY Cooper,19,"National Championships Copper Mountain, CO (USA)",2024-04-01
20,28.60,IND,1624962,1997,175,AHMAD LONE Zubair,20,"National Championships Copper Mountain, CO (USA)",2024-04-01
21,26.00,USA,9532016,1977,166,LOCKWOOD Bill,21,"National Championships Copper Mountain, CO (USA)",2024-04-01
22,23.40,AUT,9050328,1995,164,HAMMERL Julian,22,"National Championships Copper Mountain, CO (USA)",2024-04-01
23,20.80,USA,9531044,1995,148,SACHER Conrad,23,"National Championships Copper Mountain, CO (USA)",2024-04-01
24,18.20,USA,9531780,2003,160,BALMER Jansen,24,"National Championships Copper Mountain, CO (USA)",2024-04-01
25,15.60,USA,9531885,2000,137,GROGG Ashton,25,"National Championships Copper Mountain, CO (USA)",2024-04-01
26,13.00,USA,9531913,1987,165,KIM Peter,26,"National Championships Copper Mountain, CO (USA)",2024-04-01
27,11.70,USA,9532030,1998,157,BLADON Avery,27,"National Championships Copper Mountain, CO (USA)",2024-04-01
28,"",USA,9532033,1997,156,MACVITTIE Quinn,28,"National Championships Copper Mountain, CO (USA)",2024-04-01
29,"",USA,9531941,1973,136,WARD Henry,29,"National Championships Copper Mountain, CO (USA)",2024-04-01
30,"",USA,9531459,1998,169,ELLISON Andrew,"","National Championships Copper Mountain, CO (USA)",2024-04-01
31,"",JPN,9300905,2002,190,KANEMATSU Naoki,"","National Championships Copper Mountain, CO (USA)",2024-04-01
32,"",USA,9531492,2003,181,MCALLISTER Owen,"","National Championships Copper Mountain, CO (USA)",2024-04-01
