RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,50.00,IRI,1264984,1:13.74,1984,22,SEYD Seyed Hossein,1,FIS Dizin (IRI),2024-03-02
2,40.00,IRI,9260003,1:16.01,1977,21,MOGHDID Rahmatollah,2,FIS Dizin (IRI),2024-03-02
3,30.00,IRI,9260029,1:17.91,1989,25,JEYRODI Mahdi,3,FIS Dizin (IRI),2024-03-02
4,25.00,IRI,9260159,1:24.25,2004,24,SOLGHANI Amirmahdi,4,FIS Dizin (IRI),2024-03-02
5,22.50,IRI,9260059,1:25.04,1990,16,KIASHEMSHAKI Pooria,5,FIS Dizin (IRI),2024-03-02
6,20.00,IRI,9260138,1:26.09,2002,12,JANI Ilia,6,FIS Dizin (IRI),2024-03-02
7,18.00,IRI,9260078,1:28.73,1988,20,KAVIANI Mahdi,7,FIS Dizin (IRI),2024-03-02
8,16.00,IRI,9260064,1:29.84,1987,18,SAVEHDARBANDSARI Mohammad,8,FIS Dizin (IRI),2024-03-02
9,14.50,IRI,9260072,1:32.84,1993,13,DARBANDSARI Ali,9,FIS Dizin (IRI),2024-03-02
10,13.00,IRI,1264992,1:38.57,1970,14,KALHOR Feyzolah,10,FIS Dizin (IRI),2024-03-02
11,12.00,IRI,9260167,2:10.60,2004,28,PARSIAVASH Mani,11,FIS Dizin (IRI),2024-03-02
12,11.00,IRI,9260168,3:42.11,1993,27,SOHRABI Hossein,12,FIS Dizin (IRI),2024-03-02
13,10.00,IRI,9260152,38.07,2002,19,SOLGHANI Amirhassan,13,FIS Dizin (IRI),2024-03-02
14,"",IRI,9260165,1:21.56,1986,11,ASADKHANI Amir,14,FIS Dizin (IRI),2024-03-02
15,"",IRI,1663647,"",1983,17,KALHOR J Hossein,"",FIS Dizin (IRI),2024-03-02
16,"",IRI,9260166,"",1987,26,GOLESTANI Mostafa,"",FIS Dizin (IRI),2024-03-02
17,"",IRI,9260065,"",1978,23,AZHDARI MOGHADAM nima,"",FIS Dizin (IRI),2024-03-02
18,"",IRI,9260023,"",1981,15,SAVEHDARBANDSARI Mohammad,"",FIS Dizin (IRI),2024-03-02
