RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Rank,Athlete,Cup Points,Event Name,Date
36,19.70,32.58,CAN,9100939,2000,57,36,NAZWASKI Michael,"",World Cup Pamporovo (BUL),2024-01-21
37,19.40,32.89,AUS,9040213,1999,73,37,EDMANSON Harvey,"",World Cup Pamporovo (BUL),2024-01-21
38,19.10,33.67,CZE,9150168,1999,69,38,POCINEK Adam,"",World Cup Pamporovo (BUL),2024-01-21
39,18.80,35.71,UKR,9690062,1995,72,39,BELINSKYI Oleksandr,"",World Cup Pamporovo (BUL),2024-01-21
40,18.50,35.81,BUL,9090090,1996,76,40,GYOSHARKOV Petar,"",World Cup Pamporovo (BUL),2024-01-21
41,18.20,36.09,UKR,9690121,1999,53,41,KHARUK Mykhailo,"",World Cup Pamporovo (BUL),2024-01-21
42,"",38.68,MKD,1568975,1979,70,42,KACARSKI Aleksandar,"",World Cup Pamporovo (BUL),2024-01-21
43,"",42.52,BUL,9090065,1994,74,43,GANICHEV Dimitar,"",World Cup Pamporovo (BUL),2024-01-21
44,"",42.77,POL,9430124,1996,46,44,NOWACZYK Michal,"",World Cup Pamporovo (BUL),2024-01-21
45,"",43.47,BUL,9090170,2006,77,45,MILCHEV Georgi,"",World Cup Pamporovo (BUL),2024-01-21
46,"","",BUL,1094937,1983,75,"",VANGELOV Stanislav,"",World Cup Pamporovo (BUL),2024-01-21
47,"","",POL,9430169,1999,71,"",RUTKOWSKI Mikolaj,"",World Cup Pamporovo (BUL),2024-01-21
48,"","",KOR,9320222,2005,68,"",PARK Jisung,"",World Cup Pamporovo (BUL),2024-01-21
49,"","",JPN,9300856,2001,65,"",SHINOHARA Ryusuke,"",World Cup Pamporovo (BUL),2024-01-21
50,"","",ITA,9290463,2005,61,"",SANTUARI Mike,"",World Cup Pamporovo (BUL),2024-01-21
51,"","",CAN,9100570,1996,60,"",LEFEBVRE Jules,"",World Cup Pamporovo (BUL),2024-01-21
52,"","",CAN,9100940,2000,56,"",BEHAN Jamie,"",World Cup Pamporovo (BUL),2024-01-21
53,"","",ITA,9290395,2002,51,"",LANTSCHNER Fabian,"",World Cup Pamporovo (BUL),2024-01-21
54,"","",GER,9200158,2001,49,"",PRANTL Ole-Mikkel,"",World Cup Pamporovo (BUL),2024-01-21
55,"","",AUT,9050297,2003,48,"",KARNER Christoph,"",World Cup Pamporovo (BUL),2024-01-21
56,"","",SUI,9510417,2000,41,"",CASANOVA Gian,"",World Cup Pamporovo (BUL),2024-01-21
57,"","",SLO,7560012,1986,36,"",MARGUC Rok,"",World Cup Pamporovo (BUL),2024-01-21
58,"","",SUI,9510316,1995,32,"",CAVIEZEL Dario,"",World Cup Pamporovo (BUL),2024-01-21
59,"","",ITA,9290227,1995,22,"",BAGOZZA Daniele,"",World Cup Pamporovo (BUL),2024-01-21
60,"","",ITA,9290107,1991,20,"",CORATTI Edwin,"",World Cup Pamporovo (BUL),2024-01-21
61,"","",GER,9200145,2000,52,"",ANGENEND Yannik,"",World Cup Pamporovo (BUL),2024-01-21
