RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
1,160.00,1:10.29,USA,9531136,1990,47,BURNS Robert,1,100,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
2,128.00,1:07.91,CAN,9100748,1998,51,KILMER-CHOI Richard Riley,2,80,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
3,96.00,1:09.13,CAN,9100939,2000,46,NAZWASKI Michael,3,60,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
4,80.00,1:09.97,CAN,9101030,2001,43,CARPENTIER Justin,4,50,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
5,72.00,1:09.51,USA,9531573,2006,44,OVERSTAKE Walker,5,45,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
6,64.00,1:09.95,USA,9530791,1994,45,ROSENCRANZ Ryan,6,40,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
7,57.60,1:11.22,CAN,9100570,1996,42,LEFEBVRE Jules,7,36,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
8,51.20,1:11.98,CAN,9101355,2005,49,FREEMAN Luis,8,32,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
9,46.40,1:10.89,USA,9531727,2006,56,SMITH Michael,9,29,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
10,41.60,1:11.44,CAN,9101366,2006,41,HELDMAN Matthew,10,26,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
11,38.40,1:12.98,CAN,9105291,1997,54,GAUDET Emile,11,24,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
12,35.20,1:13.51,CAN,9101490,2008,57,HUNE Luke,12,22,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
13,32.00,1:13.94,CAN,9101331,2005,59,HOWDEN William,13,20,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
14,28.80,1:15.96,USA,9531068,1972,53,MCEWAN Everett,14,18,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
15,25.60,1:16.53,CAN,9101491,2008,62,THOMSON Cole,15,16,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
16,24.00,1:18.21,USA,9531044,1995,61,SACHER Conrad,16,15,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
17,22.40,1:18.49,IND,1624962,1997,48,AHMAD LONE Zubair,17,14,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
18,20.80,1:18.99,USA,9531459,1998,60,ELLISON Andrew,18,13,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
19,19.20,1:19.19,USA,9531728,2006,58,BULLIS Jack,19,12,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
20,17.60,1:19.49,USA,9531674,2006,64,BAUTISTA Nathan,20,11,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
21,16.00,1:22.12,USA,9531571,2004,52,PIERCE Nicholas,21,10,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
22,14.40,1:23.48,USA,9532016,1977,50,LOCKWOOD Bill,22,9,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
23,12.80,1:27.15,USA,9531913,1987,65,KIM Peter,23,8,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
24,11.20,1:30.45,USA,9532030,1998,63,BLADON Avery,24,7,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
25,"",1:32.00,USA,9532033,1997,66,MACVITTIE Quinn,25,6,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
26,"",1:54.48,USA,9531835,2007,55,DEVITO Nathan,26,5,"Nor-Am Cup Holiday Valley Resort, NY (USA)",2024-02-27
