RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Rank,Athlete,Cup Points,Event Name,Date
33,24.00,48.00,AUT,9050272,2001,47,33,PINK Matthaeus,"",World Cup Krynica (POL),2024-02-24
34,22.00,48.65,POL,9430012,1987,55,34,GASIENICA-DANIEL Andrzej,"",World Cup Krynica (POL),2024-02-24
35,20.00,49.23,POL,9430193,2004,59,35,MIKOLAJCZYK Maciej,"",World Cup Krynica (POL),2024-02-24
36,19.70,49.56,CAN,9100940,2000,53,36,BEHAN Jamie,"",World Cup Krynica (POL),2024-02-24
37,"",49.66,POL,9430169,1999,58,37,RUTKOWSKI Mikolaj,"",World Cup Krynica (POL),2024-02-24
38,"",50.18,CZE,9150168,1999,56,38,POCINEK Adam,"",World Cup Krynica (POL),2024-02-24
39,"",53.03,GER,9200145,2000,44,39,ANGENEND Yannik,"",World Cup Krynica (POL),2024-02-24
40,"","",AUS,9040213,1999,57,"",EDMANSON Harvey,"",World Cup Krynica (POL),2024-02-24
41,"","",POL,9430124,1996,41,"",NOWACZYK Michal,"",World Cup Krynica (POL),2024-02-24
42,"","",USA,9531069,1997,54,"",UDOLF Dylan,"",World Cup Krynica (POL),2024-02-24
43,"","",CZE,9150333,2006,52,"",MINARIK Krystof,"",World Cup Krynica (POL),2024-02-24
1,1000.00,1:32.99,AUT,1093190,1980,9,1,PROMMEGGER Andreas,100,World Cup Krynica (POL),2024-02-24
2,800.00,1:33.36,ITA,1163127,1980,15,2,FISCHNALLER Roland,80,World Cup Krynica (POL),2024-02-24
3,600.00,1:33.12,ITA,9290227,1995,12,3,BAGOZZA Daniele,60,World Cup Krynica (POL),2024-02-24
4,500.00,1:32.58,AUT,9050217,1996,6,4,OBMANN Fabian,50,World Cup Krynica (POL),2024-02-24
5,450.00,1:32.86,SLO,9560053,1991,7,5,MASTNAK Tim,45,World Cup Krynica (POL),2024-02-24
6,400.00,1:33.21,AUT,9050279,2001,13,6,BURGSTALLER Dominik,40,World Cup Krynica (POL),2024-02-24
7,360.00,1:33.25,AUT,1054984,1985,14,7,KARL Benjamin,36,World Cup Krynica (POL),2024-02-24
8,320.00,1:33.38,BUL,1094969,1990,16,8,YANKOV Radoslav,32,World Cup Krynica (POL),2024-02-24
9,290.00,1:31.26,KOR,9320091,1995,1,9,LEE Sangho,29,World Cup Krynica (POL),2024-02-24
10,260.00,1:31.38,ITA,9290107,1991,2,10,CORATTI Edwin,26,World Cup Krynica (POL),2024-02-24
11,240.00,1:32.33,POL,9430120,1996,3,11,KWIATKOWSKI Oskar,24,World Cup Krynica (POL),2024-02-24
12,220.00,1:32.42,SUI,9510316,1995,5,12,CAVIEZEL Dario,22,World Cup Krynica (POL),2024-02-24
13,220.00,1:32.42,ITA,9290151,1992,4,12,FELICETTI Mirko,22,World Cup Krynica (POL),2024-02-24
14,180.00,1:32.88,KOR,9320014,1989,8,14,KIM Sangkyum,18,World Cup Krynica (POL),2024-02-24
15,160.00,1:33.03,GER,9200128,1999,10,15,HUBER Elias,16,World Cup Krynica (POL),2024-02-24
16,150.00,1:33.08,SLO,1659088,1984,11,16,KOSIR Zan,15,World Cup Krynica (POL),2024-02-24
17,140.00,1:33.39,AUT,9050238,1997,34,17,AUNER Arvid,14,World Cup Krynica (POL),2024-02-24
18,140.00,1:33.39,ITA,9290200,1994,26,17,BORMOLINI Maurizio,14,World Cup Krynica (POL),2024-02-24
19,120.00,1:33.53,AUT,9050029,1988,45,19,KISLINGER Sebastian,12,World Cup Krynica (POL),2024-02-24
20,120.00,1:33.53,ITA,7538766,1986,27,19,MARCH Aaron,12,World Cup Krynica (POL),2024-02-24
21,100.00,1:33.63,GER,9200092,1993,38,21,BAUMEISTER Stefan,10,World Cup Krynica (POL),2024-02-24
22,90.00,1:33.69,AUT,9050196,1995,46,22,JURITZ Aron,9,World Cup Krynica (POL),2024-02-24
23,80.00,1:33.77,SLO,7560012,1986,36,23,MARGUC Rok,8,World Cup Krynica (POL),2024-02-24
24,70.00,1:33.83,CAN,9100945,2000,43,24,GAUDET Arnaud,7,World Cup Krynica (POL),2024-02-24
25,60.00,1:33.92,AUT,9050297,2003,50,25,KARNER Christoph,6,World Cup Krynica (POL),2024-02-24
26,60.00,1:33.92,USA,9531244,2000,49,25,WINTERS Cody,6,World Cup Krynica (POL),2024-02-24
27,45.00,1:34.16,SUI,9510417,2000,35,27,CASANOVA Gian,4,World Cup Krynica (POL),2024-02-24
28,40.00,1:34.28,JPN,7300127,1986,39,28,SHIBA Masaki,3,World Cup Krynica (POL),2024-02-24
29,36.00,1:34.80,AUT,9050042,1989,32,29,PAYER Alexander,2,World Cup Krynica (POL),2024-02-24
30,32.00,1:36.52,UKR,9690121,1999,51,30,KHARUK Mykhailo,1,World Cup Krynica (POL),2024-02-24
31,28.00,1:36.96,GER,9200158,2001,48,31,PRANTL Ole-Mikkel,"",World Cup Krynica (POL),2024-02-24
32,26.00,1:40.12,CAN,9101129,2002,42,32,HELDMAN Ben,"",World Cup Krynica (POL),2024-02-24
