RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,50.00,CZE,9155117,1:16.13,2007,7,JECHOVA Linda,1,National Junior Championships Dolni Morava (CZE),2024-01-06
2,40.00,CZE,9155098,1:16.18,2004,5,ZVIRECI Jana,2,National Junior Championships Dolni Morava (CZE),2024-01-06
3,30.00,CZE,9155108,1:19.74,2005,6,KECLIKOVA Barbora,3,National Junior Championships Dolni Morava (CZE),2024-01-06
4,25.00,POL,9435111,1:20.68,2007,4,PIWOWARCZYK Nadia,4,National Junior Championships Dolni Morava (CZE),2024-01-06
5,22.50,CZE,9155149,1:22.04,2008,9,KOZELSKA Ivana,5,National Junior Championships Dolni Morava (CZE),2024-01-06
6,20.00,POL,9435117,1:22.10,2008,15,KACICZAK Martyna,6,National Junior Championships Dolni Morava (CZE),2024-01-06
7,18.00,POL,9435112,1:22.68,2007,10,BUCKA Nicole,7,National Junior Championships Dolni Morava (CZE),2024-01-06
8,16.00,POL,9435105,1:23.96,2006,8,MICHURA Klaudia,8,National Junior Championships Dolni Morava (CZE),2024-01-06
9,14.50,POL,9435095,1:27.38,2004,2,KULA Maria,9,National Junior Championships Dolni Morava (CZE),2024-01-06
10,13.00,CZE,9155112,1:27.53,2005,1,HRONKOVA Lucie,10,National Junior Championships Dolni Morava (CZE),2024-01-06
11,12.00,CZE,9155148,1:29.67,2008,3,KOZELSKA Adela,11,National Junior Championships Dolni Morava (CZE),2024-01-06
12,11.00,CZE,9155114,1:38.06,2005,17,POLOLANIKOVA Victorie,12,National Junior Championships Dolni Morava (CZE),2024-01-06
13,10.00,CZE,9155113,1:39.03,2005,16,VYTVAROVA Karolina,13,National Junior Championships Dolni Morava (CZE),2024-01-06
14,9.00,CZE,9155109,1:39.15,2005,13,TRESTIKOVA Vendulka,14,National Junior Championships Dolni Morava (CZE),2024-01-06
15,8.00,CZE,9155151,1:41.84,2007,11,FLEGROVA Frederika,15,National Junior Championships Dolni Morava (CZE),2024-01-06
16,7.50,CZE,9155150,1:43.98,2008,12,KLOSLOVA Sofie,16,National Junior Championships Dolni Morava (CZE),2024-01-06
17,"",CZE,9155152,1:51.67,2008,14,KOPOVA Barbora,17,National Junior Championships Dolni Morava (CZE),2024-01-06
