RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
1,160.00,1:04.37,CAN,9101030,2001,145,CARPENTIER Justin,1,100,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
2,128.00,1:03.15,USA,9531136,1990,165,BURNS Robert,2,80,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
3,96.00,1:06.38,JPN,9301035,2004,159,SUGIMOTO Shikoh,3,60,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
4,80.00,1:04.79,USA,9531727,2006,152,SMITH Michael,4,50,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
5,72.00,1:05.53,USA,9531573,2006,153,OVERSTAKE Walker,5,45,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
6,64.00,1:06.41,CAN,9105291,1997,147,GAUDET Emile,6,40,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
7,57.60,1:06.90,USA,9531571,2004,149,PIERCE Nicholas,7,36,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
8,51.20,1:07.63,USA,7537128,1987,148,MACCUTCHEON Steven,8,32,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
9,46.40,1:10.13,CAN,9101366,2006,174,HELDMAN Matthew,9,29,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
10,41.60,1:11.11,GBR,9220173,2006,161,CARPENTER Samuel,10,26,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
11,38.40,1:12.31,GBR,9220145,2002,177,CARPENTER Benjamin,11,24,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
12,35.20,1:12.80,USA,9531492,2003,164,MCALLISTER Owen,12,22,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
13,32.00,1:13.29,USA,9531068,1972,158,MCEWAN Everett,13,20,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
14,28.80,1:14.59,IND,1624962,1997,162,AHMAD LONE Zubair,14,18,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
15,25.60,1:17.86,USA,9531835,2007,163,DEVITO Nathan,15,16,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
16,24.00,1:20.89,USA,9532016,1977,168,LOCKWOOD Bill,16,15,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
17,22.40,1:23.42,USA,9531728,2006,179,BULLIS Jack,17,14,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
18,20.80,1:23.61,USA,9531967,2008,167,DIBELER Zachary,18,13,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
19,"",1:27.44,USA,9531675,1981,178,BEKIROGLU Burak,19,12,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
20,"",1:43.09,USA,9531945,2008,170,DEVITO Landon,20,11,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
21,"","",JPN,9301078,2006,150,YAMADA Rion,"","",Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
22,"","",USA,9531730,2006,156,CARR Taggert,"","",Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
