RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
33,24.00,34.60,CAN,9100940,2000,52,BEHAN Jamie,33,"",World Cup Winterberg (GER),2024-03-09
34,"",34.69,SUI,9510417,2000,45,CASANOVA Gian,34,"",World Cup Winterberg (GER),2024-03-09
35,"",36.76,CZE,9150168,1999,55,POCINEK Adam,35,"",World Cup Winterberg (GER),2024-03-09
36,"",37.19,GER,9200145,2000,51,ANGENEND Yannik,36,"",World Cup Winterberg (GER),2024-03-09
37,"","",JPN,7300127,1986,41,SHIBA Masaki,"","",World Cup Winterberg (GER),2024-03-09
38,"","",CAN,9101030,2001,54,CARPENTIER Justin,"","",World Cup Winterberg (GER),2024-03-09
39,"","",AUT,9050297,2003,46,KARNER Christoph,"","",World Cup Winterberg (GER),2024-03-09
1,1000.00,1:05.94,KOR,9320091,1995,1,LEE Sangho,1,100,World Cup Winterberg (GER),2024-03-09
2,800.00,1:06.58,AUT,1093190,1980,7,PROMMEGGER Andreas,2,80,World Cup Winterberg (GER),2024-03-09
3,600.00,1:06.32,ITA,9290200,1994,3,BORMOLINI Maurizio,3,60,World Cup Winterberg (GER),2024-03-09
4,500.00,1:06.93,SLO,7560012,1986,13,MARGUC Rok,4,50,World Cup Winterberg (GER),2024-03-09
5,450.00,1:06.31,USA,9531244,2000,2,WINTERS Cody,5,45,World Cup Winterberg (GER),2024-03-09
6,400.00,1:06.69,ITA,1163127,1980,9,FISCHNALLER Roland,6,40,World Cup Winterberg (GER),2024-03-09
7,360.00,1:06.82,AUT,9050238,1997,11,AUNER Arvid,7,36,World Cup Winterberg (GER),2024-03-09
8,320.00,1:06.86,POL,9430120,1996,12,KWIATKOWSKI Oskar,8,32,World Cup Winterberg (GER),2024-03-09
9,290.00,1:06.37,AUT,9050217,1996,4,OBMANN Fabian,9,29,World Cup Winterberg (GER),2024-03-09
10,260.00,1:06.50,ITA,9290107,1991,5,CORATTI Edwin,10,26,World Cup Winterberg (GER),2024-03-09
11,240.00,1:06.53,GER,9200128,1999,6,HUBER Elias,11,24,World Cup Winterberg (GER),2024-03-09
12,220.00,1:06.65,AUT,9050042,1989,8,PAYER Alexander,12,22,World Cup Winterberg (GER),2024-03-09
13,200.00,1:06.81,AUT,9050279,2001,10,BURGSTALLER Dominik,13,20,World Cup Winterberg (GER),2024-03-09
14,180.00,1:06.97,ITA,9290151,1992,14,FELICETTI Mirko,14,18,World Cup Winterberg (GER),2024-03-09
15,160.00,1:07.03,SLO,1659088,1984,15,KOSIR Zan,15,16,World Cup Winterberg (GER),2024-03-09
16,150.00,1:07.04,ITA,7538766,1986,16,MARCH Aaron,16,15,World Cup Winterberg (GER),2024-03-09
17,140.00,1:07.08,AUT,1054984,1985,25,KARL Benjamin,17,14,World Cup Winterberg (GER),2024-03-09
18,130.00,1:07.18,CAN,9100945,2000,29,GAUDET Arnaud,18,13,World Cup Winterberg (GER),2024-03-09
19,120.00,1:07.20,ITA,9290227,1995,24,BAGOZZA Daniele,19,12,World Cup Winterberg (GER),2024-03-09
20,110.00,1:07.28,BUL,1094969,1990,28,YANKOV Radoslav,20,11,World Cup Winterberg (GER),2024-03-09
21,100.00,1:07.31,GER,9200092,1993,19,BAUMEISTER Stefan,21,10,World Cup Winterberg (GER),2024-03-09
22,90.00,1:07.32,AUT,9050272,2001,40,PINK Matthaeus,22,9,World Cup Winterberg (GER),2024-03-09
23,90.00,1:07.32,SLO,9560053,1991,33,MASTNAK Tim,22,9,World Cup Winterberg (GER),2024-03-09
24,70.00,1:07.74,CAN,9101129,2002,38,HELDMAN Ben,24,7,World Cup Winterberg (GER),2024-03-09
25,60.00,1:08.17,SUI,9510316,1995,23,CAVIEZEL Dario,25,6,World Cup Winterberg (GER),2024-03-09
26,50.00,1:08.28,GER,9200158,2001,49,PRANTL Ole-Mikkel,26,5,World Cup Winterberg (GER),2024-03-09
27,45.00,1:08.31,KOR,9320014,1989,44,KIM Sangkyum,27,4,World Cup Winterberg (GER),2024-03-09
28,40.00,1:08.39,POL,9430124,1996,48,NOWACZYK Michal,28,3,World Cup Winterberg (GER),2024-03-09
29,36.00,1:08.50,AUT,9050196,1995,43,JURITZ Aron,29,2,World Cup Winterberg (GER),2024-03-09
30,32.00,1:09.16,CAN,9100570,1996,50,LEFEBVRE Jules,30,1,World Cup Winterberg (GER),2024-03-09
31,28.00,1:09.17,CAN,9100939,2000,53,NAZWASKI Michael,31,"",World Cup Winterberg (GER),2024-03-09
32,26.00,"",AUT,9050029,1988,42,KISLINGER Sebastian,32,"",World Cup Winterberg (GER),2024-03-09
