RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Rank,Athlete,Cup Points,Event Name,Date
1,360.00,55.68,GER,9205058,1996,19,1,HOFMEISTER Ramona Theresia,100,European Cup Götschen (GER),2023-12-09
2,288.00,58.23,AUT,9055101,2002,30,2,WEIS Miriam,80,European Cup Götschen (GER),2023-12-09
3,216.00,57.51,AUT,9055093,2001,23,3,KAINZ Carmen,60,European Cup Götschen (GER),2023-12-09
4,180.00,58.49,CHN,9125028,2001,51,4,KONG Binbin,50,European Cup Götschen (GER),2023-12-09
5,162.00,56.12,GER,9205050,1994,20,5,LOCH Cheyenne,45,European Cup Götschen (GER),2023-12-09
6,144.00,57.97,AUT,9055107,2003,25,6,SCHOEFFMANN Pia,40,European Cup Götschen (GER),2023-12-09
7,129.60,58.05,USA,9535569,2003,24,7,PFLUM Iris,36,European Cup Götschen (GER),2023-12-09
8,115.20,58.42,SUI,9515213,2004,59,8,BAETSCHI Laila Ursina,32,European Cup Götschen (GER),2023-12-09
9,104.40,55.57,JPN,9305427,2003,27,9,MIKI Tsubaki,29,European Cup Götschen (GER),2023-12-09
10,93.60,56.08,CAN,9105518,2005,28,10,MOISAN Aurelie,26,European Cup Götschen (GER),2023-12-09
11,86.40,57.04,GER,9205056,1996,22,11,HOCHREITER Melanie,24,European Cup Götschen (GER),2023-12-09
12,79.20,57.92,CHN,9125001,1998,75,12,GONG Naiying,22,European Cup Götschen (GER),2023-12-09
13,72.00,57.98,CAN,9105371,2000,17,13,BUCK Kaylie,20,European Cup Götschen (GER),2023-12-09
14,64.80,58.14,SUI,9515212,2003,31,14,BAETSCHI Flurina Neva,18,European Cup Götschen (GER),2023-12-09
15,57.60,58.37,SUI,9515196,2002,38,15,HAUSER Ricarda,16,European Cup Götschen (GER),2023-12-09
16,54.00,58.44,JPN,9305432,2003,52,16,KANAZAWA Noa,15,European Cup Götschen (GER),2023-12-09
17,50.40,58.57,SUI,9515236,2007,26,17,VON SIEBENTHAL Xenia,14,European Cup Götschen (GER),2023-12-09
18,46.80,58.84,ITA,9295158,2003,21,18,FAVA Elisa,13,European Cup Götschen (GER),2023-12-09
19,43.20,58.88,GER,9205104,2006,35,19,JANSING Salome,12,European Cup Götschen (GER),2023-12-09
20,39.60,58.97,GER,9205103,2006,43,20,SCHEID Mathilda,11,European Cup Götschen (GER),2023-12-09
21,36.00,59.05,AUT,9055118,2006,46,21,GAMS Marie,10,European Cup Götschen (GER),2023-12-09
22,32.40,59.13,POL,9435104,2006,18,22,DAWIDEK Weronika,9,European Cup Götschen (GER),2023-12-09
23,28.80,59.33,USA,9535431,1999,29,23,KIZUKA Kaiya,8,European Cup Götschen (GER),2023-12-09
24,25.20,59.53,AUT,9055100,2002,45,24,PICHELKASTNER Jessica,7,European Cup Götschen (GER),2023-12-09
25,21.60,1:00.04,POL,9435097,2004,63,25,POLTORAK Karolina,6,European Cup Götschen (GER),2023-12-09
26,18.00,1:00.33,CZE,9155071,2003,44,26,SONKOVA Klara,5,European Cup Götschen (GER),2023-12-09
27,16.20,1:00.35,UKR,9695036,2003,32,27,HAPATYN Nadiia,4,European Cup Götschen (GER),2023-12-09
28,14.40,1:00.42,ITA,9295234,2008,80,28,CARNEVALI Giorgia,3,European Cup Götschen (GER),2023-12-09
29,12.96,1:00.73,USA,9535531,2000,37,29,BULLIS Alexa,2,European Cup Götschen (GER),2023-12-09
30,11.52,1:00.80,CHN,9125009,1997,36,30,DONG Xue,1,European Cup Götschen (GER),2023-12-09
31,10.08,1:01.06,GER,9205100,2005,64,31,BUCCIONI Aurelia,"",European Cup Götschen (GER),2023-12-09
32,9.36,1:03.76,GER,9205112,2008,78,32,JANSING Zoe,"",European Cup Götschen (GER),2023-12-09
33,8.64,29.98,JPN,9305291,1996,61,33,TOYODA Asa,"",European Cup Götschen (GER),2023-12-09
34,8.64,29.98,GER,9205097,2005,49,33,TANIGUCHI Yuna,"",European Cup Götschen (GER),2023-12-09
35,7.20,30.02,JPN,9305265,1994,33,35,KOSHISAKA Ayana,"",European Cup Götschen (GER),2023-12-09
36,7.09,30.08,UKR,1699984,1997,55,36,MALOVANNA Oleksandra,"",European Cup Götschen (GER),2023-12-09
37,6.98,30.23,CHN,9125092,2004,60,37,PANG Yu,"",European Cup Götschen (GER),2023-12-09
38,6.88,30.24,CZE,9155052,1996,65,38,HOUZVICKOVA Kristyna,"",European Cup Götschen (GER),2023-12-09
39,6.77,30.29,GER,9205105,2006,58,39,GUNKEL Hannah,"",European Cup Götschen (GER),2023-12-09
40,6.66,30.39,CAN,9105317,1998,40,40,VAN GRONINGEN Abby,"",European Cup Götschen (GER),2023-12-09
41,6.55,30.41,ITA,9295211,2005,71,41,RABANSER Sophie,"",European Cup Götschen (GER),2023-12-09
42,6.44,30.56,JPN,9305461,2004,39,42,OSHIMA Hinano,"",European Cup Götschen (GER),2023-12-09
43,6.34,30.62,JPN,9305476,2005,50,43,MAEDA Suzumi,"",European Cup Götschen (GER),2023-12-09
44,6.34,30.62,POL,9435094,2004,47,43,KACICZAK Olga,"",European Cup Götschen (GER),2023-12-09
45,6.12,30.63,CZE,9155137,2007,70,45,OTIPKOVA Hana,"",European Cup Götschen (GER),2023-12-09
46,6.01,30.68,POL,9435100,2005,56,46,ZAPALA Sonia,"",European Cup Götschen (GER),2023-12-09
47,5.90,31.04,CZE,9155116,2006,69,47,MARESOVA Emma Maya,"",European Cup Götschen (GER),2023-12-09
48,5.80,31.09,ITA,9295182,2003,48,48,VALLE Sofia,"",European Cup Götschen (GER),2023-12-09
49,5.69,31.12,SUI,9515198,2002,76,49,KLEESATTEL Eliane,"",European Cup Götschen (GER),2023-12-09
50,5.58,31.35,ITA,9295224,2006,74,50,MAMMONE Anna Victoria,"",European Cup Götschen (GER),2023-12-09
51,5.47,31.51,POL,9435099,2004,62,51,STOKLOSA Natalia,"",European Cup Götschen (GER),2023-12-09
52,5.36,31.65,GER,9205106,2007,77,52,REICHELMEIR Ina,"",European Cup Götschen (GER),2023-12-09
53,5.26,32.25,ITA,9295178,2003,73,53,BOSSA Rachele,"",European Cup Götschen (GER),2023-12-09
54,5.15,32.83,POL,9435105,2006,79,54,MICHURA Klaudia,"",European Cup Götschen (GER),2023-12-09
55,"",32.85,CZE,9155098,2004,67,55,ZVIRECI Jana,"",European Cup Götschen (GER),2023-12-09
56,"",32.86,CZE,9155110,2006,68,56,BIEGELOVA Sofie,"",European Cup Götschen (GER),2023-12-09
57,"",33.48,JPN,9305438,2003,72,57,IIOKA Maika,"",European Cup Götschen (GER),2023-12-09
