RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
1,160.00,1:10.16,CAN,9105518,2005,111,MOISAN Aurelie,1,100,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
2,128.00,1:10.95,JPN,9305291,1996,105,TOYODA Asa,2,80,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
3,96.00,1:13.15,JPN,9305432,2003,100,KANAZAWA Noa,3,60,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
4,80.00,1:21.45,USA,9535557,2002,120,WILSON Sydney,4,50,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
5,72.00,1:12.56,USA,9535531,2000,104,BULLIS Alexa,5,45,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
6,64.00,1:13.05,USA,9535668,2006,102,DOMINO Grace,6,40,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
7,57.60,1:17.38,CAN,9105317,1998,103,VAN GRONINGEN Abby,7,36,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
8,51.20,1:17.70,CZE,9155117,2007,129,JECHOVA Linda,8,32,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
9,46.40,1:16.85,USA,1024805,1967,108,OTT Lynn,9,29,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
10,41.60,1:17.06,USA,9535525,2002,112,KIZUKA Mika,10,26,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
11,38.40,1:17.44,USA,9535558,1990,131,STEPHENSON Kelsi,11,24,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
12,35.20,1:22.40,USA,9535541,2001,106,JONES Cecelia,12,22,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
13,32.00,1:22.57,USA,9535684,2006,101,KIZUKA Akina,13,20,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
14,28.80,1:25.02,JPN,9305407,2002,114,NOZAKI Ran,14,18,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
15,25.60,1:25.20,CAN,9105491,2004,109,BETTEZ Anne-Laurie,15,16,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
16,24.00,1:26.08,USA,9535542,2001,123,DARROW Catherine,16,15,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
17,22.40,1:28.78,USA,9535758,2006,130,CZUDAY Madison,17,14,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
18,20.80,1:28.96,USA,9535736,2005,121,MAJOR Nicole,18,13,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
19,19.20,1:31.02,AUS,9045127,2003,119,CHAWNER Mia,19,12,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
20,17.60,1:32.84,USA,9535606,2002,118,DIRADOUR Cannon,20,11,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
21,16.00,1:34.38,USA,9535585,2000,122,BLIZZARD Kaitlyn,21,10,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
22,"",1:39.99,AUS,9045159,2004,117,BROSE Georgia,22,9,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
23,"",1:43.42,JPN,9305498,2007,126,HOSHI Sarasa,23,8,Nor-Am Cup Steamboat Ski and Resort / Howelsen Hill (USA),2024-01-11
