RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
1,200.00,1:16.53,KOR,9320127,1998,1,HONG Seung-Yeong,1,100,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
2,160.00,1:15.85,CHN,1124993,2002,8,BAN Xuefu,2,80,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
3,120.00,1:15.42,KOR,9320129,1998,15,CHO Wan-Hee,3,60,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
4,100.00,1:15.72,JPN,9300856,2001,4,SHINOHARA Ryusuke,4,50,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
5,90.00,1:15.85,CHN,9120076,2003,13,SHAO Yunyang,5,45,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
6,80.00,1:16.40,CHN,1124998,2000,5,QIN Zihan,6,40,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
7,72.00,1:16.66,CHN,1124947,1991,12,SUN Huan,7,36,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
8,64.00,1:18.47,CHN,1124951,1994,3,BI Ye,8,32,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
9,58.00,1:18.48,CHN,9120161,2006,25,YAO Ming,9,29,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
10,52.00,1:18.49,CHN,1124990,2001,19,DING Xuedong,10,26,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
11,48.00,1:19.28,JPN,9300994,2003,17,SAEKI Reishi,11,24,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
12,44.00,1:19.93,JPN,9300905,2002,9,KANEMATSU Naoki,12,22,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
13,40.00,1:21.21,CHN,9120159,2005,21,PENG Yuexi,13,20,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
14,36.00,1:21.45,KOR,9320217,2004,20,KIL Geon Ho,14,18,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
15,32.00,1:21.60,KOR,9320223,2005,11,YUN Chang Ha,15,16,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
16,30.00,1:22.89,KOR,9320237,2006,22,PARK Jaemin,16,15,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
17,28.00,1:23.47,KOR,9320122,1997,16,CHO Soung-hee,17,14,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
18,26.00,1:23.70,CHN,1124989,2002,7,LYU Meishuo,18,13,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
19,24.00,1:24.37,KOR,9320195,2002,2,LEE Junghoo,19,12,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
20,22.00,1:24.47,KOR,9320222,2005,6,PARK Jisung,20,11,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
21,20.00,1:25.97,JPN,9300973,2001,14,YOGO Ryusho,21,10,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
22,18.00,1:26.38,KOR,9320246,2006,23,KIM Sangyun,22,9,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
23,16.00,1:26.93,KOR,9320257,2008,26,KIM Minjae,23,8,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
24,14.00,1:27.20,KOR,9320214,2004,10,KIM Hyoungbin,24,7,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
25,12.00,1:31.21,KOR,9320267,2008,28,LEE Hyunseok,25,6,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
26,"",1:36.31,KOR,9320263,2008,29,CHOI Jiho,26,5,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
27,"",2:09.82,KOR,9320240,2006,24,KIM Ji Eon,27,4,Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
28,"","",CHN,9120160,2006,27,HUO Shuaijun,"","",Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
29,"","",JPN,9301035,2004,18,SUGIMOTO Shikoh,"","",Asian Cup Wanglong Ski Resrort (CHN),2024-03-18
