RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
33,"","",USA,9531136,1990,37,BURNS Robert,"","","Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
34,"","",USA,9531730,2006,33,CARR Taggert,"","","Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
35,"","",JPN,9300905,2002,56,KANEMATSU Naoki,"","","Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
36,"","",JPN,9300870,2001,51,SHIMIZU Daichi,"","","Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
37,"","",CAN,9101297,2004,64,WOOD Gabriel,"","","Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
1,320.00,1:23.51,CAN,9100945,2000,42,GAUDET Arnaud,1,100,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
2,256.00,1:23.96,CAN,9100570,1996,41,LEFEBVRE Jules,2,80,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
3,192.00,1:23.09,CAN,9101129,2002,40,HELDMAN Ben,3,60,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
4,160.00,1:23.51,JPN,9300856,2001,47,SHINOHARA Ryusuke,4,50,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
5,144.00,1:25.01,CAN,9100939,2000,38,NAZWASKI Michael,5,45,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
6,128.00,1:25.37,CAN,9101355,2005,32,FREEMAN Luis,6,40,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
7,115.20,1:25.65,USA,9531069,1997,46,UDOLF Dylan,7,36,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
8,102.40,1:25.70,JPN,7300127,1986,43,SHIBA Masaki,8,32,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
9,92.80,1:25.84,CAN,9100940,2000,50,BEHAN Jamie,9,29,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
10,83.20,1:26.49,CAN,9101030,2001,34,CARPENTIER Justin,10,26,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
11,76.80,1:26.72,USA,9530791,1994,44,ROSENCRANZ Ryan,11,24,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
12,70.40,1:27.84,USA,9531727,2006,31,SMITH Michael,12,22,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
13,64.00,1:27.94,JPN,9301037,2005,53,SUMINAGA Shogo,13,20,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
14,57.60,1:27.95,JPN,9301035,2004,45,SUGIMOTO Shikoh,14,18,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
15,51.20,1:28.08,CAN,9100748,1998,55,KILMER-CHOI Richard Riley,15,16,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
16,48.00,1:29.51,GBR,9220173,2006,39,CARPENTER Samuel,16,15,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
17,44.80,1:30.00,USA,9531573,2006,36,OVERSTAKE Walker,17,14,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
18,41.60,1:31.04,JPN,9300994,2003,57,SAEKI Reishi,18,13,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
19,38.40,1:32.65,CAN,9101331,2005,61,HOWDEN William,19,12,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
20,35.20,1:34.59,CAN,9101366,2006,48,HELDMAN Matthew,20,11,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
21,32.00,1:34.70,USA,9531571,2004,35,PIERCE Nicholas,21,10,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
22,28.80,1:34.90,JPN,9301087,2005,60,SEINO Yoshiki,22,9,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
23,25.60,1:35.38,JPN,9300973,2001,58,YOGO Ryusho,23,8,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
24,22.40,1:37.62,USA,9531068,1972,49,MCEWAN Everett,24,7,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
25,19.20,1:38.82,USA,9531492,2003,54,MCALLISTER Owen,25,6,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
26,16.00,1:41.74,CAN,9101490,2008,59,HUNE Luke,26,5,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
27,14.40,1:46.20,CAN,9101491,2008,66,THOMSON Cole,27,4,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
28,"",1:46.84,IND,1624962,1997,52,AHMAD LONE Zubair,28,3,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
29,"",1:58.17,JPN,9300979,2002,62,YAMADA Daigo,29,2,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
30,"",2:08.38,CAN,9101503,2007,67,WOOD Finlay,30,1,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
31,"","",JPN,9301135,2007,65,OKUDA Rento,"","","Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
32,"","",USA,9531044,1995,63,SACHER Conrad,"","","Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
