RowID,FIS Points,Nation,FIS code,Year,Bib,Athlete,Rank,Event Name,Date
1,110.00,CZE,9150333,2006,53,MINARIK Krystof,1,National Championships Dolni Morava (CZE),2024-01-07
2,88.00,POL,9430169,1999,39,RUTKOWSKI Mikolaj,2,National Championships Dolni Morava (CZE),2024-01-07
3,66.00,POL,9430012,1987,46,GASIENICA-DANIEL Andrzej,3,National Championships Dolni Morava (CZE),2024-01-07
4,55.00,CZE,9150168,1999,44,POCINEK Adam,4,National Championships Dolni Morava (CZE),2024-01-07
5,49.50,KOR,9320222,2005,50,PARK Jisung,5,National Championships Dolni Morava (CZE),2024-01-07
6,44.00,POL,9430191,2004,54,WILK Michal,6,National Championships Dolni Morava (CZE),2024-01-07
7,39.60,CZE,9150343,2006,51,TULACH Ondrej,7,National Championships Dolni Morava (CZE),2024-01-07
8,35.20,POL,9430154,2001,52,LUBONSKI Jakub,8,National Championships Dolni Morava (CZE),2024-01-07
9,31.90,POL,9430208,2006,47,KULPINSKI Anatol,9,National Championships Dolni Morava (CZE),2024-01-07
10,28.60,CZE,1473042,1980,45,BRUZEK Viktor,10,National Championships Dolni Morava (CZE),2024-01-07
11,26.40,POL,9430173,1989,48,PIEKAJ Lukasz,11,National Championships Dolni Morava (CZE),2024-01-07
12,24.20,CZE,7150003,1973,58,SONKA Jaroslav,12,National Championships Dolni Morava (CZE),2024-01-07
13,22.00,CZE,1696045,1971,42,SONKA Jiri,13,National Championships Dolni Morava (CZE),2024-01-07
14,19.80,CZE,1377206,1968,49,MAHOVSKY Kamil,14,National Championships Dolni Morava (CZE),2024-01-07
15,17.60,CZE,9150198,1977,41,KLEIN Tomas,15,National Championships Dolni Morava (CZE),2024-01-07
16,16.50,CZE,9150015,1984,43,RYS Michal,16,National Championships Dolni Morava (CZE),2024-01-07
17,15.40,CZE,9150162,1984,55,KRBEC Ondrej,17,National Championships Dolni Morava (CZE),2024-01-07
18,14.30,CZE,9150184,1971,57,SKRIPSKY Jan,18,National Championships Dolni Morava (CZE),2024-01-07
19,13.20,CZE,9150347,1972,56,KOZELSKY Radek,19,National Championships Dolni Morava (CZE),2024-01-07
20,"",CZE,9150221,1973,60,TULACH Jaroslav,20,National Championships Dolni Morava (CZE),2024-01-07
21,"",CZE,9150185,1953,59,KECLIK Jiri,21,National Championships Dolni Morava (CZE),2024-01-07
22,,"",CHOLEVA Petr,CZE,1698276,1974,"",National Championships Dolni Morava (CZE),2024-01-07
