RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Event Name,Date
33,"",35.92,TUR,9525030,2004,42,GULER Selin Gulce,33,FIS Nova Levante - Welschnofen (ITA),2024-01-28
34,"",40.47,ITA,9295240,2008,53,DORFMANN Emma,34,FIS Nova Levante - Welschnofen (ITA),2024-01-28
35,"",45.95,ITA,9295182,2003,29,VALLE Sofia,35,FIS Nova Levante - Welschnofen (ITA),2024-01-28
36,"","",CZE,9155052,1996,35,HOUZVICKOVA Kristyna,"",FIS Nova Levante - Welschnofen (ITA),2024-01-28
37,"","",ITA,9295233,2006,54,PINI Agnese,"",FIS Nova Levante - Welschnofen (ITA),2024-01-28
38,"","",ITA,9295236,2008,52,CALL Lucy,"",FIS Nova Levante - Welschnofen (ITA),2024-01-28
1,180.00,1:04.28,GER,9205104,2006,19,JANSING Salome,1,FIS Nova Levante - Welschnofen (ITA),2024-01-28
2,144.00,1:04.30,SUI,9515196,2002,32,HAUSER Ricarda,2,FIS Nova Levante - Welschnofen (ITA),2024-01-28
3,108.00,1:05.55,ITA,9295158,2003,31,FAVA Elisa,3,FIS Nova Levante - Welschnofen (ITA),2024-01-28
4,90.00,1:06.44,CZE,9155071,2003,24,SONKOVA Klara,4,FIS Nova Levante - Welschnofen (ITA),2024-01-28
5,81.00,1:05.29,UKR,9695023,2001,18,BODNARUK Vita,5,FIS Nova Levante - Welschnofen (ITA),2024-01-28
6,72.00,1:05.37,UKR,9695046,2005,21,PAVLIUK Eleonora,6,FIS Nova Levante - Welschnofen (ITA),2024-01-28
7,64.80,1:05.59,GER,9205103,2006,27,SCHEID Mathilda,7,FIS Nova Levante - Welschnofen (ITA),2024-01-28
8,57.60,1:05.90,SUI,9515236,2007,17,VON SIEBENTHAL Xenia,8,FIS Nova Levante - Welschnofen (ITA),2024-01-28
9,52.20,1:05.49,GER,9205112,2008,23,JANSING Zoe,9,FIS Nova Levante - Welschnofen (ITA),2024-01-28
10,46.80,1:06.08,AUT,9055107,2003,20,SCHOEFFMANN Pia,10,FIS Nova Levante - Welschnofen (ITA),2024-01-28
11,43.20,1:06.12,GER,9205105,2006,22,GUNKEL Hannah,11,FIS Nova Levante - Welschnofen (ITA),2024-01-28
12,39.60,1:06.25,GER,9205100,2005,33,BUCCIONI Aurelia,12,FIS Nova Levante - Welschnofen (ITA),2024-01-28
13,36.00,1:07.18,SUI,9515198,2002,46,KLEESATTEL Eliane,13,FIS Nova Levante - Welschnofen (ITA),2024-01-28
14,32.40,1:07.49,ITA,9295211,2005,36,RABANSER Sophie,14,FIS Nova Levante - Welschnofen (ITA),2024-01-28
15,28.80,1:07.54,AUT,9055118,2006,28,GAMS Marie,15,FIS Nova Levante - Welschnofen (ITA),2024-01-28
16,27.00,1:08.29,ITA,9295234,2008,49,CARNEVALI Giorgia,16,FIS Nova Levante - Welschnofen (ITA),2024-01-28
17,25.20,1:08.80,ITA,9295224,2006,39,MAMMONE Anna Victoria,17,FIS Nova Levante - Welschnofen (ITA),2024-01-28
18,23.40,1:08.81,GER,9205106,2007,43,REICHELMEIR Ina,18,FIS Nova Levante - Welschnofen (ITA),2024-01-28
19,21.60,1:08.83,ITA,9295200,2004,34,FACHIN Fabiana,19,FIS Nova Levante - Welschnofen (ITA),2024-01-28
20,19.80,1:09.38,CZE,9155116,2006,26,MARESOVA Emma Maya,20,FIS Nova Levante - Welschnofen (ITA),2024-01-28
21,18.00,1:09.44,AUT,9055128,2008,48,DABRINGER Franziska,21,FIS Nova Levante - Welschnofen (ITA),2024-01-28
22,16.20,1:09.70,TUR,9525029,2004,38,OZSOY Nisa,22,FIS Nova Levante - Welschnofen (ITA),2024-01-28
23,14.40,1:10.11,CZE,9155110,2006,37,BIEGELOVA Sofie,23,FIS Nova Levante - Welschnofen (ITA),2024-01-28
24,12.60,1:11.93,ITA,9295228,2005,45,LAMBER Viktoria,24,FIS Nova Levante - Welschnofen (ITA),2024-01-28
25,10.80,1:12.03,AUT,9055112,2004,40,NEUMANN Lisa,25,FIS Nova Levante - Welschnofen (ITA),2024-01-28
26,9.00,1:12.22,ITA,9295238,2007,50,FEDERSPIELER Sofia,26,FIS Nova Levante - Welschnofen (ITA),2024-01-28
27,8.10,1:12.95,ITA,9295178,2003,41,BOSSA Rachele,27,FIS Nova Levante - Welschnofen (ITA),2024-01-28
28,7.20,1:13.13,ITA,9295208,2005,51,ZIMMERHOFER Marlis,28,FIS Nova Levante - Welschnofen (ITA),2024-01-28
29,6.48,1:14.02,ITA,9295232,2007,47,BOSIA Chiara,29,FIS Nova Levante - Welschnofen (ITA),2024-01-28
30,5.76,1:16.05,GER,9205097,2005,30,TANIGUCHI Yuna,30,FIS Nova Levante - Welschnofen (ITA),2024-01-28
31,5.04,1:19.53,SUI,9515213,2004,25,BAETSCHI Laila Ursina,31,FIS Nova Levante - Welschnofen (ITA),2024-01-28
32,4.68,1:19.68,UKR,9695053,2008,44,HORDIICHUK Iryna,32,FIS Nova Levante - Welschnofen (ITA),2024-01-28
