RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,50.00,IRI,1264993,1:23.63,1986,16,KALHOR Hossein,1,FIS Tochal (IRI),2024-04-16
2,40.00,IRI,1264984,1:24.45,1984,17,SEYD Seyed Hossein,2,FIS Tochal (IRI),2024-04-16
3,30.00,IRI,9260152,1:26.97,2002,29,SOLGHANI Amirhassan,3,FIS Tochal (IRI),2024-04-16
4,25.00,IRI,9260023,1:28.22,1981,13,SAVEHDARBANDSARI Mohammad,4,FIS Tochal (IRI),2024-04-16
5,22.50,IRI,9260138,1:29.56,2002,22,JANI Ilia,5,FIS Tochal (IRI),2024-04-16
6,20.00,IRI,9260029,1:30.96,1989,23,JEYRODI Mahdi,6,FIS Tochal (IRI),2024-04-16
7,18.00,IRI,9260059,1:34.82,1990,26,KIASHEMSHAKI Pooria,7,FIS Tochal (IRI),2024-04-16
8,16.00,IRI,9260159,1:35.98,2004,25,SOLGHANI Amirmahdi,8,FIS Tochal (IRI),2024-04-16
9,14.50,IRI,9260064,1:43.27,1987,24,SAVEHDARBANDSARI Mohammad,9,FIS Tochal (IRI),2024-04-16
10,13.00,IRI,1264992,1:43.31,1970,33,KALHOR Feyzolah,10,FIS Tochal (IRI),2024-04-16
11,12.00,IRI,9260078,1:44.05,1988,28,KAVIANI Mahdi,11,FIS Tochal (IRI),2024-04-16
12,11.00,IRI,9260065,1:46.44,1978,27,AZHDARI MOGHADAM nima,12,FIS Tochal (IRI),2024-04-16
13,10.00,IRI,9260072,1:52.06,1993,31,DARBANDSARI Ali,13,FIS Tochal (IRI),2024-04-16
14,9.00,IRI,9260080,1:58.87,1982,30,BAKHTIARI Mohammad,14,FIS Tochal (IRI),2024-04-16
15,8.00,IRI,9260167,2:05.56,2004,34,PARSIAVASH Mani,15,FIS Tochal (IRI),2024-04-16
16,"",IRI,9260165,1:19.71,1986,32,ASADKHANI Amir,16,FIS Tochal (IRI),2024-04-16
