RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
1,200.00,1:16.61,CHN,1124951,1994,6,BI Ye,1,100,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
2,160.00,1:17.60,CHN,1124947,1991,17,SUN Huan,2,80,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
3,120.00,1:16.80,JPN,9300856,2001,14,SHINOHARA Ryusuke,3,60,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
4,100.00,1:15.33,CHN,1124989,2002,23,LYU Meishuo,4,50,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
5,90.00,1:12.83,KOR,9320129,1998,11,CHO Wan-Hee,5,45,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
6,80.00,1:14.01,CHN,1124998,2000,12,QIN Zihan,6,40,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
7,72.00,1:16.57,KOR,9320222,2005,2,PARK Jisung,7,36,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
8,64.00,1:17.87,CHN,9120159,2005,30,PENG Yuexi,8,32,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
9,58.00,1:15.52,KOR,9320127,1998,7,HONG Seung-Yeong,9,29,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
10,52.00,1:16.26,CHN,1124990,2001,24,DING Xuedong,10,26,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
11,48.00,1:16.74,CHN,9120076,2003,10,SHAO Yunyang,11,24,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
12,44.00,1:17.02,KOR,9320214,2004,5,KIM Hyoungbin,12,22,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
13,40.00,1:19.22,KOR,9320195,2002,15,LEE Junghoo,13,20,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
14,36.00,1:19.57,JPN,9301035,2004,1,SUGIMOTO Shikoh,14,18,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
15,32.00,1:19.77,CHN,9120160,2006,32,HUO Shuaijun,15,16,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
16,30.00,1:17.38,KOR,9320122,1997,4,CHO Soung-hee,16,15,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
17,28.00,1:19.85,JPN,9300994,2003,16,SAEKI Reishi,17,14,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
18,26.00,1:20.41,CHN,9120161,2006,31,YAO Ming,18,13,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
19,24.00,1:20.96,KOR,9320223,2005,3,YUN Chang Ha,19,12,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
20,22.00,1:21.46,KOR,9320217,2004,18,KIL Geon Ho,20,11,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
21,20.00,1:22.61,CHN,1124993,2002,13,BAN Xuefu,21,10,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
22,18.00,1:26.48,KOR,9320246,2006,20,KIM Sangyun,22,9,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
23,16.00,1:26.73,KOR,9320237,2006,19,PARK Jaemin,23,8,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
24,14.00,1:29.50,KOR,9320257,2008,26,KIM Minjae,24,7,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
25,12.00,1:30.89,JPN,9300973,2001,8,YOGO Ryusho,25,6,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
26,10.00,1:31.37,KOR,9320267,2008,27,LEE Hyunseok,26,5,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
27,9.00,1:35.75,MGL,1724976,2003,25,GANBAATAR Ganzorig,27,4,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
28,"",1:40.18,KOR,9320240,2006,21,KIM Ji Eon,28,3,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
29,"",1:50.23,MGL,1724979,1992,29,ZORIGT Ganbaatar,29,2,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
30,"",2:18.06,KOR,9320263,2008,28,CHOI Jiho,30,1,Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
31,"","",JPN,9300905,2002,9,KANEMATSU Naoki,"","",Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
32,"","",JPN,9300979,2002,22,YAMADA Daigo,"","",Asian Cup Cuiyunshan Galaxy Ski Resort (CHN),2024-03-12
