RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Rank,Athlete,Cup Points,Event Name,Date
33,24.00,"",JPN,9300870,2001,55,33,SHIMIZU Daichi,"",World Cup Scuol (SUI),2024-01-13
34,22.00,42.10,AUT,9050196,1995,45,34,JURITZ Aron,"",World Cup Scuol (SUI),2024-01-13
35,20.00,42.93,CZE,9150168,1999,59,35,POCINEK Adam,"",World Cup Scuol (SUI),2024-01-13
36,"",44.07,CAN,9100748,1998,57,36,KILMER-CHOI Richard Riley,"",World Cup Scuol (SUI),2024-01-13
37,"",44.24,UKR,9690062,1995,60,37,BELINSKYI Oleksandr,"",World Cup Scuol (SUI),2024-01-13
38,"",50.92,USA,9530791,1994,58,38,ROSENCRANZ Ryan,"",World Cup Scuol (SUI),2024-01-13
39,"","",USA,9531069,1997,56,"",UDOLF Dylan,"",World Cup Scuol (SUI),2024-01-13
40,"","",JPN,9300905,2002,51,"",KANEMATSU Naoki,"",World Cup Scuol (SUI),2024-01-13
41,"","",AUT,9050297,2003,50,"",KARNER Christoph,"",World Cup Scuol (SUI),2024-01-13
42,"","",CAN,9101129,2002,41,"",HELDMAN Ben,"",World Cup Scuol (SUI),2024-01-13
43,"","",BUL,1094969,1990,34,"",YANKOV Radoslav,"",World Cup Scuol (SUI),2024-01-13
44,"","",SUI,9510316,1995,30,"",CAVIEZEL Dario,"",World Cup Scuol (SUI),2024-01-13
1,1000.00,1:20.54,AUT,1054984,1985,2,1,KARL Benjamin,100,World Cup Scuol (SUI),2024-01-13
2,800.00,1:20.42,SLO,9560053,1991,1,2,MASTNAK Tim,80,World Cup Scuol (SUI),2024-01-13
3,600.00,1:21.83,AUT,1093190,1980,11,3,PROMMEGGER Andreas,60,World Cup Scuol (SUI),2024-01-13
4,500.00,1:21.83,ITA,1163127,1980,12,4,FISCHNALLER Roland,50,World Cup Scuol (SUI),2024-01-13
5,450.00,1:21.70,AUT,9050238,1997,9,5,AUNER Arvid,45,World Cup Scuol (SUI),2024-01-13
6,400.00,1:21.77,GER,9200128,1999,10,6,HUBER Elias,40,World Cup Scuol (SUI),2024-01-13
7,360.00,1:21.87,ITA,7538766,1986,13,7,MARCH Aaron,36,World Cup Scuol (SUI),2024-01-13
8,320.00,1:21.91,SLO,1659088,1984,14,8,KOSIR Zan,32,World Cup Scuol (SUI),2024-01-13
9,290.00,1:20.67,ITA,9290107,1991,3,9,CORATTI Edwin,29,World Cup Scuol (SUI),2024-01-13
10,260.00,1:20.68,ITA,9290227,1995,4,10,BAGOZZA Daniele,26,World Cup Scuol (SUI),2024-01-13
11,240.00,1:21.09,AUT,9050217,1996,5,11,OBMANN Fabian,24,World Cup Scuol (SUI),2024-01-13
12,220.00,1:21.10,KOR,9320091,1995,6,12,LEE Sangho,22,World Cup Scuol (SUI),2024-01-13
13,200.00,1:21.62,ITA,9290200,1994,7,13,BORMOLINI Maurizio,20,World Cup Scuol (SUI),2024-01-13
14,180.00,1:21.68,POL,9430120,1996,8,14,KWIATKOWSKI Oskar,18,World Cup Scuol (SUI),2024-01-13
15,160.00,1:22.07,AUT,9050042,1989,15,15,PAYER Alexander,16,World Cup Scuol (SUI),2024-01-13
16,150.00,1:22.45,JPN,7300127,1986,16,16,SHIBA Masaki,15,World Cup Scuol (SUI),2024-01-13
17,140.00,1:22.59,CAN,9100570,1996,54,17,LEFEBVRE Jules,14,World Cup Scuol (SUI),2024-01-13
18,130.00,1:22.80,AUT,9050279,2001,44,18,BURGSTALLER Dominik,13,World Cup Scuol (SUI),2024-01-13
19,130.00,1:22.80,GER,9200092,1993,31,18,BAUMEISTER Stefan,13,World Cup Scuol (SUI),2024-01-13
20,110.00,1:22.86,SUI,9510417,2000,35,20,CASANOVA Gian,11,World Cup Scuol (SUI),2024-01-13
21,100.00,1:22.92,SLO,7560012,1986,38,21,MARGUC Rok,10,World Cup Scuol (SUI),2024-01-13
22,90.00,1:22.94,GER,9200145,2000,43,22,ANGENEND Yannik,9,World Cup Scuol (SUI),2024-01-13
23,80.00,1:23.05,AUT,9050272,2001,47,23,PINK Matthaeus,8,World Cup Scuol (SUI),2024-01-13
24,70.00,1:23.11,KOR,9320014,1989,29,24,KIM Sangkyum,7,World Cup Scuol (SUI),2024-01-13
25,60.00,1:23.26,POL,9430124,1996,40,25,NOWACZYK Michal,6,World Cup Scuol (SUI),2024-01-13
26,50.00,1:23.38,ITA,9290151,1992,27,26,FELICETTI Mirko,5,World Cup Scuol (SUI),2024-01-13
27,45.00,1:23.66,AUT,9050029,1988,48,27,KISLINGER Sebastian,4,World Cup Scuol (SUI),2024-01-13
28,40.00,1:23.80,CAN,9100939,2000,53,28,NAZWASKI Michael,3,World Cup Scuol (SUI),2024-01-13
29,36.00,1:24.02,CAN,9100945,2000,42,29,GAUDET Arnaud,2,World Cup Scuol (SUI),2024-01-13
30,32.00,1:24.27,GER,9200158,2001,46,30,PRANTL Ole-Mikkel,1,World Cup Scuol (SUI),2024-01-13
31,28.00,1:25.64,CAN,9100940,2000,52,31,BEHAN Jamie,"",World Cup Scuol (SUI),2024-01-13
32,26.00,"",USA,9531244,2000,49,32,WINTERS Cody,"",World Cup Scuol (SUI),2024-01-13
