RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Rank,Athlete,Cup Points,Event Name,Date
33,"",44.23,ITA,9290514,2007,43,33,CRAZZOLARA Kevin,"",European Cup Folgaria (ITA),2024-01-11
34,"",45.65,FRA,9190630,1973,57,34,ABADIE William,"",European Cup Folgaria (ITA),2024-01-11
35,"","",POL,9430208,2006,40,"",KULPINSKI Anatol,"",European Cup Folgaria (ITA),2024-01-11
36,"","",ITA,9290474,2005,58,"",SIORPAES Giacomo,"",European Cup Folgaria (ITA),2024-01-11
37,"","",SUI,9510555,2007,54,"",MOSCA Nuri,"",European Cup Folgaria (ITA),2024-01-11
38,"","",SUI,9510546,2006,52,"",MEISSER Nicola,"",European Cup Folgaria (ITA),2024-01-11
39,"","",SUI,9510518,2005,51,"",KATHRINER Arne,"",European Cup Folgaria (ITA),2024-01-11
40,"","",CZE,9150343,2006,41,"",TULACH Ondrej,"",European Cup Folgaria (ITA),2024-01-11
41,"","",POL,9430012,1987,35,"",GASIENICA-DANIEL Andrzej,"",European Cup Folgaria (ITA),2024-01-11
42,"","",AUT,9050308,2004,33,"",TREFFLER Julian,"",European Cup Folgaria (ITA),2024-01-11
43,"","",UKR,9690121,1999,18,"",KHARUK Mykhailo,"",European Cup Folgaria (ITA),2024-01-11
1,240.00,0.00,GER,9200158,2001,24,1,PRANTL Ole-Mikkel,100,European Cup Folgaria (ITA),2024-01-11
2,192.00,0.00,KOR,9320197,2002,31,2,MA Junho,80,European Cup Folgaria (ITA),2024-01-11
3,144.00,0.00,GER,9200208,2005,36,3,RIEL Benedikt,60,European Cup Folgaria (ITA),2024-01-11
4,120.00,0.00,GER,9200145,2000,22,4,ANGENEND Yannik,50,European Cup Folgaria (ITA),2024-01-11
5,108.00,1:09.26,ITA,9290395,2002,32,5,LANTSCHNER Fabian,45,European Cup Folgaria (ITA),2024-01-11
6,96.00,1:10.98,ITA,9290464,2005,17,6,ZIMMERHOFER Elias,40,European Cup Folgaria (ITA),2024-01-11
7,86.40,1:11.84,GER,9200191,2003,23,7,KUEHNHAUSER Max,36,European Cup Folgaria (ITA),2024-01-11
8,76.80,1:14.20,ITA,9290437,2004,38,8,DA COL Tommaso Felice,32,European Cup Folgaria (ITA),2024-01-11
9,69.60,1:10.80,CZE,9150333,2006,26,9,MINARIK Krystof,29,European Cup Folgaria (ITA),2024-01-11
10,62.40,1:11.22,ITA,9290463,2005,19,10,SANTUARI Mike,26,European Cup Folgaria (ITA),2024-01-11
11,57.60,1:11.92,ITA,9290441,2004,39,11,DORFMANN Simon,24,European Cup Folgaria (ITA),2024-01-11
12,52.80,1:13.05,KOR,9320222,2005,44,12,PARK Jisung,22,European Cup Folgaria (ITA),2024-01-11
13,48.00,1:13.24,GER,9200176,2002,21,13,TANIGUCHI Kaijo,20,European Cup Folgaria (ITA),2024-01-11
14,43.20,1:13.46,UKR,9690062,1995,45,14,BELINSKYI Oleksandr,18,European Cup Folgaria (ITA),2024-01-11
15,38.40,1:14.38,AUS,9040213,1999,27,15,EDMANSON Harvey,16,European Cup Folgaria (ITA),2024-01-11
16,36.00,1:14.79,ITA,1020634,1973,46,16,RABANSER Georg,15,European Cup Folgaria (ITA),2024-01-11
17,33.60,1:14.89,POL,9430169,1999,34,17,RUTKOWSKI Mikolaj,14,European Cup Folgaria (ITA),2024-01-11
18,31.20,1:15.24,ITA,9290515,2007,20,18,RABANSER Tommy,13,European Cup Folgaria (ITA),2024-01-11
19,28.80,1:15.73,AUT,9050316,2005,29,19,PIETSCH Werner,12,European Cup Folgaria (ITA),2024-01-11
20,26.40,1:16.06,ITA,9290330,1999,53,20,CASTELLO Jamie Lee,11,European Cup Folgaria (ITA),2024-01-11
21,24.00,1:17.37,GER,9200201,2004,42,21,SOBINGER Tim,10,European Cup Folgaria (ITA),2024-01-11
22,21.60,1:17.68,ITA,9290524,2007,47,22,MUTSCHLECHNER Philipp,9,European Cup Folgaria (ITA),2024-01-11
23,19.20,1:17.91,POL,9430191,2004,49,23,WILK Michal,8,European Cup Folgaria (ITA),2024-01-11
24,16.80,1:19.56,GER,9200203,2004,28,24,VOJTASEK Samuel,7,European Cup Folgaria (ITA),2024-01-11
25,14.40,1:21.05,ITA,9290532,2008,56,25,APOLLONIO Luca,6,European Cup Folgaria (ITA),2024-01-11
26,12.00,1:22.45,ITA,9290530,2007,48,26,DA COL Edoardo Leone,5,European Cup Folgaria (ITA),2024-01-11
27,10.80,1:23.34,ITA,9290497,2006,30,27,HALLER Manuel,4,European Cup Folgaria (ITA),2024-01-11
28,9.60,1:28.04,ITA,9290547,2008,59,28,POMPANIN Alessandro,3,European Cup Folgaria (ITA),2024-01-11
29,8.64,1:37.36,GER,9200210,2005,50,29,ADLER Felix Nepomuk,2,European Cup Folgaria (ITA),2024-01-11
30,7.68,35.48,GER,9200128,1999,25,30,HUBER Elias,1,European Cup Folgaria (ITA),2024-01-11
31,6.72,36.68,LAT,9550007,1983,37,31,KORDE Edijs,"",European Cup Folgaria (ITA),2024-01-11
32,"",39.33,GER,9200234,2008,55,32,SCHWERDT Samuel,"",European Cup Folgaria (ITA),2024-01-11
