RowID,Nation,FIS code,Year,Time,Bib,Athlete,Rank,Event Name,Date
33,UKR,1699984,1997,54.41,45,MALOVANNA Oleksandra,33,Qualification Krynica (POL),2024-02-25
34,POL,9435097,2004,56.21,55,POLTORAK Karolina,34,Qualification Krynica (POL),2024-02-25
35,POL,9435098,2004,56.61,56,PIWOWARCZYK Natasza,35,Qualification Krynica (POL),2024-02-25
36,POL,9435094,2004,56.93,52,KACICZAK Olga,36,Qualification Krynica (POL),2024-02-25
37,JPN,9305432,2003,59.16,50,KANAZAWA Noa,37,Qualification Krynica (POL),2024-02-25
38,POL,9435100,2005,1:04.57,53,ZAPALA Sonia,38,Qualification Krynica (POL),2024-02-25
39,POL,9435077,2000,"",41,KWIATKOWSKA Olimpia,"",Qualification Krynica (POL),2024-02-25
40,POL,9435104,2006,"",38,DAWIDEK Weronika,"",Qualification Krynica (POL),2024-02-25
1,AUT,9055071,1998,1:39.54,24,ULBING Daniela,1,Qualification Krynica (POL),2024-02-25
2,GER,9205058,1996,1:40.02,20,HOFMEISTER Ramona Theresia,2,Qualification Krynica (POL),2024-02-25
3,JPN,9305427,2003,1:40.35,25,MIKI Tsubaki,3,Qualification Krynica (POL),2024-02-25
4,SUI,9515102,1993,1:41.36,26,JENNY Ladina,4,Qualification Krynica (POL),2024-02-25
5,ITA,9295145,1997,1:41.40,27,DALMASSO Lucia,5,Qualification Krynica (POL),2024-02-25
6,UKR,1699945,1990,1:41.48,34,DANCHA Annamari,6,Qualification Krynica (POL),2024-02-25
7,AUT,1004920,1973,1:41.67,21,RIEGLER Claudia,7,Qualification Krynica (POL),2024-02-25
8,ITA,9295132,1999,1:42.30,31,CAFFONT Elisa,8,Qualification Krynica (POL),2024-02-25
9,GER,9205050,1994,1:42.70,18,LOCH Cheyenne,9,Qualification Krynica (POL),2024-02-25
10,GER,9205056,1996,1:42.99,22,HOCHREITER Melanie,10,Qualification Krynica (POL),2024-02-25
11,SLO,1569955,1989,1:43.08,23,KOTNIK Gloria,11,Qualification Krynica (POL),2024-02-25
12,NED,9405023,1996,1:43.21,19,DEKKER Michelle,12,Qualification Krynica (POL),2024-02-25
13,KOR,9325017,1995,1:44.22,28,JEONG Haerim,13,Qualification Krynica (POL),2024-02-25
14,AUT,9055032,1992,1:44.30,17,SCHOEFFMANN Sabine,14,Qualification Krynica (POL),2024-02-25
15,USA,9535569,2003,1:44.39,33,PFLUM Iris,15,Qualification Krynica (POL),2024-02-25
16,SUI,9515154,1997,1:45.00,35,GASSER Larissa,16,Qualification Krynica (POL),2024-02-25
17,ITA,9295158,2003,1:45.30,39,FAVA Elisa,17,Qualification Krynica (POL),2024-02-25
18,BUL,1605641,1982,1:45.55,51,PENTCHEVA Teodora,18,Qualification Krynica (POL),2024-02-25
19,JPN,1543464,1983,1:45.61,32,TAKEUCHI Tomoka,19,Qualification Krynica (POL),2024-02-25
20,CZE,9155071,2003,1:46.07,40,SONKOVA Klara,20,Qualification Krynica (POL),2024-02-25
21,UKR,9695036,2003,1:46.44,43,HAPATYN Nadiia,21,Qualification Krynica (POL),2024-02-25
22,AUT,9055100,2002,1:46.79,49,PICHELKASTNER Jessica,22,Qualification Krynica (POL),2024-02-25
23,CAN,9105518,2005,1:46.83,42,MOISAN Aurelie,23,Qualification Krynica (POL),2024-02-25
24,POL,9435030,1991,1:47.14,48,BIELA-NOWACZYK Weronika,24,Qualification Krynica (POL),2024-02-25
25,POL,9435070,1999,1:47.17,36,BUKOWSKA-CHYC Maria,25,Qualification Krynica (POL),2024-02-25
26,AUT,9055093,2001,1:51.92,46,KAINZ Carmen,26,Qualification Krynica (POL),2024-02-25
27,CAN,9105371,2000,1:57.38,37,BUCK Kaylie,27,Qualification Krynica (POL),2024-02-25
28,POL,9435099,2004,1:57.47,54,STOKLOSA Natalia,28,Qualification Krynica (POL),2024-02-25
29,SUI,9515082,1992,"",29,ZOGG Julie,29,Qualification Krynica (POL),2024-02-25
30,CZE,9155072,2003,"",30,MADEROVA Zuzana,30,Qualification Krynica (POL),2024-02-25
31,AUT,9055101,2002,"",44,WEIS Miriam,31,Qualification Krynica (POL),2024-02-25
32,CZE,9155107,2005,"",47,KECLIKOVA Adela,32,Qualification Krynica (POL),2024-02-25
