RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Rank,Athlete,Cup Points,Event Name,Date
22,90.00,1:05.19,KOR,9320014,1989,26,22,KIM Sangkyum,9,World Cup Simonhöhe (AUT),2024-01-27
23,80.00,1:05.31,AUT,9050297,2003,49,23,KARNER Christoph,8,World Cup Simonhöhe (AUT),2024-01-27
24,80.00,1:05.31,AUT,9050029,1988,45,23,KISLINGER Sebastian,8,World Cup Simonhöhe (AUT),2024-01-27
25,60.00,1:05.45,AUT,9050196,1995,46,25,JURITZ Aron,6,World Cup Simonhöhe (AUT),2024-01-27
26,50.00,1:05.73,BUL,1094969,1990,38,26,YANKOV Radoslav,5,World Cup Simonhöhe (AUT),2024-01-27
27,45.00,1:05.88,GER,9200158,2001,48,27,PRANTL Ole-Mikkel,4,World Cup Simonhöhe (AUT),2024-01-27
28,40.00,1:05.96,GER,9200145,2000,44,28,ANGENEND Yannik,3,World Cup Simonhöhe (AUT),2024-01-27
29,36.00,1:05.97,GER,9200092,1993,34,29,BAUMEISTER Stefan,2,World Cup Simonhöhe (AUT),2024-01-27
30,32.00,1:06.69,CZE,9150333,2006,52,30,MINARIK Krystof,1,World Cup Simonhöhe (AUT),2024-01-27
31,28.00,1:06.73,CAN,9100939,2000,54,31,NAZWASKI Michael,"",World Cup Simonhöhe (AUT),2024-01-27
32,26.00,"",AUT,9050238,1997,33,32,AUNER Arvid,"",World Cup Simonhöhe (AUT),2024-01-27
33,24.00,33.07,AUT,9050272,2001,47,33,PINK Matthaeus,"",World Cup Simonhöhe (AUT),2024-01-27
34,22.00,33.29,UKR,9690121,1999,51,34,KHARUK Mykhailo,"",World Cup Simonhöhe (AUT),2024-01-27
35,20.00,33.31,CAN,9100570,1996,57,35,LEFEBVRE Jules,"",World Cup Simonhöhe (AUT),2024-01-27
36,19.70,33.46,CAN,9100940,2000,53,36,BEHAN Jamie,"",World Cup Simonhöhe (AUT),2024-01-27
37,19.40,33.62,KOR,9320197,2002,64,37,MA Junho,"",World Cup Simonhöhe (AUT),2024-01-27
38,19.10,33.63,KOR,9320222,2005,65,38,PARK Jisung,"",World Cup Simonhöhe (AUT),2024-01-27
39,18.80,33.66,JPN,9300870,2001,59,39,SHIMIZU Daichi,"",World Cup Simonhöhe (AUT),2024-01-27
40,18.50,33.75,JPN,9300856,2001,63,40,SHINOHARA Ryusuke,"",World Cup Simonhöhe (AUT),2024-01-27
41,18.20,33.95,USA,9531069,1997,60,41,UDOLF Dylan,"",World Cup Simonhöhe (AUT),2024-01-27
42,17.90,34.09,AUS,9040213,1999,67,42,EDMANSON Harvey,"",World Cup Simonhöhe (AUT),2024-01-27
43,17.60,34.38,CAN,9100748,1998,62,43,KILMER-CHOI Richard Riley,"",World Cup Simonhöhe (AUT),2024-01-27
44,"",34.47,CZE,9150168,1999,66,44,POCINEK Adam,"",World Cup Simonhöhe (AUT),2024-01-27
45,"",34.49,ITA,9290464,2005,61,45,ZIMMERHOFER Elias,"",World Cup Simonhöhe (AUT),2024-01-27
46,"",35.23,AUT,9050316,2005,56,46,PIETSCH Werner,"",World Cup Simonhöhe (AUT),2024-01-27
47,"",38.94,ITA,9290395,2002,50,47,LANTSCHNER Fabian,"",World Cup Simonhöhe (AUT),2024-01-27
48,"","",ITA,9290463,2005,58,"",SANTUARI Mike,"",World Cup Simonhöhe (AUT),2024-01-27
49,"","",CAN,9101030,2001,55,"",CARPENTIER Justin,"",World Cup Simonhöhe (AUT),2024-01-27
50,"","",CAN,9101129,2002,40,"",HELDMAN Ben,"",World Cup Simonhöhe (AUT),2024-01-27
51,"","",AUT,9050308,2004,68,"",TREFFLER Julian,"",World Cup Simonhöhe (AUT),2024-01-27
52,"","",KOR,9320091,1995,18,"",LEE Sangho,"",World Cup Simonhöhe (AUT),2024-01-27
