RowID,FIS Points,Nation,FIS code,Year,Bib,Athlete,Rank,Event Name,Date
1,200.00,AUT,9055101,2002,26,WEIS Miriam,1,FIS Moninec (CZE),2023-12-21
2,160.00,JPN,9305432,2003,18,KANAZAWA Noa,2,FIS Moninec (CZE),2023-12-21
3,120.00,AUT,9055107,2003,23,SCHOEFFMANN Pia,3,FIS Moninec (CZE),2023-12-21
4,100.00,ITA,9295182,2003,20,VALLE Sofia,4,FIS Moninec (CZE),2023-12-21
5,90.00,GER,9205104,2006,29,JANSING Salome,5,FIS Moninec (CZE),2023-12-21
6,80.00,GER,9205105,2006,32,GUNKEL Hannah,6,FIS Moninec (CZE),2023-12-21
7,72.00,ITA,9295158,2003,22,FAVA Elisa,7,FIS Moninec (CZE),2023-12-21
8,64.00,UKR,9695023,2001,24,BODNARUK Vita,8,FIS Moninec (CZE),2023-12-21
9,58.00,AUT,9055100,2002,31,PICHELKASTNER Jessica,9,FIS Moninec (CZE),2023-12-21
10,52.00,AUT,9055093,2001,25,KAINZ Carmen,10,FIS Moninec (CZE),2023-12-21
11,48.00,CZE,9155107,2005,30,KECLIKOVA Adela,11,FIS Moninec (CZE),2023-12-21
12,48.00,GER,9205097,2005,17,TANIGUCHI Yuna,11,FIS Moninec (CZE),2023-12-21
13,40.00,JPN,9305291,1996,33,TOYODA Asa,13,FIS Moninec (CZE),2023-12-21
14,36.00,CZE,9155071,2003,27,SONKOVA Klara,14,FIS Moninec (CZE),2023-12-21
15,32.00,UKR,1699984,1997,28,MALOVANNA Oleksandra,15,FIS Moninec (CZE),2023-12-21
16,30.00,GER,9205103,2006,19,SCHEID Mathilda,16,FIS Moninec (CZE),2023-12-21
17,28.00,ITA,9295211,2005,39,RABANSER Sophie,17,FIS Moninec (CZE),2023-12-21
18,26.00,SUI,9515198,2002,43,KLEESATTEL Eliane,18,FIS Moninec (CZE),2023-12-21
19,24.00,ITA,9295200,2004,36,FACHIN Fabiana,19,FIS Moninec (CZE),2023-12-21
20,22.00,ITA,9295224,2006,42,MAMMONE Anna Victoria,20,FIS Moninec (CZE),2023-12-21
21,20.00,CZE,9155052,1996,35,HOUZVICKOVA Kristyna,21,FIS Moninec (CZE),2023-12-21
22,18.00,POL,9435097,2004,34,POLTORAK Karolina,22,FIS Moninec (CZE),2023-12-21
23,16.00,CZE,9155137,2007,38,OTIPKOVA Hana,23,FIS Moninec (CZE),2023-12-21
24,14.00,JPN,9305438,2003,40,IIOKA Maika,24,FIS Moninec (CZE),2023-12-21
25,"",ITA,9295178,2003,41,BOSSA Rachele,25,FIS Moninec (CZE),2023-12-21
26,"",KOR,9325092,2007,44,CHO Sumin,26,FIS Moninec (CZE),2023-12-21
27,,"",KACICZAK Olga,POL,9435094,2004,"",FIS Moninec (CZE),2023-12-21
28,,"",JANSING Zoe,GER,9205112,2008,"",FIS Moninec (CZE),2023-12-21
