RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Event Name,Date
33,"","",USA,9531793,2007,215,GUJDA Lukas,"","National Championships Copper Mountain, CO (USA)",2024-04-04
1,100.00,93.33,USA,9531743,2008,250,HENRIQUEZ Lj,1,"National Championships Copper Mountain, CO (USA)",2024-04-04
2,82.60,84.67,USA,9531503,2005,216,CAVANAGH Connor,2,"National Championships Copper Mountain, CO (USA)",2024-04-04
3,68.90,82.67,USA,9531684,2006,249,SOLOMON Will,3,"National Championships Copper Mountain, CO (USA)",2024-04-04
4,58.00,72.33,USA,9531687,2007,207,AVALLONE Noah,4,"National Championships Copper Mountain, CO (USA)",2024-04-04
5,49.30,66.33,USA,9531771,2008,218,TAGGART Jack,5,"National Championships Copper Mountain, CO (USA)",2024-04-04
6,42.40,65.00,USA,9531681,2007,224,DHAWORNVEJ Caleb,6,"National Championships Copper Mountain, CO (USA)",2024-04-04
7,36.80,64.00,USA,9531657,2005,239,HAMRIC Jesse,7,"National Championships Copper Mountain, CO (USA)",2024-04-04
8,32.20,63.33,USA,9531605,2006,252,FEDOROWYCZ Lys,8,"National Championships Copper Mountain, CO (USA)",2024-04-04
9,28.50,38.00,USA,9531659,2005,248,CLEMENTE Jackie,9,"National Championships Copper Mountain, CO (USA)",2024-04-04
10,25.50,33.67,USA,9531767,2008,230,TOMAIER Ewen,10,"National Championships Copper Mountain, CO (USA)",2024-04-04
11,22.90,31.00,USA,9531487,2004,235,FREITAS Jaden,11,"National Championships Copper Mountain, CO (USA)",2024-04-04
12,20.70,28.33,USA,9531661,2006,220,MURESAN Wesley,12,"National Championships Copper Mountain, CO (USA)",2024-04-04
13,18.80,55.67,USA,9531766,2006,247,STITT Bobby,13,"National Championships Copper Mountain, CO (USA)",2024-04-04
14,17.10,55.00,USA,9531806,2008,241,ADIB-SAMII Alejandro,14,"National Championships Copper Mountain, CO (USA)",2024-04-04
15,15.60,50.00,THA,1900013,2004,246,SCURES Jadon Worawong,15,"National Championships Copper Mountain, CO (USA)",2024-04-04
16,14.30,46.00,USA,9531759,2007,240,LEYVA Leo,16,"National Championships Copper Mountain, CO (USA)",2024-04-04
17,13.10,42.67,USA,9531588,2004,212,PYLE Elijah,17,"National Championships Copper Mountain, CO (USA)",2024-04-04
18,11.90,41.00,USA,9532036,2003,237,KEITH Calvin,18,"National Championships Copper Mountain, CO (USA)",2024-04-04
19,10.90,39.67,KOR,9320248,2009,255,JEON Yunsoo,19,"National Championships Copper Mountain, CO (USA)",2024-04-04
20,9.90,36.33,USA,9531951,2005,213,MEDLEY Joseph,20,"National Championships Copper Mountain, CO (USA)",2024-04-04
21,8.90,34.00,KOR,9320266,2010,256,GO Taegyeong,21,"National Championships Copper Mountain, CO (USA)",2024-04-04
22,7.90,33.67,USA,9531883,2003,227,NIQUETTE Seph,22,"National Championships Copper Mountain, CO (USA)",2024-04-04
23,7.00,31.67,KOR,9320244,2007,254,LEE Si-Hyun,23,"National Championships Copper Mountain, CO (USA)",2024-04-04
24,6.10,28.00,USA,9531905,2009,221,GREENHOUSE Mac,24,"National Championships Copper Mountain, CO (USA)",2024-04-04
25,5.20,25.33,USA,9531805,2008,242,SU Talon,25,"National Championships Copper Mountain, CO (USA)",2024-04-04
26,4.40,23.33,USA,9531616,2006,214,KUCH Tanner,26,"National Championships Copper Mountain, CO (USA)",2024-04-04
27,3.50,22.00,USA,9531985,2007,236,SAMPEY Kody,27,"National Championships Copper Mountain, CO (USA)",2024-04-04
28,2.60,19.33,USA,9531693,2007,231,DENHARDT Eric,28,"National Championships Copper Mountain, CO (USA)",2024-04-04
29,1.80,18.00,USA,9531682,2007,251,LEAL Luke,29,"National Championships Copper Mountain, CO (USA)",2024-04-04
30,0.90,16.00,USA,9531566,2004,233,MOON Jaxson,30,"National Championships Copper Mountain, CO (USA)",2024-04-04
31,0.10,4.67,AUS,9040343,2008,225,BOTTERILL Milo,31,"National Championships Copper Mountain, CO (USA)",2024-04-04
32,"","",USA,9532001,2005,244,WATSON Tyler,"","National Championships Copper Mountain, CO (USA)",2024-04-04
