RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,200.00,UKR,1699945,1:12.61,1990,4,DANCHA Annamari,1,National Championships Bukovel (UKR),2024-02-14
2,160.00,UKR,9695023,1:14.14,2001,1,BODNARUK Vita,2,National Championships Bukovel (UKR),2024-02-14
3,120.00,UKR,9695036,1:15.32,2003,3,HAPATYN Nadiia,3,National Championships Bukovel (UKR),2024-02-14
4,100.00,UKR,1699984,1:15.68,1997,5,MALOVANNA Oleksandra,4,National Championships Bukovel (UKR),2024-02-14
5,90.00,UKR,9695046,1:18.50,2005,2,PAVLIUK Eleonora,5,National Championships Bukovel (UKR),2024-02-14
6,80.00,UKR,9695053,1:20.27,2008,11,HORDIICHUK Iryna,6,National Championships Bukovel (UKR),2024-02-14
7,72.00,UKR,9695027,1:24.41,2002,7,ZORIA Yevheniia,7,National Championships Bukovel (UKR),2024-02-14
8,64.00,UKR,9695045,1:28.38,2005,6,MATSIUK Sofiia,8,National Championships Bukovel (UKR),2024-02-14
9,58.00,UKR,9695008,1:31.47,2000,9,MYKHALKO Elizabet,9,National Championships Bukovel (UKR),2024-02-14
10,52.00,UKR,9695051,1:34.39,2006,8,BODNAR Anastasiia,10,National Championships Bukovel (UKR),2024-02-14
11,48.00,UKR,9695052,1:37.24,2007,10,BUGIR Yelyzaveta,11,National Championships Bukovel (UKR),2024-02-14
12,44.00,UKR,9695055,1:39.68,2007,13,RAMIRES-ERNANDES Kateryna,12,National Championships Bukovel (UKR),2024-02-14
13,"",UKR,9695037,1:49.91,1990,15,LIUKHANOVA-ZAIETS Mariana,13,National Championships Bukovel (UKR),2024-02-14
14,"",UKR,9695033,"",2000,14,NAUMENKO Kateryna,"",National Championships Bukovel (UKR),2024-02-14
15,"",UKR,9695054,"",2008,12,BOIKO Yordana,"",National Championships Bukovel (UKR),2024-02-14
