RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,110.00,ITA,9290515,1:10.98,2007,76,RABANSER Tommy,1,Junior Simonhöhe (AUT),2024-01-05
2,88.00,ITA,9290497,1:11.01,2006,81,HALLER Manuel,2,Junior Simonhöhe (AUT),2024-01-05
3,66.00,ITA,9290463,1:12.15,2005,75,SANTUARI Mike,3,Junior Simonhöhe (AUT),2024-01-05
4,55.00,GER,9200203,1:12.04,2004,70,VOJTASEK Samuel,4,Junior Simonhöhe (AUT),2024-01-05
5,49.50,ITA,9290464,1:12.54,2005,69,ZIMMERHOFER Elias,5,Junior Simonhöhe (AUT),2024-01-05
6,44.00,AUT,9050318,1:13.33,2006,71,HAMMERSCHMIDT Lion,6,Junior Simonhöhe (AUT),2024-01-05
7,39.60,AUT,9050324,1:13.44,2007,68,GRAVOGL Joachim,7,Junior Simonhöhe (AUT),2024-01-05
8,35.20,GER,9200208,1:13.73,2005,80,RIEL Benedikt,8,Junior Simonhöhe (AUT),2024-01-05
9,31.90,AUT,9050308,1:13.51,2004,79,TREFFLER Julian,9,Junior Simonhöhe (AUT),2024-01-05
10,28.60,GER,9200201,1:14.45,2004,72,SOBINGER Tim,10,Junior Simonhöhe (AUT),2024-01-05
11,26.40,ITA,9290514,1:14.90,2007,83,CRAZZOLARA Kevin,11,Junior Simonhöhe (AUT),2024-01-05
12,24.20,ITA,9290441,1:15.24,2004,74,DORFMANN Simon,12,Junior Simonhöhe (AUT),2024-01-05
13,22.00,ITA,9290524,1:15.26,2007,78,MUTSCHLECHNER Philipp,13,Junior Simonhöhe (AUT),2024-01-05
14,19.80,POL,9430208,1:16.11,2006,82,KULPINSKI Anatol,14,Junior Simonhöhe (AUT),2024-01-05
15,17.60,AUT,9050315,1:16.44,2004,67,PAHEINER Andreas,15,Junior Simonhöhe (AUT),2024-01-05
16,16.50,ITA,9290530,1:17.91,2007,73,DA COL Edoardo Leone,16,Junior Simonhöhe (AUT),2024-01-05
17,15.40,GER,9200234,1:19.72,2008,87,SCHWERDT Samuel,17,Junior Simonhöhe (AUT),2024-01-05
18,14.30,GER,9200210,1:21.62,2005,84,ADLER Felix Nepomuk,18,Junior Simonhöhe (AUT),2024-01-05
19,13.20,GER,9200220,1:22.80,2006,86,RIEDEL Arne,19,Junior Simonhöhe (AUT),2024-01-05
20,12.10,AUT,9050320,1:24.30,2007,85,PROELL Linus,20,Junior Simonhöhe (AUT),2024-01-05
21,"",HUN,9240040,1:37.23,2004,89,FARKAS Zoltan Tamas,21,Junior Simonhöhe (AUT),2024-01-05
22,"",POL,9430230,1:40.90,2008,88,WINKLER Jan,22,Junior Simonhöhe (AUT),2024-01-05
23,"",ITA,9290437,"",2004,77,DA COL Tommaso Felice,"",Junior Simonhöhe (AUT),2024-01-05
