RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Rank,Athlete,Cup Points,Event Name,Date
1,1000.00,45.33,ITA,9290227,1995,6,1,BAGOZZA Daniele,100,World Cup Davos  (SUI),2023-12-23
2,800.00,45.17,AUT,9050238,1997,4,2,AUNER Arvid,80,World Cup Davos  (SUI),2023-12-23
3,600.00,44.96,ITA,9290107,1991,2,3,CORATTI Edwin,60,World Cup Davos  (SUI),2023-12-23
4,500.00,44.72,USA,9531244,2000,1,4,WINTERS Cody,50,World Cup Davos  (SUI),2023-12-23
5,450.00,45.10,KOR,9320091,1995,3,5,LEE Sangho,45,World Cup Davos  (SUI),2023-12-23
6,400.00,45.70,ITA,7538766,1986,8,6,MARCH Aaron,40,World Cup Davos  (SUI),2023-12-23
7,360.00,45.83,AUT,9050279,2001,10,7,BURGSTALLER Dominik,36,World Cup Davos  (SUI),2023-12-23
8,320.00,45.98,BUL,1094969,1990,12,8,YANKOV Radoslav,32,World Cup Davos  (SUI),2023-12-23
9,290.00,45.24,ITA,9290200,1994,5,9,BORMOLINI Maurizio,29,World Cup Davos  (SUI),2023-12-23
10,260.00,45.67,SLO,1659088,1984,7,10,KOSIR Zan,26,World Cup Davos  (SUI),2023-12-23
11,240.00,45.79,AUT,9050297,2003,9,11,KARNER Christoph,24,World Cup Davos  (SUI),2023-12-23
12,220.00,45.92,CAN,9100945,2000,11,12,GAUDET Arnaud,22,World Cup Davos  (SUI),2023-12-23
13,200.00,46.30,AUT,9050272,2001,13,13,PINK Matthaeus,20,World Cup Davos  (SUI),2023-12-23
14,180.00,46.31,ITA,1163127,1980,14,14,FISCHNALLER Roland,18,World Cup Davos  (SUI),2023-12-23
15,160.00,46.58,JPN,7300127,1986,15,15,SHIBA Masaki,16,World Cup Davos  (SUI),2023-12-23
16,150.00,46.60,GER,9200092,1993,16,16,BAUMEISTER Stefan,15,World Cup Davos  (SUI),2023-12-23
17,140.00,46.62,AUT,1093190,1980,21,17,PROMMEGGER Andreas,14,World Cup Davos  (SUI),2023-12-23
18,130.00,46.74,AUT,1054984,1985,23,18,KARL Benjamin,13,World Cup Davos  (SUI),2023-12-23
19,120.00,46.86,SLO,9560053,1991,32,19,MASTNAK Tim,12,World Cup Davos  (SUI),2023-12-23
20,110.00,46.95,AUT,9050042,1989,18,20,PAYER Alexander,11,World Cup Davos  (SUI),2023-12-23
21,100.00,46.97,POL,9430124,1996,42,21,NOWACZYK Michal,10,World Cup Davos  (SUI),2023-12-23
22,90.00,47.41,CAN,9101129,2002,41,22,HELDMAN Ben,9,World Cup Davos  (SUI),2023-12-23
23,80.00,47.69,UKR,9690121,1999,52,23,KHARUK Mykhailo,8,World Cup Davos  (SUI),2023-12-23
24,70.00,47.87,KOR,9320014,1989,39,24,KIM Sangkyum,7,World Cup Davos  (SUI),2023-12-23
25,60.00,48.60,USA,9531069,1997,59,25,UDOLF Dylan,6,World Cup Davos  (SUI),2023-12-23
26,50.00,48.93,CAN,9100939,2000,54,26,NAZWASKI Michael,5,World Cup Davos  (SUI),2023-12-23
27,45.00,49.32,KOR,9320127,1998,51,27,HONG Seung-Yeong,4,World Cup Davos  (SUI),2023-12-23
28,40.00,50.04,CAN,9101030,2001,55,28,CARPENTIER Justin,3,World Cup Davos  (SUI),2023-12-23
29,36.00,52.07,CAN,9100940,2000,48,29,BEHAN Jamie,2,World Cup Davos  (SUI),2023-12-23
30,32.00,"",SUI,9510417,2000,43,30,CASANOVA Gian,1,World Cup Davos  (SUI),2023-12-23
31,28.00,"",SUI,9510316,1995,27,31,CAVIEZEL Dario,"",World Cup Davos  (SUI),2023-12-23
32,26.00,"",JPN,9300856,2001,61,32,SHINOHARA Ryusuke,"",World Cup Davos  (SUI),2023-12-23
33,24.00,24.36,CAN,9100570,1996,56,33,LEFEBVRE Jules,"",World Cup Davos  (SUI),2023-12-23
34,22.00,24.58,SLO,7560012,1986,20,34,MARGUC Rok,"",World Cup Davos  (SUI),2023-12-23
35,20.00,24.96,GER,9200128,1999,37,35,HUBER Elias,"",World Cup Davos  (SUI),2023-12-23
36,19.70,24.98,CZE,9150168,1999,64,36,POCINEK Adam,"",World Cup Davos  (SUI),2023-12-23
37,19.40,25.23,GER,9200145,2000,45,37,ANGENEND Yannik,"",World Cup Davos  (SUI),2023-12-23
38,19.10,25.27,CAN,9100748,1998,60,38,KILMER-CHOI Richard Riley,"",World Cup Davos  (SUI),2023-12-23
39,18.80,25.29,GER,9200158,2001,44,39,PRANTL Ole-Mikkel,"",World Cup Davos  (SUI),2023-12-23
40,18.50,25.54,GER,9200176,2002,63,40,TANIGUCHI Kaijo,"",World Cup Davos  (SUI),2023-12-23
41,18.20,25.60,KOR,9320197,2002,62,41,MA Junho,"",World Cup Davos  (SUI),2023-12-23
42,17.90,26.60,UKR,9690062,1995,66,42,BELINSKYI Oleksandr,"",World Cup Davos  (SUI),2023-12-23
43,"",26.84,AUT,9050029,1988,40,43,KISLINGER Sebastian,"",World Cup Davos  (SUI),2023-12-23
44,"",27.67,USA,9531459,1998,67,44,ELLISON Andrew,"",World Cup Davos  (SUI),2023-12-23
45,"",28.17,MKD,1568975,1979,65,45,KACARSKI Aleksandar,"",World Cup Davos  (SUI),2023-12-23
46,"",28.17,POL,9430120,1996,33,45,KWIATKOWSKI Oskar,"",World Cup Davos  (SUI),2023-12-23
47,"","",JPN,9300870,2001,58,"",SHIMIZU Daichi,"",World Cup Davos  (SUI),2023-12-23
48,"","",CHN,1124993,2002,57,"",BAN Xuefu,"",World Cup Davos  (SUI),2023-12-23
49,"","",AUT,9050196,1995,47,"",JURITZ Aron,"",World Cup Davos  (SUI),2023-12-23
50,"","",ITA,9290151,1992,35,"",FELICETTI Mirko,"",World Cup Davos  (SUI),2023-12-23
51,"","",AUT,9050217,1996,29,"",OBMANN Fabian,"",World Cup Davos  (SUI),2023-12-23
