RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,50.00,CZE,9150317,1:10.52,2004,36,KRUPA Adam,1,National Junior Championships Dolni Morava (CZE),2024-01-06
2,40.00,CZE,9150345,1:12.26,2008,37,MARES Filip,2,National Junior Championships Dolni Morava (CZE),2024-01-06
3,30.00,CZE,9150344,1:13.55,2006,38,SONKA Antonin,3,National Junior Championships Dolni Morava (CZE),2024-01-06
4,25.00,CZE,9150395,1:15.50,2008,35,MICHAL Tomas,4,National Junior Championships Dolni Morava (CZE),2024-01-06
5,22.50,POL,9430207,1:19.52,2006,42,SLEDZ Stanislaw,5,National Junior Championships Dolni Morava (CZE),2024-01-06
6,20.00,CZE,9150316,1:21.77,2004,41,BIEGEL Benjamin,6,National Junior Championships Dolni Morava (CZE),2024-01-06
7,18.00,HUN,9240046,1:23.14,2005,43,SZABO Marcell,7,National Junior Championships Dolni Morava (CZE),2024-01-06
8,16.00,POL,9430231,1:23.27,2008,46,KULESZA Antoni,8,National Junior Championships Dolni Morava (CZE),2024-01-06
9,14.50,CZE,9150339,1:29.30,2006,45,BABACEK David,9,National Junior Championships Dolni Morava (CZE),2024-01-06
10,13.00,POL,9430230,1:38.91,2008,47,WINKLER Jan,10,National Junior Championships Dolni Morava (CZE),2024-01-06
11,"",CZE,9150346,1:40.42,2005,39,KLOSEL Samuel,11,National Junior Championships Dolni Morava (CZE),2024-01-06
12,"",CZE,9150394,"",2008,44,DYBAL Marek,"",National Junior Championships Dolni Morava (CZE),2024-01-06
13,"",CZE,9150336,"",2004,40,KRAUTMAN Christopher Joseph,"",National Junior Championships Dolni Morava (CZE),2024-01-06
