RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
33,"",55.94,KOR,9325092,2007,150,CHO Sumin,33,"",European Cup Davos/Rinerhorn  (SUI),2024-03-12
34,"","",USA,9535541,2001,149,JONES Cecelia,"","",European Cup Davos/Rinerhorn  (SUI),2024-03-12
1,360.00,1:19.57,UKR,1699945,1990,135,DANCHA Annamari,1,100,European Cup Davos/Rinerhorn  (SUI),2024-03-12
2,288.00,1:24.04,AUT,9055100,2002,126,PICHELKASTNER Jessica,2,80,European Cup Davos/Rinerhorn  (SUI),2024-03-12
3,216.00,1:22.01,CZE,9155072,2003,130,MADEROVA Zuzana,3,60,European Cup Davos/Rinerhorn  (SUI),2024-03-12
4,180.00,1:24.82,ITA,9295158,2003,127,FAVA Elisa,4,50,European Cup Davos/Rinerhorn  (SUI),2024-03-12
5,162.00,1:21.00,SUI,9515213,2004,117,BAETSCHI Laila Ursina,5,45,European Cup Davos/Rinerhorn  (SUI),2024-03-12
6,144.00,1:21.64,CAN,9105518,2005,119,MOISAN Aurelie,6,40,European Cup Davos/Rinerhorn  (SUI),2024-03-12
7,129.60,1:23.24,CAN,9105371,2000,133,BUCK Kaylie,7,36,European Cup Davos/Rinerhorn  (SUI),2024-03-12
8,115.20,1:25.33,AUT,9055093,2001,122,KAINZ Carmen,8,32,European Cup Davos/Rinerhorn  (SUI),2024-03-12
9,104.40,1:21.28,JPN,9305291,1996,140,TOYODA Asa,9,29,European Cup Davos/Rinerhorn  (SUI),2024-03-12
10,93.60,1:21.98,SUI,9515212,2003,129,BAETSCHI Flurina Neva,10,26,European Cup Davos/Rinerhorn  (SUI),2024-03-12
11,86.40,1:22.40,SUI,9515196,2002,118,HAUSER Ricarda,11,24,European Cup Davos/Rinerhorn  (SUI),2024-03-12
12,79.20,1:23.99,POL,9435104,2006,128,DAWIDEK Weronika,12,22,European Cup Davos/Rinerhorn  (SUI),2024-03-12
13,72.00,1:24.30,SUI,9515154,1997,141,GASSER Larissa,13,20,European Cup Davos/Rinerhorn  (SUI),2024-03-12
14,64.80,1:25.32,CZE,9155107,2005,120,KECLIKOVA Adela,14,18,European Cup Davos/Rinerhorn  (SUI),2024-03-12
15,57.60,1:25.53,UKR,9695023,2001,124,BODNARUK Vita,15,16,European Cup Davos/Rinerhorn  (SUI),2024-03-12
16,54.00,1:25.92,ITA,9295200,2004,121,FACHIN Fabiana,16,15,European Cup Davos/Rinerhorn  (SUI),2024-03-12
17,50.40,1:26.06,AUT,9055107,2003,132,SCHOEFFMANN Pia,17,14,European Cup Davos/Rinerhorn  (SUI),2024-03-12
18,46.80,1:26.40,ITA,9295182,2003,134,VALLE Sofia,18,13,European Cup Davos/Rinerhorn  (SUI),2024-03-12
19,43.20,1:26.65,AUT,9055101,2002,123,WEIS Miriam,19,12,European Cup Davos/Rinerhorn  (SUI),2024-03-12
20,39.60,1:27.40,SUI,9515198,2002,136,KLEESATTEL Eliane,20,11,European Cup Davos/Rinerhorn  (SUI),2024-03-12
21,36.00,1:27.84,CAN,9105317,1998,145,VAN GRONINGEN Abby,21,10,European Cup Davos/Rinerhorn  (SUI),2024-03-12
22,32.40,1:28.69,POL,9435094,2004,144,KACICZAK Olga,22,9,European Cup Davos/Rinerhorn  (SUI),2024-03-12
23,32.40,1:28.69,UKR,9695046,2005,125,PAVLIUK Eleonora,22,9,European Cup Davos/Rinerhorn  (SUI),2024-03-12
24,25.20,1:28.98,POL,9435098,2004,146,PIWOWARCZYK Natasza,24,7,European Cup Davos/Rinerhorn  (SUI),2024-03-12
25,21.60,1:29.98,UKR,1699984,1997,138,MALOVANNA Oleksandra,25,6,European Cup Davos/Rinerhorn  (SUI),2024-03-12
26,18.00,1:30.09,POL,9435097,2004,143,POLTORAK Karolina,26,5,European Cup Davos/Rinerhorn  (SUI),2024-03-12
27,16.20,1:30.99,UKR,9695036,2003,131,HAPATYN Nadiia,27,4,European Cup Davos/Rinerhorn  (SUI),2024-03-12
28,14.40,1:31.82,POL,9435100,2005,139,ZAPALA Sonia,28,3,European Cup Davos/Rinerhorn  (SUI),2024-03-12
29,12.96,1:32.66,UKR,9695053,2008,142,HORDIICHUK Iryna,29,2,European Cup Davos/Rinerhorn  (SUI),2024-03-12
30,11.52,1:33.02,CZE,9155137,2007,148,OTIPKOVA Hana,30,1,European Cup Davos/Rinerhorn  (SUI),2024-03-12
31,"",1:36.41,POL,9435099,2004,147,STOKLOSA Natalia,31,"",European Cup Davos/Rinerhorn  (SUI),2024-03-12
32,"",1:44.35,CZE,9155071,2003,137,SONKOVA Klara,32,"",European Cup Davos/Rinerhorn  (SUI),2024-03-12
