RowID,Nation,FIS code,Year,Time,Bib,Athlete,Rank,Event Name,Date
1,USA,9531244,2000,44.72,19,WINTERS Cody,1,Qualification Davos (SUI),2023-12-23
2,ITA,9290107,1991,44.96,24,CORATTI Edwin,2,Qualification Davos (SUI),2023-12-23
3,KOR,9320091,1995,45.10,25,LEE Sangho,3,Qualification Davos (SUI),2023-12-23
4,AUT,9050238,1997,45.17,26,AUNER Arvid,4,Qualification Davos (SUI),2023-12-23
5,ITA,9290200,1994,45.24,31,BORMOLINI Maurizio,5,Qualification Davos (SUI),2023-12-23
6,ITA,9290227,1995,45.33,36,BAGOZZA Daniele,6,Qualification Davos (SUI),2023-12-23
7,SLO,1659088,1984,45.67,34,KOSIR Zan,7,Qualification Davos (SUI),2023-12-23
8,ITA,7538766,1986,45.70,17,MARCH Aaron,8,Qualification Davos (SUI),2023-12-23
9,AUT,9050297,2003,45.79,50,KARNER Christoph,9,Qualification Davos (SUI),2023-12-23
10,AUT,9050279,2001,45.83,53,BURGSTALLER Dominik,10,Qualification Davos (SUI),2023-12-23
11,CAN,9100945,2000,45.92,28,GAUDET Arnaud,11,Qualification Davos (SUI),2023-12-23
12,BUL,1094969,1990,45.98,22,YANKOV Radoslav,12,Qualification Davos (SUI),2023-12-23
13,AUT,9050272,2001,46.30,46,PINK Matthaeus,13,Qualification Davos (SUI),2023-12-23
14,ITA,1163127,1980,46.31,38,FISCHNALLER Roland,14,Qualification Davos (SUI),2023-12-23
15,JPN,7300127,1986,46.58,49,SHIBA Masaki,15,Qualification Davos (SUI),2023-12-23
16,GER,9200092,1993,46.60,30,BAUMEISTER Stefan,16,Qualification Davos (SUI),2023-12-23
17,AUT,1093190,1980,46.62,21,PROMMEGGER Andreas,17,Qualification Davos (SUI),2023-12-23
18,AUT,1054984,1985,46.74,23,KARL Benjamin,18,Qualification Davos (SUI),2023-12-23
19,SLO,9560053,1991,46.86,32,MASTNAK Tim,19,Qualification Davos (SUI),2023-12-23
20,AUT,9050042,1989,46.95,18,PAYER Alexander,20,Qualification Davos (SUI),2023-12-23
21,POL,9430124,1996,46.97,42,NOWACZYK Michal,21,Qualification Davos (SUI),2023-12-23
22,CAN,9101129,2002,47.41,41,HELDMAN Ben,22,Qualification Davos (SUI),2023-12-23
23,UKR,9690121,1999,47.69,52,KHARUK Mykhailo,23,Qualification Davos (SUI),2023-12-23
24,KOR,9320014,1989,47.87,39,KIM Sangkyum,24,Qualification Davos (SUI),2023-12-23
25,USA,9531069,1997,48.60,59,UDOLF Dylan,25,Qualification Davos (SUI),2023-12-23
26,CAN,9100939,2000,48.93,54,NAZWASKI Michael,26,Qualification Davos (SUI),2023-12-23
27,KOR,9320127,1998,49.32,51,HONG Seung-Yeong,27,Qualification Davos (SUI),2023-12-23
28,CAN,9101030,2001,50.04,55,CARPENTIER Justin,28,Qualification Davos (SUI),2023-12-23
29,CAN,9100940,2000,52.07,48,BEHAN Jamie,29,Qualification Davos (SUI),2023-12-23
30,SUI,9510417,2000,"",43,CASANOVA Gian,30,Qualification Davos (SUI),2023-12-23
31,SUI,9510316,1995,"",27,CAVIEZEL Dario,31,Qualification Davos (SUI),2023-12-23
32,JPN,9300856,2001,"",61,SHINOHARA Ryusuke,32,Qualification Davos (SUI),2023-12-23
33,CAN,9100570,1996,24.36,56,LEFEBVRE Jules,33,Qualification Davos (SUI),2023-12-23
34,SLO,7560012,1986,24.58,20,MARGUC Rok,34,Qualification Davos (SUI),2023-12-23
35,GER,9200128,1999,24.96,37,HUBER Elias,35,Qualification Davos (SUI),2023-12-23
36,CZE,9150168,1999,24.98,64,POCINEK Adam,36,Qualification Davos (SUI),2023-12-23
37,GER,9200145,2000,25.23,45,ANGENEND Yannik,37,Qualification Davos (SUI),2023-12-23
38,CAN,9100748,1998,25.27,60,KILMER-CHOI Richard Riley,38,Qualification Davos (SUI),2023-12-23
39,GER,9200158,2001,25.29,44,PRANTL Ole-Mikkel,39,Qualification Davos (SUI),2023-12-23
40,GER,9200176,2002,25.54,63,TANIGUCHI Kaijo,40,Qualification Davos (SUI),2023-12-23
41,KOR,9320197,2002,25.60,62,MA Junho,41,Qualification Davos (SUI),2023-12-23
42,UKR,9690062,1995,26.60,66,BELINSKYI Oleksandr,42,Qualification Davos (SUI),2023-12-23
43,AUT,9050029,1988,26.84,40,KISLINGER Sebastian,43,Qualification Davos (SUI),2023-12-23
44,USA,9531459,1998,27.67,67,ELLISON Andrew,44,Qualification Davos (SUI),2023-12-23
45,MKD,1568975,1979,28.17,65,KACARSKI Aleksandar,45,Qualification Davos (SUI),2023-12-23
46,POL,9430120,1996,28.17,33,KWIATKOWSKI Oskar,45,Qualification Davos (SUI),2023-12-23
47,JPN,9300870,2001,"",58,SHIMIZU Daichi,"",Qualification Davos (SUI),2023-12-23
48,CHN,1124993,2002,"",57,BAN Xuefu,"",Qualification Davos (SUI),2023-12-23
49,AUT,9050196,1995,"",47,JURITZ Aron,"",Qualification Davos (SUI),2023-12-23
50,ITA,9290151,1992,"",35,FELICETTI Mirko,"",Qualification Davos (SUI),2023-12-23
51,AUT,9050217,1996,"",29,OBMANN Fabian,"",Qualification Davos (SUI),2023-12-23
