RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
1,240.00,0.00,AUT,9055093,2001,17,KAINZ Carmen,1,100,European Cup Folgaria (ITA),2024-01-12
2,192.00,0.00,UKR,9695036,2003,31,HAPATYN Nadiia,2,80,European Cup Folgaria (ITA),2024-01-12
3,144.00,0.00,CZE,9155107,2005,32,KECLIKOVA Adela,3,60,European Cup Folgaria (ITA),2024-01-12
4,120.00,0.00,POL,9435104,2006,29,DAWIDEK Weronika,4,50,European Cup Folgaria (ITA),2024-01-12
5,108.00,1:12.63,GER,9205103,2006,20,SCHEID Mathilda,5,45,European Cup Folgaria (ITA),2024-01-12
6,96.00,1:12.81,ITA,9295182,2003,19,VALLE Sofia,6,40,European Cup Folgaria (ITA),2024-01-12
7,86.40,1:13.66,ITA,9295200,2004,36,FACHIN Fabiana,7,36,European Cup Folgaria (ITA),2024-01-12
8,76.80,1:14.50,ITA,9295211,2005,41,RABANSER Sophie,8,32,European Cup Folgaria (ITA),2024-01-12
9,69.60,1:08.28,SUI,9515212,2003,25,BAETSCHI Flurina Neva,9,29,European Cup Folgaria (ITA),2024-01-12
10,62.40,1:08.93,SUI,9515236,2007,22,VON SIEBENTHAL Xenia,10,26,European Cup Folgaria (ITA),2024-01-12
11,57.60,1:08.97,GER,9205104,2006,30,JANSING Salome,11,24,European Cup Folgaria (ITA),2024-01-12
12,52.80,1:10.04,SUI,9515196,2002,18,HAUSER Ricarda,12,22,European Cup Folgaria (ITA),2024-01-12
13,48.00,1:10.65,AUT,9055100,2002,26,PICHELKASTNER Jessica,13,20,European Cup Folgaria (ITA),2024-01-12
14,43.20,1:10.66,AUT,9055107,2003,21,SCHOEFFMANN Pia,14,18,European Cup Folgaria (ITA),2024-01-12
15,38.40,1:11.59,SUI,9515213,2004,24,BAETSCHI Laila Ursina,15,16,European Cup Folgaria (ITA),2024-01-12
16,36.00,1:12.67,AUT,9055101,2002,27,WEIS Miriam,16,15,European Cup Folgaria (ITA),2024-01-12
17,33.60,1:14.72,CZE,9155071,2003,33,SONKOVA Klara,17,14,European Cup Folgaria (ITA),2024-01-12
18,31.20,1:14.74,ITA,9295224,2006,43,MAMMONE Anna Victoria,18,13,European Cup Folgaria (ITA),2024-01-12
19,28.80,1:15.41,ITA,9295158,2003,28,FAVA Elisa,19,12,European Cup Folgaria (ITA),2024-01-12
20,26.40,1:15.66,GER,9205112,2008,23,JANSING Zoe,20,11,European Cup Folgaria (ITA),2024-01-12
21,24.00,1:15.94,SUI,9515198,2002,34,KLEESATTEL Eliane,21,10,European Cup Folgaria (ITA),2024-01-12
22,21.60,1:17.43,POL,9435100,2005,38,ZAPALA Sonia,22,9,European Cup Folgaria (ITA),2024-01-12
23,19.20,1:18.82,POL,9435094,2004,39,KACICZAK Olga,23,8,European Cup Folgaria (ITA),2024-01-12
24,16.80,1:19.36,GER,9205105,2006,35,GUNKEL Hannah,24,7,European Cup Folgaria (ITA),2024-01-12
25,14.40,1:21.14,ITA,9295234,2008,37,CARNEVALI Giorgia,25,6,European Cup Folgaria (ITA),2024-01-12
26,"",1:24.76,ITA,9295178,2003,42,BOSSA Rachele,26,5,European Cup Folgaria (ITA),2024-01-12
27,"",1:31.39,ITA,9295228,2005,44,LAMBER Viktoria,27,4,European Cup Folgaria (ITA),2024-01-12
28,"","",CZE,9155052,1996,40,HOUZVICKOVA Kristyna,"","",European Cup Folgaria (ITA),2024-01-12
