RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
1,220.00,55.72,BUL,9090161,2005,4,GERGYOVSKI Petar,1,100,European Cup Pamporovo (BUL),2024-01-24
2,176.00,57.97,AUT,9050316,2005,7,PIETSCH Werner,2,80,European Cup Pamporovo (BUL),2024-01-24
3,132.00,53.68,BUL,9090160,2005,1,ZAMFIROV Tervel,3,60,European Cup Pamporovo (BUL),2024-01-24
4,110.00,1:02.16,UKR,9690121,1999,14,KHARUK Mykhailo,4,50,European Cup Pamporovo (BUL),2024-01-24
5,99.00,54.82,BUL,9090159,2004,2,GEORGIEV Kristian,5,45,European Cup Pamporovo (BUL),2024-01-24
6,88.00,57.16,BUL,9090158,2004,6,KRASHNIAK Alexander,6,40,European Cup Pamporovo (BUL),2024-01-24
7,79.20,59.49,KOR,9320197,2002,9,MA Junho,7,36,European Cup Pamporovo (BUL),2024-01-24
8,70.40,59.71,AUS,9040213,1999,12,EDMANSON Harvey,8,32,European Cup Pamporovo (BUL),2024-01-24
9,63.80,55.00,ITA,9290463,2005,3,SANTUARI Mike,9,29,European Cup Pamporovo (BUL),2024-01-24
10,57.20,56.05,GER,9200158,2001,5,PRANTL Ole-Mikkel,10,26,European Cup Pamporovo (BUL),2024-01-24
11,52.80,58.94,POL,9430012,1987,8,GASIENICA-DANIEL Andrzej,11,24,European Cup Pamporovo (BUL),2024-01-24
12,48.40,59.53,UKR,9690062,1995,10,BELINSKYI Oleksandr,12,22,European Cup Pamporovo (BUL),2024-01-24
13,44.00,59.65,POL,9430169,1999,11,RUTKOWSKI Mikolaj,13,20,European Cup Pamporovo (BUL),2024-01-24
14,39.60,1:01.69,BUL,9090182,2008,13,ERMENKOV Ivaylo,14,18,European Cup Pamporovo (BUL),2024-01-24
15,35.20,1:02.25,BUL,9090090,1996,15,GYOSHARKOV Petar,15,16,European Cup Pamporovo (BUL),2024-01-24
16,33.00,1:03.61,UKR,9690175,2005,16,BILOUS Nestor,16,15,European Cup Pamporovo (BUL),2024-01-24
17,30.80,1:04.03,KOR,9320222,2005,17,PARK Jisung,17,14,European Cup Pamporovo (BUL),2024-01-24
18,28.60,1:04.04,UKR,9690180,2006,18,POPADYCH Oleksandr,18,13,European Cup Pamporovo (BUL),2024-01-24
19,26.40,1:07.67,BUL,1094937,1983,19,VANGELOV Stanislav,19,12,European Cup Pamporovo (BUL),2024-01-24
20,24.20,1:10.14,BUL,9090183,2008,20,VASILEV Dimitar,20,11,European Cup Pamporovo (BUL),2024-01-24
21,22.00,1:11.72,BUL,1094943,1974,21,KRACHNIAK Mihail,21,10,European Cup Pamporovo (BUL),2024-01-24
22,19.80,1:13.11,BUL,9090169,2006,22,MILEV Kostadin,22,9,European Cup Pamporovo (BUL),2024-01-24
23,17.60,1:18.97,BUL,9090170,2006,23,MILCHEV Georgi,23,8,European Cup Pamporovo (BUL),2024-01-24
24,15.40,29.41,ITA,9290395,2002,29,LANTSCHNER Fabian,24,7,European Cup Pamporovo (BUL),2024-01-24
25,13.20,30.31,UKR,9690183,2007,44,BAZHAN Sviatoslav,25,6,European Cup Pamporovo (BUL),2024-01-24
26,"",31.79,UKR,9690132,1993,38,HACHAK Stanislav,26,5,European Cup Pamporovo (BUL),2024-01-24
27,"",32.63,POL,9430191,2004,34,WILK Michal,27,4,European Cup Pamporovo (BUL),2024-01-24
28,"","",BUL,9090177,2007,41,PEPELANOV Stoyan,"","",European Cup Pamporovo (BUL),2024-01-24
29,"","",BUL,9090184,2008,37,KARADJINOV Georgi,"","",European Cup Pamporovo (BUL),2024-01-24
30,"","",BUL,9090065,1994,35,GANICHEV Dimitar,"","",European Cup Pamporovo (BUL),2024-01-24
31,"","",UKR,9690140,2001,27,KABALIUK Andrii,"","",European Cup Pamporovo (BUL),2024-01-24
32,"","",UKR,9690174,2005,23,KABALIUK Mykhailo,"","",European Cup Pamporovo (BUL),2024-01-24
