RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
33,7.68,1:47.42,USA,9532030,1998,89,BLADON Avery,33,"",Nor-Am Cup Val Saint Come (CAN),2024-02-06
34,"",1:50.44,USA,9531906,2008,88,WOLFE Walker,34,"",Nor-Am Cup Val Saint Come (CAN),2024-02-06
35,"",1:57.46,USA,9531967,2008,85,DIBELER Zachary,35,"",Nor-Am Cup Val Saint Come (CAN),2024-02-06
36,"",2:13.33,USA,9531068,1972,75,MCEWAN Everett,36,"",Nor-Am Cup Val Saint Come (CAN),2024-02-06
37,"","",CAN,9101129,2002,55,HELDMAN Ben,"","",Nor-Am Cup Val Saint Come (CAN),2024-02-06
38,"","",CAN,9101222,2003,87,SCOTT William,"","",Nor-Am Cup Val Saint Come (CAN),2024-02-06
39,"","",USA,9531492,2003,81,MCALLISTER Owen,"","",Nor-Am Cup Val Saint Come (CAN),2024-02-06
40,"","",CAN,9101030,2001,59,CARPENTIER Justin,"","",Nor-Am Cup Val Saint Come (CAN),2024-02-06
41,"","",CAN,9101375,2003,82,LAPSHINOFF Owen,"","",Nor-Am Cup Val Saint Come (CAN),2024-02-06
1,320.00,1:26.63,JPN,7300127,1986,50,SHIBA Masaki,1,100,Nor-Am Cup Val Saint Come (CAN),2024-02-06
2,256.00,1:26.12,CAN,9100945,2000,61,GAUDET Arnaud,2,80,Nor-Am Cup Val Saint Come (CAN),2024-02-06
3,192.00,1:27.85,CAN,9100939,2000,46,NAZWASKI Michael,3,60,Nor-Am Cup Val Saint Come (CAN),2024-02-06
4,160.00,1:28.97,JPN,9300856,2001,68,SHINOHARA Ryusuke,4,50,Nor-Am Cup Val Saint Come (CAN),2024-02-06
5,144.00,1:29.33,USA,9531136,1990,42,BURNS Robert,5,45,Nor-Am Cup Val Saint Come (CAN),2024-02-06
6,128.00,1:29.36,USA,9531069,1997,57,UDOLF Dylan,6,40,Nor-Am Cup Val Saint Come (CAN),2024-02-06
7,115.20,1:29.42,CAN,9100940,2000,65,BEHAN Jamie,7,36,Nor-Am Cup Val Saint Come (CAN),2024-02-06
8,102.40,1:30.42,JPN,9300870,2001,66,SHIMIZU Daichi,8,32,Nor-Am Cup Val Saint Come (CAN),2024-02-06
9,92.80,1:29.07,JPN,9300905,2002,62,KANEMATSU Naoki,9,29,Nor-Am Cup Val Saint Come (CAN),2024-02-06
10,83.20,1:29.85,CAN,9100748,1998,67,KILMER-CHOI Richard Riley,10,26,Nor-Am Cup Val Saint Come (CAN),2024-02-06
11,76.80,1:30.25,USA,9531730,2006,49,CARR Taggert,11,24,Nor-Am Cup Val Saint Come (CAN),2024-02-06
12,70.40,1:30.27,USA,9531573,2006,39,OVERSTAKE Walker,12,22,Nor-Am Cup Val Saint Come (CAN),2024-02-06
13,64.00,1:30.49,CAN,9100570,1996,53,LEFEBVRE Jules,13,20,Nor-Am Cup Val Saint Come (CAN),2024-02-06
14,57.60,1:30.60,USA,9530791,1994,60,ROSENCRANZ Ryan,14,18,Nor-Am Cup Val Saint Come (CAN),2024-02-06
15,51.20,1:30.89,JPN,9301037,2005,71,SUMINAGA Shogo,15,16,Nor-Am Cup Val Saint Come (CAN),2024-02-06
16,48.00,1:31.10,USA,7535029,1988,72,TRAPP Michael,16,15,Nor-Am Cup Val Saint Come (CAN),2024-02-06
17,44.80,1:32.07,CAN,9101355,2005,45,FREEMAN Luis,17,14,Nor-Am Cup Val Saint Come (CAN),2024-02-06
18,41.60,1:32.19,JPN,9301035,2004,56,SUGIMOTO Shikoh,18,13,Nor-Am Cup Val Saint Come (CAN),2024-02-06
19,38.40,1:32.58,USA,9531727,2006,58,SMITH Michael,19,12,Nor-Am Cup Val Saint Come (CAN),2024-02-06
20,35.20,1:33.25,JPN,9300994,2003,74,SAEKI Reishi,20,11,Nor-Am Cup Val Saint Come (CAN),2024-02-06
21,32.00,1:34.30,CAN,9101366,2006,76,HELDMAN Matthew,21,10,Nor-Am Cup Val Saint Come (CAN),2024-02-06
22,28.80,1:34.62,GBR,9220173,2006,54,CARPENTER Samuel,22,9,Nor-Am Cup Val Saint Come (CAN),2024-02-06
23,25.60,1:34.83,JPN,9300973,2001,73,YOGO Ryusho,23,8,Nor-Am Cup Val Saint Come (CAN),2024-02-06
24,22.40,1:35.31,CAN,9101490,2008,80,HUNE Luke,24,7,Nor-Am Cup Val Saint Come (CAN),2024-02-06
25,19.20,1:35.34,USA,9531571,2004,40,PIERCE Nicholas,25,6,Nor-Am Cup Val Saint Come (CAN),2024-02-06
26,16.00,1:35.58,JPN,9301087,2005,77,SEINO Yoshiki,26,5,Nor-Am Cup Val Saint Come (CAN),2024-02-06
27,14.40,1:35.63,USA,9531044,1995,78,SACHER Conrad,27,4,Nor-Am Cup Val Saint Come (CAN),2024-02-06
28,12.80,1:36.97,CAN,9105291,1997,41,GAUDET Emile,28,3,Nor-Am Cup Val Saint Come (CAN),2024-02-06
29,11.52,1:38.50,CAN,9101331,2005,79,HOWDEN William,29,2,Nor-Am Cup Val Saint Come (CAN),2024-02-06
30,10.24,1:39.11,JPN,9300979,2002,84,YAMADA Daigo,30,1,Nor-Am Cup Val Saint Come (CAN),2024-02-06
31,8.96,1:42.48,JPN,9301135,2007,86,OKUDA Rento,31,"",Nor-Am Cup Val Saint Come (CAN),2024-02-06
32,8.32,1:43.11,IND,1624962,1997,83,AHMAD LONE Zubair,32,"",Nor-Am Cup Val Saint Come (CAN),2024-02-06
