RowID,FIS Points,Nation,FIS code,Year,Bib,Athlete,Rank,Event Name,Date
1,140.00,GER,9205104,2006,1,JANSING Salome,1,Junior Haus im Ennstal (AUT),2024-02-03
2,112.00,GER,9205105,2006,2,GUNKEL Hannah,2,Junior Haus im Ennstal (AUT),2024-02-03
3,84.00,GER,9205112,2008,4,JANSING Zoe,3,Junior Haus im Ennstal (AUT),2024-02-03
4,70.00,ITA,9295200,2004,6,FACHIN Fabiana,4,Junior Haus im Ennstal (AUT),2024-02-03
5,63.00,GER,9205097,2005,3,TANIGUCHI Yuna,5,Junior Haus im Ennstal (AUT),2024-02-03
6,56.00,AUT,9055118,2006,5,GAMS Marie,6,Junior Haus im Ennstal (AUT),2024-02-03
7,50.40,GER,9205103,2006,7,SCHEID Mathilda,7,Junior Haus im Ennstal (AUT),2024-02-03
8,44.80,POL,9435098,2004,8,PIWOWARCZYK Natasza,8,Junior Haus im Ennstal (AUT),2024-02-03
9,40.60,POL,9435094,2004,9,KACICZAK Olga,9,Junior Haus im Ennstal (AUT),2024-02-03
10,36.40,GER,9205100,2005,10,BUCCIONI Aurelia,10,Junior Haus im Ennstal (AUT),2024-02-03
11,33.60,POL,9435099,2004,11,STOKLOSA Natalia,11,Junior Haus im Ennstal (AUT),2024-02-03
12,30.80,CZE,9155116,2006,12,MARESOVA Emma Maya,12,Junior Haus im Ennstal (AUT),2024-02-03
13,28.00,CZE,9155098,2004,13,ZVIRECI Jana,13,Junior Haus im Ennstal (AUT),2024-02-03
14,25.20,CZE,9155110,2006,14,BIEGELOVA Sofie,14,Junior Haus im Ennstal (AUT),2024-02-03
15,22.40,ITA,9295234,2008,15,CARNEVALI Giorgia,15,Junior Haus im Ennstal (AUT),2024-02-03
16,21.00,SUI,9515213,2004,16,BAETSCHI Laila Ursina,16,Junior Haus im Ennstal (AUT),2024-02-03
17,19.60,POL,9435097,2004,31,POLTORAK Karolina,17,Junior Haus im Ennstal (AUT),2024-02-03
18,18.20,AUT,9055128,2008,40,DABRINGER Franziska,18,Junior Haus im Ennstal (AUT),2024-02-03
19,16.80,CZE,9155137,2007,26,OTIPKOVA Hana,19,Junior Haus im Ennstal (AUT),2024-02-03
20,15.40,ITA,9295224,2006,36,MAMMONE Anna Victoria,20,Junior Haus im Ennstal (AUT),2024-02-03
21,14.00,SUI,9515247,2008,48,FRANK Anja,21,Junior Haus im Ennstal (AUT),2024-02-03
22,12.60,ITA,9295236,2008,46,CALL Lucy,22,Junior Haus im Ennstal (AUT),2024-02-03
23,11.20,ITA,9295238,2007,45,FEDERSPIELER Sofia,23,Junior Haus im Ennstal (AUT),2024-02-03
24,9.80,GER,9205106,2007,38,REICHELMEIR Ina,24,Junior Haus im Ennstal (AUT),2024-02-03
25,8.40,CZE,9155149,2008,41,KOZELSKA Ivana,25,Junior Haus im Ennstal (AUT),2024-02-03
26,7.00,POL,9435111,2007,34,PIWOWARCZYK Nadia,26,Junior Haus im Ennstal (AUT),2024-02-03
27,6.30,AUT,9055126,2008,43,ARZBERGER Valentina,27,Junior Haus im Ennstal (AUT),2024-02-03
28,5.60,ITA,9295240,2008,47,DORFMANN Emma,28,Junior Haus im Ennstal (AUT),2024-02-03
29,"",AUT,9055112,2004,37,NEUMANN Lisa,29,Junior Haus im Ennstal (AUT),2024-02-03
30,"",SUI,9515251,2008,44,DE FILIPPO Giada,30,Junior Haus im Ennstal (AUT),2024-02-03
31,"",CZE,9155148,2008,42,KOZELSKA Adela,31,Junior Haus im Ennstal (AUT),2024-02-03
32,"",POL,9435100,2005,18,ZAPALA Sonia,"",Junior Haus im Ennstal (AUT),2024-02-03
