RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,220.00,CZE,9155072,1:10.39,2003,21,MADEROVA Zuzana,1,National Championships Dolni Morava (CZE),2024-01-06
2,176.00,CZE,9155107,1:11.46,2005,19,KECLIKOVA Adela,2,National Championships Dolni Morava (CZE),2024-01-06
3,132.00,POL,9435104,1:12.61,2006,25,DAWIDEK Weronika,3,National Championships Dolni Morava (CZE),2024-01-06
4,110.00,CZE,9155071,1:13.56,2003,30,SONKOVA Klara,4,National Championships Dolni Morava (CZE),2024-01-06
5,99.00,CZE,9155116,1:14.29,2006,20,MARESOVA Emma Maya,5,National Championships Dolni Morava (CZE),2024-01-06
6,88.00,UKR,9695036,1:16.04,2003,31,HAPATYN Nadiia,6,National Championships Dolni Morava (CZE),2024-01-06
7,79.20,POL,9435099,1:16.84,2004,32,STOKLOSA Natalia,7,National Championships Dolni Morava (CZE),2024-01-06
8,70.40,CZE,9155137,1:19.00,2007,23,OTIPKOVA Hana,8,National Championships Dolni Morava (CZE),2024-01-06
9,63.80,POL,9435098,1:19.63,2004,27,PIWOWARCZYK Natasza,9,National Championships Dolni Morava (CZE),2024-01-06
10,57.20,CZE,9155110,1:19.94,2006,26,BIEGELOVA Sofie,10,National Championships Dolni Morava (CZE),2024-01-06
11,52.80,POL,9435100,1:20.59,2005,28,ZAPALA Sonia,11,National Championships Dolni Morava (CZE),2024-01-06
12,48.40,POL,9435094,1:21.22,2004,24,KACICZAK Olga,12,National Championships Dolni Morava (CZE),2024-01-06
13,"",CZE,9155052,37.07,1996,29,HOUZVICKOVA Kristyna,13,National Championships Dolni Morava (CZE),2024-01-06
14,"",POL,9435097,"",2004,22,POLTORAK Karolina,"",National Championships Dolni Morava (CZE),2024-01-06
