RowID,Nation,FIS code,Year,Time,Bib,Athlete,Rank,Event Name,Date
33,CHN,9125009,1997,39.46,43,DONG Xue,33,Qualification Cortina d'Ampezzo (ITA),2023-12-16
34,UKR,1699984,1997,40.81,45,MALOVANNA Oleksandra,34,Qualification Cortina d'Ampezzo (ITA),2023-12-16
35,ITA,9295200,2004,40.88,55,FACHIN Fabiana,35,Qualification Cortina d'Ampezzo (ITA),2023-12-16
36,UKR,9695036,2003,42.77,51,HAPATYN Nadiia,36,Qualification Cortina d'Ampezzo (ITA),2023-12-16
37,ROU,1469958,1989,45.19,56,POPESCU Ioana Dana,37,Qualification Cortina d'Ampezzo (ITA),2023-12-16
38,MKD,1759992,1990,48.81,48,SPASOVSKA Sanja,38,Qualification Cortina d'Ampezzo (ITA),2023-12-16
39,USA,9535531,2000,"",40,BULLIS Alexa,"",Qualification Cortina d'Ampezzo (ITA),2023-12-16
40,POL,9435077,2000,"",38,KWIATKOWSKA Olimpia,"",Qualification Cortina d'Ampezzo (ITA),2023-12-16
1,JPN,9305427,2003,1:13.65,28,MIKI Tsubaki,1,Qualification Cortina d'Ampezzo (ITA),2023-12-16
2,AUT,9055032,1992,1:14.33,20,SCHOEFFMANN Sabine,2,Qualification Cortina d'Ampezzo (ITA),2023-12-16
3,AUT,9055071,1998,1:14.50,29,ULBING Daniela,3,Qualification Cortina d'Ampezzo (ITA),2023-12-16
4,AUT,1004920,1973,1:14.61,17,RIEGLER Claudia,4,Qualification Cortina d'Ampezzo (ITA),2023-12-16
5,GER,9205056,1996,1:14.71,18,HOCHREITER Melanie,5,Qualification Cortina d'Ampezzo (ITA),2023-12-16
6,ITA,9295145,1997,1:15.16,23,DALMASSO Lucia,6,Qualification Cortina d'Ampezzo (ITA),2023-12-16
7,GER,9205050,1994,1:15.33,22,LOCH Cheyenne,7,Qualification Cortina d'Ampezzo (ITA),2023-12-16
8,GER,9205058,1996,1:15.44,24,HOFMEISTER Ramona Theresia,8,Qualification Cortina d'Ampezzo (ITA),2023-12-16
9,NED,9405023,1996,1:15.56,27,DEKKER Michelle,9,Qualification Cortina d'Ampezzo (ITA),2023-12-16
10,SLO,1569955,1989,1:15.82,19,KOTNIK Gloria,10,Qualification Cortina d'Ampezzo (ITA),2023-12-16
11,ITA,9295132,1999,1:15.86,21,CAFFONT Elisa,11,Qualification Cortina d'Ampezzo (ITA),2023-12-16
12,SUI,9515082,1992,1:15.86,25,ZOGG Julie,12,Qualification Cortina d'Ampezzo (ITA),2023-12-16
13,CZE,9155072,2003,1:15.92,30,MADEROVA Zuzana,13,Qualification Cortina d'Ampezzo (ITA),2023-12-16
14,ITA,9295154,2001,1:16.04,41,CORATTI Jasmin,14,Qualification Cortina d'Ampezzo (ITA),2023-12-16
15,KOR,9325017,1995,1:16.16,36,JEONG Haerim,15,Qualification Cortina d'Ampezzo (ITA),2023-12-16
16,SUI,9515102,1993,1:16.27,31,JENNY Ladina,16,Qualification Cortina d'Ampezzo (ITA),2023-12-16
17,UKR,1699945,1990,1:16.94,33,DANCHA Annamari,17,Qualification Cortina d'Ampezzo (ITA),2023-12-16
18,JPN,1543464,1983,1:16.97,26,TAKEUCHI Tomoka,18,Qualification Cortina d'Ampezzo (ITA),2023-12-16
19,CAN,9105371,2000,1:17.75,50,BUCK Kaylie,19,Qualification Cortina d'Ampezzo (ITA),2023-12-16
20,CHN,9125001,1998,1:17.82,42,GONG Naiying,20,Qualification Cortina d'Ampezzo (ITA),2023-12-16
21,USA,9535569,2003,1:18.09,34,PFLUM Iris,21,Qualification Cortina d'Ampezzo (ITA),2023-12-16
22,CAN,9105144,1992,1:18.31,35,FARRELL Megan,22,Qualification Cortina d'Ampezzo (ITA),2023-12-16
23,POL,9435070,1999,1:18.39,53,BUKOWSKA-CHYC Maria,23,Qualification Cortina d'Ampezzo (ITA),2023-12-16
24,CAN,9105518,2005,1:18.62,37,MOISAN Aurelie,24,Qualification Cortina d'Ampezzo (ITA),2023-12-16
25,POL,9435104,2006,1:18.66,49,DAWIDEK Weronika,25,Qualification Cortina d'Ampezzo (ITA),2023-12-16
26,ITA,9295158,2003,1:18.66,47,FAVA Elisa,25,Qualification Cortina d'Ampezzo (ITA),2023-12-16
27,USA,9535431,1999,1:20.05,39,KIZUKA Kaiya,27,Qualification Cortina d'Ampezzo (ITA),2023-12-16
28,ITA,9295182,2003,1:20.98,54,VALLE Sofia,28,Qualification Cortina d'Ampezzo (ITA),2023-12-16
29,AUS,9045081,1997,1:21.16,46,BONGIORNO Millie,29,Qualification Cortina d'Ampezzo (ITA),2023-12-16
30,CZE,9155071,2003,1:21.64,44,SONKOVA Klara,30,Qualification Cortina d'Ampezzo (ITA),2023-12-16
31,SUI,9515126,1994,1:22.69,32,KEISER Jessica,31,Qualification Cortina d'Ampezzo (ITA),2023-12-16
32,JPN,9305265,1994,1:25.34,52,KOSHISAKA Ayana,32,Qualification Cortina d'Ampezzo (ITA),2023-12-16
