RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Event Name,Date
33,"","",POL,9430193,2004,45,MIKOLAJCZYK Maciej,"",Junior Haus im Ennstal (AUT),2024-02-04
1,140.00,1:23.05,ITA,9290464,2005,43,ZIMMERHOFER Elias,1,Junior Haus im Ennstal (AUT),2024-02-04
2,112.00,1:23.25,GER,9200203,2004,46,VOJTASEK Samuel,2,Junior Haus im Ennstal (AUT),2024-02-04
3,84.00,1:23.30,AUT,9050324,2007,42,GRAVOGL Joachim,3,Junior Haus im Ennstal (AUT),2024-02-04
4,70.00,1:23.65,ITA,9290515,2007,48,RABANSER Tommy,4,Junior Haus im Ennstal (AUT),2024-02-04
5,63.00,1:25.53,ITA,9290441,2004,50,DORFMANN Simon,5,Junior Haus im Ennstal (AUT),2024-02-04
6,56.00,1:26.39,CZE,9150345,2008,60,MARES Filip,6,Junior Haus im Ennstal (AUT),2024-02-04
7,50.40,1:27.73,ITA,9290497,2006,55,HALLER Manuel,7,Junior Haus im Ennstal (AUT),2024-02-04
8,44.80,1:28.45,AUT,9050308,2004,49,TREFFLER Julian,8,Junior Haus im Ennstal (AUT),2024-02-04
9,40.60,1:29.39,ITA,9290463,2005,54,SANTUARI Mike,9,Junior Haus im Ennstal (AUT),2024-02-04
10,36.40,1:30.27,ITA,9290524,2007,56,MUTSCHLECHNER Philipp,10,Junior Haus im Ennstal (AUT),2024-02-04
11,33.60,1:30.67,SUI,9510518,2005,65,KATHRINER Arne,11,Junior Haus im Ennstal (AUT),2024-02-04
12,30.80,1:30.68,CZE,9150395,2008,69,MICHAL Tomas,12,Junior Haus im Ennstal (AUT),2024-02-04
13,28.00,1:30.77,SUI,9510555,2007,68,MOSCA Nuri,13,Junior Haus im Ennstal (AUT),2024-02-04
14,25.20,1:30.98,ITA,9290530,2007,62,DA COL Edoardo Leone,14,Junior Haus im Ennstal (AUT),2024-02-04
15,22.40,1:31.37,CZE,9150343,2006,53,TULACH Ondrej,15,Junior Haus im Ennstal (AUT),2024-02-04
16,21.00,1:32.24,CZE,9150336,2004,71,KRAUTMAN Christopher Joseph,16,Junior Haus im Ennstal (AUT),2024-02-04
17,19.60,1:32.50,GER,9200201,2004,47,SOBINGER Tim,17,Junior Haus im Ennstal (AUT),2024-02-04
18,18.20,1:32.61,AUT,9050316,2005,51,PIETSCH Werner,18,Junior Haus im Ennstal (AUT),2024-02-04
19,16.80,1:33.06,SUI,9510546,2006,66,MEISSER Nicola,19,Junior Haus im Ennstal (AUT),2024-02-04
20,15.40,1:33.21,ITA,9290437,2004,52,DA COL Tommaso Felice,20,Junior Haus im Ennstal (AUT),2024-02-04
21,14.00,1:37.36,ITA,9290514,2007,61,CRAZZOLARA Kevin,21,Junior Haus im Ennstal (AUT),2024-02-04
22,12.60,1:40.46,AUT,9050320,2007,64,PROELL Linus,22,Junior Haus im Ennstal (AUT),2024-02-04
23,11.20,1:42.88,GER,9200220,2006,70,RIEDEL Arne,23,Junior Haus im Ennstal (AUT),2024-02-04
24,9.80,1:43.60,GER,9200210,2005,63,ADLER Felix Nepomuk,24,Junior Haus im Ennstal (AUT),2024-02-04
25,"",1:48.74,SUI,9510574,2008,72,SCHIBLI Alec,25,Junior Haus im Ennstal (AUT),2024-02-04
26,"",1:57.41,CZE,9150394,2008,73,DYBAL Marek,26,Junior Haus im Ennstal (AUT),2024-02-04
27,"","",GER,9200234,2008,67,SCHWERDT Samuel,"",Junior Haus im Ennstal (AUT),2024-02-04
28,"","",CZE,9150387,2007,59,KLEIN Krystof,"",Junior Haus im Ennstal (AUT),2024-02-04
29,"","",POL,9430191,2004,58,WILK Michal,"",Junior Haus im Ennstal (AUT),2024-02-04
30,"","",POL,9430208,2006,57,KULPINSKI Anatol,"",Junior Haus im Ennstal (AUT),2024-02-04
31,"","",AUT,9050318,2006,44,HAMMERSCHMIDT Lion,"",Junior Haus im Ennstal (AUT),2024-02-04
32,"","",AUT,9050315,2004,41,PAHEINER Andreas,"",Junior Haus im Ennstal (AUT),2024-02-04
