RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,180.00,CZE,9155072,56.04,2003,3,MADEROVA Zuzana,1,FIS Spindleruv Mlyn (CZE),2024-03-16
2,144.00,CZE,9155110,58.32,2006,1,BIEGELOVA Sofie,2,FIS Spindleruv Mlyn (CZE),2024-03-16
3,108.00,CZE,9155116,58.80,2006,4,MARESOVA Emma Maya,3,FIS Spindleruv Mlyn (CZE),2024-03-16
4,90.00,POL,9435111,59.26,2007,2,PIWOWARCZYK Nadia,4,FIS Spindleruv Mlyn (CZE),2024-03-16
5,81.00,POL,9435095,1:02.05,2004,6,KULA Maria,5,FIS Spindleruv Mlyn (CZE),2024-03-16
6,72.00,POL,9435112,1:02.10,2007,7,BUCKA Nicole,6,FIS Spindleruv Mlyn (CZE),2024-03-16
7,64.80,CZE,9155149,1:02.65,2008,8,KOZELSKA Ivana,7,FIS Spindleruv Mlyn (CZE),2024-03-16
8,57.60,POL,9435117,1:05.17,2008,10,KACICZAK Martyna,8,FIS Spindleruv Mlyn (CZE),2024-03-16
9,52.20,CZE,9155148,1:05.49,2008,9,KOZELSKA Adela,9,FIS Spindleruv Mlyn (CZE),2024-03-16
10,46.80,CZE,9155112,1:08.63,2005,11,HRONKOVA Lucie,10,FIS Spindleruv Mlyn (CZE),2024-03-16
11,"",CZE,9155108,1:10.44,2005,5,KECLIKOVA Barbora,11,FIS Spindleruv Mlyn (CZE),2024-03-16
