RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
1,180.00,1:41.12,CAN,9105518,2005,5,MOISAN Aurelie,1,100,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
2,144.00,1:31.70,JPN,9305291,1996,13,TOYODA Asa,2,80,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
3,108.00,1:32.54,JPN,9305474,2005,4,JIGE Ayane,3,60,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
4,90.00,1:30.87,USA,9535668,2006,8,DOMINO Grace,4,50,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
5,81.00,1:31.37,JPN,9305265,1994,6,KOSHISAKA Ayana,5,45,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
6,72.00,1:31.98,JPN,9305432,2003,10,KANAZAWA Noa,6,40,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
7,64.80,1:33.13,CAN,9105317,1998,3,VAN GRONINGEN Abby,7,36,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
8,57.60,1:34.33,JPN,9305437,2003,24,YOGO Sakura,8,32,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
9,52.20,1:31.31,JPN,9305461,2004,25,OSHIMA Hinano,9,29,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
10,46.80,1:35.84,USA,9535431,1999,16,KIZUKA Kaiya,10,26,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
11,43.20,1:37.07,JPN,9305482,2003,23,KAMATA Mizuki,11,24,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
12,39.60,1:37.78,CZE,9155117,2007,15,JECHOVA Linda,12,22,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
13,36.00,1:37.98,JPN,9305476,2005,17,MAEDA Suzumi,13,20,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
14,32.40,1:38.86,USA,9535531,2000,12,BULLIS Alexa,14,18,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
15,28.80,1:39.97,USA,9535525,2002,11,KIZUKA Mika,15,16,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
16,27.00,1:43.13,USA,9535684,2006,1,KIZUKA Akina,16,15,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
17,25.20,1:43.18,CAN,9105491,2004,7,BETTEZ Anne-Laurie,17,14,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
18,23.40,1:45.16,USA,9535557,2002,14,WILSON Sydney,18,13,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
19,21.60,1:46.20,USA,9535541,2001,2,JONES Cecelia,19,12,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
20,19.80,1:51.81,JPN,9305501,2006,20,NANASAKI Riho,20,11,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
21,18.00,1:54.06,AUS,9045159,2004,18,BROSE Georgia,21,10,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
22,16.20,1:59.43,USA,9535769,2006,28,SCHREDER Sabrina,22,9,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
23,14.40,2:02.83,AUS,9045127,2003,21,CHAWNER Mia,23,8,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
24,"",2:04.44,CAN,9105542,2006,27,ALTSHULLER Maya,24,7,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
25,"",2:42.06,USA,9535736,2005,19,MAJOR Nicole,25,6,"Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
26,"","",CAN,9105568,2007,22,SWEENEY Rowan,"","","Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
27,"","",CAN,9105371,2000,9,BUCK Kaylie,"","","Nor-Am Cup Alpine Ski Club, (CAN)",2024-02-09
