RowID,Nation,FIS code,Year,Time,Bib,Athlete,Rank,Event Name,Date
33,SUI,9515196,2002,"",52,HAUSER Ricarda,"",Qualification Pamporovo (BUL),2024-01-21
34,USA,9535431,1999,"",50,KIZUKA Kaiya,"",Qualification Pamporovo (BUL),2024-01-21
35,POL,9435077,2000,"",46,KWIATKOWSKA Olimpia,"",Qualification Pamporovo (BUL),2024-01-21
36,SUI,9515213,2004,"",41,BAETSCHI Laila Ursina,"",Qualification Pamporovo (BUL),2024-01-21
37,USA,9535569,2003,"",34,PFLUM Iris,"",Qualification Pamporovo (BUL),2024-01-21
38,ITA,9295182,2003,"",53,VALLE Sofia,"",Qualification Pamporovo (BUL),2024-01-21
1,CZE,1159979,1995,1:04.11,25,LEDECKA Ester,1,Qualification Pamporovo (BUL),2024-01-21
2,AUT,9055032,1992,1:05.04,20,SCHOEFFMANN Sabine,2,Qualification Pamporovo (BUL),2024-01-21
3,GER,9205050,1994,1:05.60,27,LOCH Cheyenne,3,Qualification Pamporovo (BUL),2024-01-21
4,JPN,9305427,2003,1:05.69,18,MIKI Tsubaki,4,Qualification Pamporovo (BUL),2024-01-21
5,GER,9205058,1996,1:06.13,32,HOFMEISTER Ramona Theresia,5,Qualification Pamporovo (BUL),2024-01-21
6,ITA,9295154,2001,1:06.25,21,CORATTI Jasmin,6,Qualification Pamporovo (BUL),2024-01-21
7,SUI,9515082,1992,1:06.31,17,ZOGG Julie,7,Qualification Pamporovo (BUL),2024-01-21
8,ITA,9295145,1997,1:06.46,22,DALMASSO Lucia,8,Qualification Pamporovo (BUL),2024-01-21
9,CZE,9155072,2003,1:06.85,28,MADEROVA Zuzana,9,Qualification Pamporovo (BUL),2024-01-21
10,NED,9405023,1996,1:07.24,31,DEKKER Michelle,10,Qualification Pamporovo (BUL),2024-01-21
11,SLO,1569955,1989,1:07.52,24,KOTNIK Gloria,11,Qualification Pamporovo (BUL),2024-01-21
12,AUT,1004920,1973,1:07.56,19,RIEGLER Claudia,12,Qualification Pamporovo (BUL),2024-01-21
13,GER,9205056,1996,1:07.77,23,HOCHREITER Melanie,13,Qualification Pamporovo (BUL),2024-01-21
14,AUT,9055093,2001,1:08.37,49,KAINZ Carmen,14,Qualification Pamporovo (BUL),2024-01-21
15,KOR,9325017,1995,1:08.55,33,JEONG Haerim,15,Qualification Pamporovo (BUL),2024-01-21
16,ITA,9295158,2003,1:09.03,47,FAVA Elisa,16,Qualification Pamporovo (BUL),2024-01-21
17,AUT,9055100,2002,1:10.17,44,PICHELKASTNER Jessica,17,Qualification Pamporovo (BUL),2024-01-21
18,AUS,9045081,1997,1:10.20,38,BONGIORNO Millie,18,Qualification Pamporovo (BUL),2024-01-21
19,AUT,9055101,2002,1:10.88,40,WEIS Miriam,19,Qualification Pamporovo (BUL),2024-01-21
20,POL,9435104,2006,1:11.02,43,DAWIDEK Weronika,20,Qualification Pamporovo (BUL),2024-01-21
21,CAN,9105371,2000,1:11.27,37,BUCK Kaylie,21,Qualification Pamporovo (BUL),2024-01-21
22,UKR,1699945,1990,1:11.30,29,DANCHA Annamari,22,Qualification Pamporovo (BUL),2024-01-21
23,POL,9435070,1999,1:11.60,45,BUKOWSKA-CHYC Maria,23,Qualification Pamporovo (BUL),2024-01-21
24,BUL,1605641,1982,1:14.06,48,PENTCHEVA Teodora,24,Qualification Pamporovo (BUL),2024-01-21
25,ITA,9295200,2004,1:14.20,54,FACHIN Fabiana,25,Qualification Pamporovo (BUL),2024-01-21
26,UKR,9695036,2003,1:24.07,42,HAPATYN Nadiia,26,Qualification Pamporovo (BUL),2024-01-21
27,SUI,9515236,2007,1:40.08,36,VON SIEBENTHAL Xenia,27,Qualification Pamporovo (BUL),2024-01-21
28,ITA,9295132,1999,"",30,CAFFONT Elisa,28,Qualification Pamporovo (BUL),2024-01-21
29,SUI,9515154,1997,"",35,GASSER Larissa,29,Qualification Pamporovo (BUL),2024-01-21
30,SUI,9515102,1993,"",26,JENNY Ladina,30,Qualification Pamporovo (BUL),2024-01-21
31,SUI,9515212,2003,"",39,BAETSCHI Flurina Neva,31,Qualification Pamporovo (BUL),2024-01-21
32,JPN,9305265,1994,37.72,51,KOSHISAKA Ayana,32,Qualification Pamporovo (BUL),2024-01-21
