RowID,Nation,FIS code,Year,Time,Bib,Athlete,Rank,Event Name,Date
1,ITA,9290200,1994,51.71,31,BORMOLINI Maurizio,1,Qualification Bad Gastein (AUT),2024-01-16
2,ITA,9290107,1991,51.94,25,CORATTI Edwin,2,Qualification Bad Gastein (AUT),2024-01-16
3,ITA,9290227,1995,51.95,21,BAGOZZA Daniele,3,Qualification Bad Gastein (AUT),2024-01-16
4,AUT,9050217,1996,52.17,32,OBMANN Fabian,4,Qualification Bad Gastein (AUT),2024-01-16
5,USA,9531244,2000,52.53,28,WINTERS Cody,5,Qualification Bad Gastein (AUT),2024-01-16
6,SLO,1659088,1984,52.53,33,KOSIR Zan,6,Qualification Bad Gastein (AUT),2024-01-16
7,SUI,9510316,1995,52.56,26,CAVIEZEL Dario,7,Qualification Bad Gastein (AUT),2024-01-16
8,CAN,9100945,2000,52.57,18,GAUDET Arnaud,8,Qualification Bad Gastein (AUT),2024-01-16
9,GER,9200092,1993,52.59,24,BAUMEISTER Stefan,9,Qualification Bad Gastein (AUT),2024-01-16
10,AUT,1054984,1985,52.63,17,KARL Benjamin,10,Qualification Bad Gastein (AUT),2024-01-16
11,AUT,9050238,1997,52.69,27,AUNER Arvid,11,Qualification Bad Gastein (AUT),2024-01-16
12,BUL,1094969,1990,52.75,30,YANKOV Radoslav,12,Qualification Bad Gastein (AUT),2024-01-16
13,ITA,7538766,1986,52.80,23,MARCH Aaron,13,Qualification Bad Gastein (AUT),2024-01-16
14,KOR,9320091,1995,52.91,22,LEE Sangho,14,Qualification Bad Gastein (AUT),2024-01-16
15,AUT,9050029,1988,52.95,41,KISLINGER Sebastian,15,Qualification Bad Gastein (AUT),2024-01-16
16,SUI,9510417,2000,52.99,45,CASANOVA Gian,16,Qualification Bad Gastein (AUT),2024-01-16
17,JPN,7300127,1986,53.04,49,SHIBA Masaki,17,Qualification Bad Gastein (AUT),2024-01-16
18,AUT,9050279,2001,53.04,44,BURGSTALLER Dominik,17,Qualification Bad Gastein (AUT),2024-01-16
19,AUT,1093190,1980,53.26,29,PROMMEGGER Andreas,19,Qualification Bad Gastein (AUT),2024-01-16
20,CZE,9150333,2006,53.37,61,MINARIK Krystof,20,Qualification Bad Gastein (AUT),2024-01-16
21,AUT,9050196,1995,53.39,48,JURITZ Aron,21,Qualification Bad Gastein (AUT),2024-01-16
22,AUT,9050272,2001,53.39,42,PINK Matthaeus,21,Qualification Bad Gastein (AUT),2024-01-16
23,SLO,7560012,1986,53.47,34,MARGUC Rok,23,Qualification Bad Gastein (AUT),2024-01-16
24,POL,9430120,1996,53.51,35,KWIATKOWSKI Oskar,24,Qualification Bad Gastein (AUT),2024-01-16
25,AUT,9050042,1989,53.94,19,PAYER Alexander,25,Qualification Bad Gastein (AUT),2024-01-16
26,SLO,9560053,1991,53.98,20,MASTNAK Tim,26,Qualification Bad Gastein (AUT),2024-01-16
27,CAN,9100940,2000,54.00,53,BEHAN Jamie,27,Qualification Bad Gastein (AUT),2024-01-16
28,CAN,9101129,2002,54.33,38,HELDMAN Ben,28,Qualification Bad Gastein (AUT),2024-01-16
29,GER,9200128,1999,54.35,40,HUBER Elias,29,Qualification Bad Gastein (AUT),2024-01-16
30,CAN,9100570,1996,54.76,58,LEFEBVRE Jules,30,Qualification Bad Gastein (AUT),2024-01-16
31,POL,9430124,1996,55.51,43,NOWACZYK Michal,31,Qualification Bad Gastein (AUT),2024-01-16
32,AUT,9050297,2003,"",50,KARNER Christoph,32,Qualification Bad Gastein (AUT),2024-01-16
33,GER,9200158,2001,27.31,46,PRANTL Ole-Mikkel,33,Qualification Bad Gastein (AUT),2024-01-16
34,KOR,9320197,2002,27.53,64,MA Junho,34,Qualification Bad Gastein (AUT),2024-01-16
35,GER,9200145,2000,27.58,47,ANGENEND Yannik,35,Qualification Bad Gastein (AUT),2024-01-16
36,ITA,9290151,1992,27.72,37,FELICETTI Mirko,36,Qualification Bad Gastein (AUT),2024-01-16
37,GER,9200208,2005,27.95,68,RIEL Benedikt,37,Qualification Bad Gastein (AUT),2024-01-16
38,GER,9200191,2003,28.09,54,KUEHNHAUSER Max,38,Qualification Bad Gastein (AUT),2024-01-16
39,CAN,9100939,2000,28.10,55,NAZWASKI Michael,39,Qualification Bad Gastein (AUT),2024-01-16
40,USA,9530791,1994,28.11,63,ROSENCRANZ Ryan,40,Qualification Bad Gastein (AUT),2024-01-16
41,USA,9531069,1997,28.26,60,UDOLF Dylan,41,Qualification Bad Gastein (AUT),2024-01-16
42,CAN,9100748,1998,28.41,62,KILMER-CHOI Richard Riley,42,Qualification Bad Gastein (AUT),2024-01-16
43,AUS,9040213,1999,28.45,69,EDMANSON Harvey,43,Qualification Bad Gastein (AUT),2024-01-16
44,JPN,9300905,2002,28.45,51,KANEMATSU Naoki,43,Qualification Bad Gastein (AUT),2024-01-16
45,CAN,9101030,2001,28.55,56,CARPENTIER Justin,45,Qualification Bad Gastein (AUT),2024-01-16
46,JPN,9300870,2001,29.13,59,SHIMIZU Daichi,46,Qualification Bad Gastein (AUT),2024-01-16
47,CZE,9150168,1999,29.48,66,POCINEK Adam,47,Qualification Bad Gastein (AUT),2024-01-16
48,UKR,9690121,1999,34.23,52,KHARUK Mykhailo,48,Qualification Bad Gastein (AUT),2024-01-16
49,UKR,9690062,1995,"",67,BELINSKYI Oleksandr,"",Qualification Bad Gastein (AUT),2024-01-16
50,KOR,9320222,2005,"",65,PARK Jisung,"",Qualification Bad Gastein (AUT),2024-01-16
