RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
1,290.00,0.00,AUT,9055100,2002,30,PICHELKASTNER Jessica,1,100,European Cup Folgaria (ITA),2024-01-11
2,232.00,0.00,AUT,9055101,2002,25,WEIS Miriam,2,80,European Cup Folgaria (ITA),2024-01-11
3,174.00,0.00,UKR,1699945,1990,31,DANCHA Annamari,3,60,European Cup Folgaria (ITA),2024-01-11
4,145.00,0.00,CZE,9155107,2005,18,KECLIKOVA Adela,4,50,European Cup Folgaria (ITA),2024-01-11
5,130.50,1:14.89,ITA,9295158,2003,23,FAVA Elisa,5,45,European Cup Folgaria (ITA),2024-01-11
6,116.00,1:15.72,AUT,9055093,2001,26,KAINZ Carmen,6,40,European Cup Folgaria (ITA),2024-01-11
7,104.40,1:17.48,AUT,9055107,2003,32,SCHOEFFMANN Pia,7,36,European Cup Folgaria (ITA),2024-01-11
8,92.80,1:20.21,SUI,9515196,2002,17,HAUSER Ricarda,8,32,European Cup Folgaria (ITA),2024-01-11
9,84.10,1:16.90,GER,9205103,2006,27,SCHEID Mathilda,9,29,European Cup Folgaria (ITA),2024-01-11
10,75.40,1:17.58,POL,9435104,2006,20,DAWIDEK Weronika,10,26,European Cup Folgaria (ITA),2024-01-11
11,69.60,1:18.79,SUI,9515213,2004,29,BAETSCHI Laila Ursina,11,24,European Cup Folgaria (ITA),2024-01-11
12,63.80,1:19.62,CZE,9155071,2003,34,SONKOVA Klara,12,22,European Cup Folgaria (ITA),2024-01-11
13,58.00,1:19.75,SUI,9515212,2003,22,BAETSCHI Flurina Neva,13,20,European Cup Folgaria (ITA),2024-01-11
14,52.20,1:21.33,SUI,9515236,2007,24,VON SIEBENTHAL Xenia,14,18,European Cup Folgaria (ITA),2024-01-11
15,46.40,1:21.41,ITA,9295224,2006,45,MAMMONE Anna Victoria,15,16,European Cup Folgaria (ITA),2024-01-11
16,43.50,1:22.16,POL,9435094,2004,40,KACICZAK Olga,16,15,European Cup Folgaria (ITA),2024-01-11
17,40.60,1:22.99,ITA,9295182,2003,21,VALLE Sofia,17,14,European Cup Folgaria (ITA),2024-01-11
18,37.70,1:23.91,ITA,9295200,2004,37,FACHIN Fabiana,18,13,European Cup Folgaria (ITA),2024-01-11
19,34.80,1:25.47,UKR,9695036,2003,33,HAPATYN Nadiia,19,12,European Cup Folgaria (ITA),2024-01-11
20,31.90,1:26.15,ITA,9295234,2008,38,CARNEVALI Giorgia,20,11,European Cup Folgaria (ITA),2024-01-11
21,29.00,1:31.78,SUI,9515198,2002,35,KLEESATTEL Eliane,21,10,European Cup Folgaria (ITA),2024-01-11
22,26.10,1:32.56,ITA,9295178,2003,44,BOSSA Rachele,22,9,European Cup Folgaria (ITA),2024-01-11
23,23.20,1:34.47,CZE,9155052,1996,42,HOUZVICKOVA Kristyna,23,8,European Cup Folgaria (ITA),2024-01-11
24,20.30,1:34.75,ITA,9295228,2005,46,LAMBER Viktoria,24,7,European Cup Folgaria (ITA),2024-01-11
25,17.40,38.66,POL,9435100,2005,39,ZAPALA Sonia,25,6,European Cup Folgaria (ITA),2024-01-11
26,14.50,40.02,GER,9205105,2006,36,GUNKEL Hannah,26,5,European Cup Folgaria (ITA),2024-01-11
27,"",40.37,GER,9205104,2006,28,JANSING Salome,27,4,European Cup Folgaria (ITA),2024-01-11
28,"",58.39,GER,9205112,2008,19,JANSING Zoe,28,3,European Cup Folgaria (ITA),2024-01-11
29,"","",ITA,9295211,2005,43,RABANSER Sophie,"","",European Cup Folgaria (ITA),2024-01-11
30,"","",GER,9205097,2005,41,TANIGUCHI Yuna,"","",European Cup Folgaria (ITA),2024-01-11
