RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,50.00,LBN,1344992,1:44.56,1992,12,FRANDO Michael,1,FIS Mzaar Ski Resort (LBN),2024-01-27
2,40.00,LBN,1640173,1:44.89,1977,23,EL-HAGE Zaher,2,FIS Mzaar Ski Resort (LBN),2024-01-27
3,30.00,LBN,1344955,1:48.22,1987,22,CHAKHTOURA Ziad Gabriel,3,FIS Mzaar Ski Resort (LBN),2024-01-27
4,25.00,LBN,1344948,1:48.31,1982,11,TAUK Nafez,4,FIS Mzaar Ski Resort (LBN),2024-01-27
5,22.50,LBN,1344930,1:59.82,1979,14,GHOBRI Roni,5,FIS Mzaar Ski Resort (LBN),2024-01-27
6,20.00,LBN,1344995,2:00.40,2006,15,TAWK Jad,6,FIS Mzaar Ski Resort (LBN),2024-01-27
7,18.00,LBN,1344971,2:05.36,1989,21,EL HAJJ Gerges,7,FIS Mzaar Ski Resort (LBN),2024-01-27
8,16.00,LBN,10001461,2:07.11,2000,24,BERBARA Karim,8,FIS Mzaar Ski Resort (LBN),2024-01-27
9,14.50,LBN,1344960,2:15.25,1998,13,GHRAYCHE Charbel,9,FIS Mzaar Ski Resort (LBN),2024-01-27
10,"",LBN,1344991,"",1997,19,CHAOUL Habib,"",FIS Mzaar Ski Resort (LBN),2024-01-27
11,"",LBN,10001462,"",1987,20,DOUMIT Omar,"",FIS Mzaar Ski Resort (LBN),2024-01-27
12,"",LBN,1344957,"",1975,18,FLOUTI Karim Henri,"",FIS Mzaar Ski Resort (LBN),2024-01-27
13,"",LBN,10001490,"",1994,17,HAZOURI Antonios,"",FIS Mzaar Ski Resort (LBN),2024-01-27
14,"",LBN,10001460,"",1998,16,ABI GHANEM Greg,"",FIS Mzaar Ski Resort (LBN),2024-01-27
15,"",LBN,1344981,"",2001,10,FAKHRY Charbel,"",FIS Mzaar Ski Resort (LBN),2024-01-27
