RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,100.00,CHN,1124951,1:15.93,1994,23,BI Ye,1,FIS Jinshanling Galaxy Ski Resort (CHN),2024-02-29
2,80.00,CHN,9120076,1:17.88,2003,29,SHAO Yunyang,2,FIS Jinshanling Galaxy Ski Resort (CHN),2024-02-29
3,60.00,CHN,1124998,1:17.94,2000,26,QIN Zihan,3,FIS Jinshanling Galaxy Ski Resort (CHN),2024-02-29
4,50.00,CHN,1124993,1:18.39,2002,30,BAN Xuefu,4,FIS Jinshanling Galaxy Ski Resort (CHN),2024-02-29
5,45.00,CHN,9120159,1:19.14,2005,21,PENG Yuexi,5,FIS Jinshanling Galaxy Ski Resort (CHN),2024-02-29
6,40.00,CHN,1124947,1:19.33,1991,22,SUN Huan,6,FIS Jinshanling Galaxy Ski Resort (CHN),2024-02-29
7,36.00,MGL,1724976,1:48.37,2003,25,GANBAATAR Ganzorig,7,FIS Jinshanling Galaxy Ski Resort (CHN),2024-02-29
8,32.00,MGL,1724979,1:55.08,1992,24,ZORIGT Ganbaatar,8,FIS Jinshanling Galaxy Ski Resort (CHN),2024-02-29
9,29.00,CHN,1124989,2:38.58,2002,27,LYU Meishuo,9,FIS Jinshanling Galaxy Ski Resort (CHN),2024-02-29
10,"",CHN,1124990,2:41.27,2001,28,DING Xuedong,10,FIS Jinshanling Galaxy Ski Resort (CHN),2024-02-29
