RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
33,"","",SUI,9515196,2002,39,HAUSER Ricarda,"","",World Cup Davos (SUI),2023-12-23
1,1000.00,49.36,GER,9205058,1996,2,HOFMEISTER Ramona Theresia,1,100,World Cup Davos (SUI),2023-12-23
2,800.00,50.89,ITA,9295145,1997,5,DALMASSO Lucia,2,80,World Cup Davos (SUI),2023-12-23
3,600.00,50.94,AUT,9055032,1992,6,SCHOEFFMANN Sabine,3,60,World Cup Davos (SUI),2023-12-23
4,500.00,49.29,SUI,9515082,1992,1,ZOGG Julie,4,50,World Cup Davos (SUI),2023-12-23
5,450.00,49.96,AUT,9055071,1998,3,ULBING Daniela,5,45,World Cup Davos (SUI),2023-12-23
6,400.00,50.36,CZE,9155072,2003,4,MADEROVA Zuzana,6,40,World Cup Davos (SUI),2023-12-23
7,360.00,51.07,SUI,9515102,1993,7,JENNY Ladina,7,36,World Cup Davos (SUI),2023-12-23
8,320.00,51.43,ITA,9295132,1999,9,CAFFONT Elisa,8,32,World Cup Davos (SUI),2023-12-23
9,290.00,51.43,ITA,9295154,2001,8,CORATTI Jasmin,9,29,World Cup Davos (SUI),2023-12-23
10,260.00,51.54,UKR,1699945,1990,10,DANCHA Annamari,10,26,World Cup Davos (SUI),2023-12-23
11,240.00,52.12,SUI,9515236,2007,11,VON SIEBENTHAL Xenia,11,24,World Cup Davos (SUI),2023-12-23
12,220.00,52.13,GER,9205056,1996,12,HOCHREITER Melanie,12,22,World Cup Davos (SUI),2023-12-23
13,200.00,52.26,KOR,9325017,1995,13,JEONG Haerim,13,20,World Cup Davos (SUI),2023-12-23
14,180.00,52.35,SUI,9515126,1994,14,KEISER Jessica,14,18,World Cup Davos (SUI),2023-12-23
15,160.00,52.56,AUT,1004920,1973,15,RIEGLER Claudia,15,16,World Cup Davos (SUI),2023-12-23
16,150.00,52.62,SLO,1569955,1989,16,KOTNIK Gloria,16,15,World Cup Davos (SUI),2023-12-23
17,140.00,52.67,NED,9405023,1996,22,DEKKER Michelle,17,14,World Cup Davos (SUI),2023-12-23
18,130.00,52.90,SUI,9515212,2003,36,BAETSCHI Flurina Neva,18,13,World Cup Davos (SUI),2023-12-23
19,120.00,53.64,CHN,9125028,2001,49,KONG Binbin,19,12,World Cup Davos (SUI),2023-12-23
20,110.00,54.04,JPN,9305427,2003,17,MIKI Tsubaki,20,11,World Cup Davos (SUI),2023-12-23
21,100.00,54.09,USA,9535569,2003,33,PFLUM Iris,21,10,World Cup Davos (SUI),2023-12-23
22,90.00,54.30,SUI,9515154,1997,34,GASSER Larissa,22,9,World Cup Davos (SUI),2023-12-23
23,80.00,54.62,CAN,9105371,2000,38,BUCK Kaylie,23,8,World Cup Davos (SUI),2023-12-23
24,70.00,55.25,POL,9435077,2000,42,KWIATKOWSKA Olimpia,24,7,World Cup Davos (SUI),2023-12-23
25,60.00,55.44,GER,9205050,1994,21,LOCH Cheyenne,25,6,World Cup Davos (SUI),2023-12-23
26,50.00,55.83,POL,9435070,1999,43,BUKOWSKA-CHYC Maria,26,5,World Cup Davos (SUI),2023-12-23
27,45.00,56.08,AUS,9045081,1997,37,BONGIORNO Millie,27,4,World Cup Davos (SUI),2023-12-23
28,40.00,57.00,CHN,9125009,1997,44,DONG Xue,28,3,World Cup Davos (SUI),2023-12-23
29,36.00,57.18,JPN,9305265,1994,48,KOSHISAKA Ayana,29,2,World Cup Davos (SUI),2023-12-23
30,"",1:00.29,USA,9535531,2000,41,BULLIS Alexa,30,1,World Cup Davos (SUI),2023-12-23
31,"",1:02.60,UKR,9695036,2003,47,HAPATYN Nadiia,31,"",World Cup Davos (SUI),2023-12-23
32,"",1:14.95,MKD,1759992,1990,40,SPASOVSKA Sanja,32,"",World Cup Davos (SUI),2023-12-23
