RowID,FIS Points,Nation,FIS code,Year,Bib,Athlete,Rank,Event Name,Date
1,100.00,AUT,9050316,2005,48,PIETSCH Werner,1,Junior Moninec (CZE),2023-12-21
2,80.00,AUT,9050324,2007,60,GRAVOGL Joachim,2,Junior Moninec (CZE),2023-12-21
3,60.00,JPN,9301037,2005,58,SUMINAGA Shogo,3,Junior Moninec (CZE),2023-12-21
4,50.00,AUT,9050308,2004,53,TREFFLER Julian,4,Junior Moninec (CZE),2023-12-21
5,45.00,UKR,9690174,2005,62,KABALIUK Mykhailo,5,Junior Moninec (CZE),2023-12-21
6,40.00,POL,9430191,2004,64,WILK Michal,6,Junior Moninec (CZE),2023-12-21
7,36.00,UKR,9690175,2005,59,BILOUS Nestor,7,Junior Moninec (CZE),2023-12-21
8,32.00,CZE,9150343,2006,56,TULACH Ondrej,8,Junior Moninec (CZE),2023-12-21
9,29.00,CZE,9150317,2004,54,KRUPA Adam,9,Junior Moninec (CZE),2023-12-21
10,26.00,CZE,9150316,2004,49,BIEGEL Benjamin,10,Junior Moninec (CZE),2023-12-21
11,24.00,AUT,9050315,2004,47,PAHEINER Andreas,11,Junior Moninec (CZE),2023-12-21
12,22.00,ITA,9290514,2007,61,CRAZZOLARA Kevin,12,Junior Moninec (CZE),2023-12-21
13,20.00,SUI,9510518,2005,65,KATHRINER Arne,13,Junior Moninec (CZE),2023-12-21
14,18.00,UKR,9690183,2007,57,BAZHAN Sviatoslav,14,Junior Moninec (CZE),2023-12-21
15,16.00,SUI,9510555,2007,67,MOSCA Nuri,15,Junior Moninec (CZE),2023-12-21
16,15.00,UKR,9690180,2006,50,POPADYCH Oleksandr,16,Junior Moninec (CZE),2023-12-21
17,14.00,CZE,9150395,2008,68,MICHAL Tomas,17,Junior Moninec (CZE),2023-12-21
18,13.00,CZE,9150344,2006,52,SONKA Antonin,18,Junior Moninec (CZE),2023-12-21
19,12.00,SUI,9510546,2006,66,MEISSER Nicola,19,Junior Moninec (CZE),2023-12-21
20,11.00,ITA,9290530,2007,55,DA COL Edoardo Leone,20,Junior Moninec (CZE),2023-12-21
21,"",HUN,9240046,2005,63,SZABO Marcell,21,Junior Moninec (CZE),2023-12-21
22,"",CZE,9150394,2008,71,DYBAL Marek,22,Junior Moninec (CZE),2023-12-21
23,,"",HAMMERSCHMIDT Lion,AUT,9050318,2006,"",Junior Moninec (CZE),2023-12-21
24,,"",MARES Filip,CZE,9150345,2008,"",Junior Moninec (CZE),2023-12-21
25,,"",SCHWERDT Samuel,GER,9200234,2008,"",Junior Moninec (CZE),2023-12-21
