RowID,FIS Points,Nation,FIS code,Score,Year,Bib,Athlete,Rank,Event Name,Date
1,120.00,JPN,9305432,1:37.27,2003,16,KANAZAWA Noa,1,FIS Val Saint Come (CAN),2024-02-07
2,96.00,USA,9535431,1:37.93,1999,12,KIZUKA Kaiya,2,FIS Val Saint Come (CAN),2024-02-07
3,72.00,JPN,9305474,1:39.29,2005,11,JIGE Ayane,3,FIS Val Saint Come (CAN),2024-02-07
4,60.00,JPN,9305437,1:41.40,2003,9,YOGO Sakura,4,FIS Val Saint Come (CAN),2024-02-07
5,54.00,JPN,9305461,1:41.81,2004,5,OSHIMA Hinano,5,FIS Val Saint Come (CAN),2024-02-07
6,48.00,JPN,9305501,1:42.14,2006,6,NANASAKI Riho,6,FIS Val Saint Come (CAN),2024-02-07
7,43.20,JPN,9305482,1:43.83,2003,17,KAMATA Mizuki,7,FIS Val Saint Come (CAN),2024-02-07
8,38.40,JPN,9305476,1:45.06,2005,10,MAEDA Suzumi,8,FIS Val Saint Come (CAN),2024-02-07
9,34.80,JPN,9305252,1:45.72,1994,20,UENO Koto,9,FIS Val Saint Come (CAN),2024-02-07
10,31.20,USA,9535525,1:49.44,2002,18,KIZUKA Mika,10,FIS Val Saint Come (CAN),2024-02-07
11,28.80,CAN,9105491,1:49.90,2004,15,BETTEZ Anne-Laurie,11,FIS Val Saint Come (CAN),2024-02-07
12,26.40,USA,9535684,1:49.97,2006,19,KIZUKA Akina,12,FIS Val Saint Come (CAN),2024-02-07
13,24.00,AUS,9045159,1:57.45,2004,23,BROSE Georgia,13,FIS Val Saint Come (CAN),2024-02-07
14,21.60,USA,9535769,2:04.09,2006,25,SCHREDER Sabrina,14,FIS Val Saint Come (CAN),2024-02-07
15,"",USA,9535774,2:06.52,2008,24,ROTH Alaiza,15,FIS Val Saint Come (CAN),2024-02-07
