RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
1,160.00,56.84,CAN,9105371,2000,113,BUCK Kaylie,1,100,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
2,128.00,55.57,CAN,9105518,2005,111,MOISAN Aurelie,2,80,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
3,96.00,56.90,JPN,9305291,1996,105,TOYODA Asa,3,60,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
4,80.00,57.97,JPN,9305432,2003,100,KANAZAWA Noa,4,50,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
5,72.00,57.63,USA,9535431,1999,107,KIZUKA Kaiya,5,45,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
6,64.00,57.99,USA,9535668,2006,102,DOMINO Grace,6,40,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
7,57.60,59.65,USA,9535531,2000,104,BULLIS Alexa,7,36,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
8,51.20,1:00.54,CAN,9105317,1998,103,VAN GRONINGEN Abby,8,32,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
9,46.40,1:03.33,USA,1024805,1967,108,OTT Lynn,9,29,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
10,41.60,1:03.39,USA,9535557,2002,120,WILSON Sydney,10,26,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
11,38.40,1:05.63,CAN,9105568,2007,110,SWEENEY Rowan,11,24,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
12,35.20,1:05.68,USA,9535525,2002,112,KIZUKA Mika,12,22,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
13,32.00,1:06.08,USA,9535684,2006,101,KIZUKA Akina,13,20,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
14,28.80,1:06.73,JPN,9305407,2002,114,NOZAKI Ran,14,18,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
15,25.60,1:07.41,CAN,9105491,2004,109,BETTEZ Anne-Laurie,15,16,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
16,24.00,1:09.08,USA,9535541,2001,106,JONES Cecelia,16,15,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
17,22.40,1:09.47,USA,9535542,2001,198,DARROW Catherine,17,14,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
18,20.80,1:10.54,AUS,9045159,2004,117,BROSE Georgia,18,13,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
19,19.20,1:12.01,AUS,9045127,2003,119,CHAWNER Mia,19,12,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
20,17.60,1:12.53,USA,9535606,2002,118,DIRADOUR Cannon,20,11,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
21,16.00,1:14.19,USA,9535736,2005,121,MAJOR Nicole,21,10,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
22,14.40,1:14.85,USA,9535722,2007,124,STRUPP Olivia,22,9,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
23,12.80,1:15.52,USA,9535585,2000,122,BLIZZARD Kaitlyn,23,8,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
24,"",1:22.23,CAN,9105542,2006,116,ALTSHULLER Maya,24,7,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
25,"",1:23.51,JPN,9305498,2007,126,HOSHI Sarasa,25,6,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
26,"","",USA,9535761,2008,125,ROPCHAK Alaina,"","",Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
