RowID,Nation,FIS code,Year,Time,Bib,Athlete,Rank,Event Name,Date
33,CZE,9150168,1999,33.46,56,POCINEK Adam,33,Qualification Rogla (SLO),2024-01-25
34,CAN,9101030,2001,33.54,51,CARPENTIER Justin,34,Qualification Rogla (SLO),2024-01-25
35,CAN,9100748,1998,33.63,54,KILMER-CHOI Richard Riley,35,Qualification Rogla (SLO),2024-01-25
36,BUL,1094969,1990,33.76,36,YANKOV Radoslav,36,Qualification Rogla (SLO),2024-01-25
37,CAN,9100940,2000,33.83,50,BEHAN Jamie,37,Qualification Rogla (SLO),2024-01-25
38,AUT,9050272,2001,"",45,PINK Matthaeus,"",Qualification Rogla (SLO),2024-01-25
39,GER,9200092,1993,"",29,BAUMEISTER Stefan,"",Qualification Rogla (SLO),2024-01-25
40,SLO,1659088,1984,"",21,KOSIR Zan,"",Qualification Rogla (SLO),2024-01-25
1,KOR,9320091,1995,1:03.33,23,LEE Sangho,1,Qualification Rogla (SLO),2024-01-25
2,ITA,9290227,1995,1:03.45,17,BAGOZZA Daniele,2,Qualification Rogla (SLO),2024-01-25
3,AUT,1054984,1985,1:03.63,18,KARL Benjamin,3,Qualification Rogla (SLO),2024-01-25
4,AUT,1093190,1980,1:03.71,30,PROMMEGGER Andreas,4,Qualification Rogla (SLO),2024-01-25
5,ITA,9290107,1991,1:03.77,24,CORATTI Edwin,5,Qualification Rogla (SLO),2024-01-25
6,SLO,9560053,1991,1:03.88,25,MASTNAK Tim,6,Qualification Rogla (SLO),2024-01-25
7,ITA,9290151,1992,1:04.12,22,FELICETTI Mirko,7,Qualification Rogla (SLO),2024-01-25
8,ITA,7538766,1986,1:04.16,32,MARCH Aaron,8,Qualification Rogla (SLO),2024-01-25
9,ITA,9290200,1994,1:04.23,27,BORMOLINI Maurizio,9,Qualification Rogla (SLO),2024-01-25
10,POL,9430120,1996,1:04.23,26,KWIATKOWSKI Oskar,10,Qualification Rogla (SLO),2024-01-25
11,SLO,7560012,1986,1:04.26,38,MARGUC Rok,11,Qualification Rogla (SLO),2024-01-25
12,AUT,9050217,1996,1:04.49,31,OBMANN Fabian,12,Qualification Rogla (SLO),2024-01-25
13,AUT,9050238,1997,1:04.55,34,AUNER Arvid,13,Qualification Rogla (SLO),2024-01-25
14,AUT,9050042,1989,1:04.58,28,PAYER Alexander,14,Qualification Rogla (SLO),2024-01-25
15,SUI,9510316,1995,1:04.59,20,CAVIEZEL Dario,15,Qualification Rogla (SLO),2024-01-25
16,CAN,9101129,2002,1:04.71,40,HELDMAN Ben,16,Qualification Rogla (SLO),2024-01-25
17,AUT,9050029,1988,1:04.72,46,KISLINGER Sebastian,17,Qualification Rogla (SLO),2024-01-25
18,AUT,9050279,2001,1:04.77,42,BURGSTALLER Dominik,18,Qualification Rogla (SLO),2024-01-25
19,KOR,9320014,1989,1:04.80,19,KIM Sangkyum,19,Qualification Rogla (SLO),2024-01-25
20,AUT,9050196,1995,1:04.81,44,JURITZ Aron,20,Qualification Rogla (SLO),2024-01-25
21,JPN,7300127,1986,1:04.98,37,SHIBA Masaki,21,Qualification Rogla (SLO),2024-01-25
22,GER,9200145,2000,1:05.01,43,ANGENEND Yannik,22,Qualification Rogla (SLO),2024-01-25
23,POL,9430124,1996,1:05.07,39,NOWACZYK Michal,23,Qualification Rogla (SLO),2024-01-25
24,GER,9200128,1999,1:05.38,33,HUBER Elias,24,Qualification Rogla (SLO),2024-01-25
25,CAN,9100945,2000,1:05.42,41,GAUDET Arnaud,25,Qualification Rogla (SLO),2024-01-25
26,CAN,9100939,2000,1:05.74,48,NAZWASKI Michael,26,Qualification Rogla (SLO),2024-01-25
27,SUI,9510417,2000,1:05.96,35,CASANOVA Gian,27,Qualification Rogla (SLO),2024-01-25
28,JPN,9300870,2001,1:06.03,52,SHIMIZU Daichi,28,Qualification Rogla (SLO),2024-01-25
29,CAN,9100570,1996,1:07.13,47,LEFEBVRE Jules,29,Qualification Rogla (SLO),2024-01-25
30,JPN,9300856,2001,1:07.96,55,SHINOHARA Ryusuke,30,Qualification Rogla (SLO),2024-01-25
31,USA,9531069,1997,1:07.98,53,UDOLF Dylan,31,Qualification Rogla (SLO),2024-01-25
32,AUT,9050297,2003,"",49,KARNER Christoph,32,Qualification Rogla (SLO),2024-01-25
