RowID,FIS Points,Score,Nation,FIS code,Year,Bib,Athlete,Rank,Cup Points,Event Name,Date
1,160.00,53.47,USA,9531069,1997,146,UDOLF Dylan,1,100,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
2,128.00,51.20,CAN,9100939,2000,160,NAZWASKI Michael,2,80,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
3,96.00,52.44,USA,9531727,2006,152,SMITH Michael,3,60,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
4,80.00,55.76,GBR,9220173,2006,161,CARPENTER Samuel,4,50,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
5,72.00,50.72,CAN,9100570,1996,155,LEFEBVRE Jules,5,45,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
6,64.00,51.74,USA,9531136,1990,165,BURNS Robert,6,40,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
7,57.60,52.14,CAN,9101030,2001,145,CARPENTIER Justin,7,36,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
8,51.20,53.10,USA,9530791,1994,154,ROSENCRANZ Ryan,8,32,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
9,46.40,52.42,JPN,9301035,2004,159,SUGIMOTO Shikoh,9,29,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
10,41.60,53.19,CAN,9101355,2005,157,FREEMAN Luis,10,26,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
11,38.40,54.14,CAN,9105291,1997,147,GAUDET Emile,11,24,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
12,35.20,54.14,JPN,9301078,2006,150,YAMADA Rion,12,22,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
13,32.00,57.59,USA,9531571,2004,149,PIERCE Nicholas,13,20,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
14,28.80,58.30,CAN,9101366,2006,174,HELDMAN Matthew,14,18,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
15,25.60,59.41,USA,9531068,1972,158,MCEWAN Everett,15,16,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
16,24.00,59.88,USA,9531573,2006,153,OVERSTAKE Walker,16,15,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
17,22.40,1:00.56,USA,7537128,1987,148,MACCUTCHEON Steven,17,14,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
18,20.80,1:00.77,IND,1624962,1997,162,AHMAD LONE Zubair,18,13,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
19,19.20,1:01.56,USA,9531492,2003,164,MCALLISTER Owen,19,12,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
20,17.60,1:03.64,USA,9531730,2006,197,CARR Taggert,20,11,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
21,16.00,1:08.79,USA,9532016,1977,168,LOCKWOOD Bill,21,10,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
22,14.40,1:10.38,FRA,9190630,1973,166,ABADIE William,22,9,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
23,12.80,1:13.73,USA,9531459,1998,151,ELLISON Andrew,23,8,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
24,"",1:16.56,USA,9531945,2008,170,DEVITO Landon,24,7,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
25,"",1:17.26,USA,9531967,2008,167,DIBELER Zachary,25,6,Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
26,"","",AUT,9050328,1995,172,HAMMERL Julian,"","",Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
27,"","",USA,9531835,2007,163,DEVITO Nathan,"","",Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
28,"","",USA,9531694,1988,169,LUECK Michael,"","",Nor-Am Cup Afton Alps Ski Area (USA),2024-01-05
