RowID,FIS Points,Nation,FIS code,Year,Bib,Athlete,Rank,Event Name,Date
1,290.00,AUT,9050279,2001,52,BURGSTALLER Dominik,1,National Championships Hochficht/Zwiesel (AUT),2024-02-10
2,232.00,AUT,9050196,1995,54,JURITZ Aron,2,National Championships Hochficht/Zwiesel (AUT),2024-02-10
3,174.00,AUT,9050042,1989,55,PAYER Alexander,3,National Championships Hochficht/Zwiesel (AUT),2024-02-10
4,145.00,AUT,9050029,1988,65,KISLINGER Sebastian,4,National Championships Hochficht/Zwiesel (AUT),2024-02-10
5,130.50,AUT,9050217,1996,66,OBMANN Fabian,5,National Championships Hochficht/Zwiesel (AUT),2024-02-10
6,116.00,AUT,9050308,2004,53,TREFFLER Julian,6,National Championships Hochficht/Zwiesel (AUT),2024-02-10
7,104.40,AUT,9050238,1997,60,AUNER Arvid,7,National Championships Hochficht/Zwiesel (AUT),2024-02-10
8,92.80,AUT,9050318,2006,51,HAMMERSCHMIDT Lion,8,National Championships Hochficht/Zwiesel (AUT),2024-02-10
9,84.10,POL,9430012,1987,64,GASIENICA-DANIEL Andrzej,9,National Championships Hochficht/Zwiesel (AUT),2024-02-10
10,75.40,AUT,9050324,2007,57,GRAVOGL Joachim,10,National Championships Hochficht/Zwiesel (AUT),2024-02-10
11,69.60,JPN,9300459,1992,74,MOMONO Shinya,11,National Championships Hochficht/Zwiesel (AUT),2024-02-10
12,63.80,SUI,9510546,2006,71,MEISSER Nicola,12,National Championships Hochficht/Zwiesel (AUT),2024-02-10
13,58.00,SUI,9510555,2007,72,MOSCA Nuri,13,National Championships Hochficht/Zwiesel (AUT),2024-02-10
14,52.20,AUT,9050315,2004,67,PAHEINER Andreas,14,National Championships Hochficht/Zwiesel (AUT),2024-02-10
15,46.40,CZE,9150213,1981,59,URBAN Ales,15,National Championships Hochficht/Zwiesel (AUT),2024-02-10
16,43.50,CZE,9150336,2004,75,KRAUTMAN Christopher Joseph,16,National Championships Hochficht/Zwiesel (AUT),2024-02-10
17,40.60,POL,9430208,2006,68,KULPINSKI Anatol,17,National Championships Hochficht/Zwiesel (AUT),2024-02-10
18,"",POL,9430229,2008,76,MIKA Stanislaw,18,National Championships Hochficht/Zwiesel (AUT),2024-02-10
19,"",CZE,9150395,2008,73,MICHAL Tomas,"",National Championships Hochficht/Zwiesel (AUT),2024-02-10
20,"",AUT,9050320,2007,70,PROELL Linus,"",National Championships Hochficht/Zwiesel (AUT),2024-02-10
21,"",POL,9430191,2004,69,WILK Michal,"",National Championships Hochficht/Zwiesel (AUT),2024-02-10
22,"",POL,9430169,1999,63,RUTKOWSKI Mikolaj,"",National Championships Hochficht/Zwiesel (AUT),2024-02-10
23,"",AUT,9050297,2003,62,KARNER Christoph,"",National Championships Hochficht/Zwiesel (AUT),2024-02-10
24,"",AUT,1054984,1985,61,KARL Benjamin,"",National Championships Hochficht/Zwiesel (AUT),2024-02-10
25,"",CZE,9150333,2006,58,MINARIK Krystof,"",National Championships Hochficht/Zwiesel (AUT),2024-02-10
26,"",AUT,9050316,2005,56,PIETSCH Werner,"",National Championships Hochficht/Zwiesel (AUT),2024-02-10
